Strategy,id,cmpid,nrOfMisses,nrOfInputs,depth,status,totalTime,nrOfOffsets,cyclomatic,oviedo,chain_size,cases,depth2,trace_length,flipped,reachableness,combined,comment
LengthTaintStrategy,3307644023_394041_0_32,3307644023,0,0,449,NOT_FLIPPED,5.316734313964844e-05,15,18,164,35,0,449,973,0,5042,1,Wrong statement
LengthTaintStrategy,3307644023_586862_1_32,3307644023,0,0,765,NOT_FLIPPED,5.030632019042969e-05,9,18,164,35,0,765,1237,0,3262,1,Wrong statement
LengthTaintStrategy,4243250183_557481_1_288,4243250183,0,0,5,NOT_FLIPPED,6.127357482910156e-05,2,49,288,13,0,5,203,0,4,1,Wrong statement
LengthTaintStrategy,1844722271_174840_0_34,1844722271,0,0,237,NOT_FLIPPED,4.2438507080078125e-05,11,32,323,17,0,237,739,0,1882,1,Wrong statement
LengthTaintStrategy,1332978173_384186_0_288,1332978173,0,0,462,NOT_FLIPPED,3.7670135498046875e-05,15,122,792,14,0,462,1294,0,5688,1,Wrong statement
LengthTaintStrategy,3478218954_770989_0_38,3478218954,0,0,880,NOT_FLIPPED,4.267692565917969e-05,13,32,323,15,0,880,1391,0,4233,1,Wrong statement
LengthTaintStrategy,1332997478_656381_0_32770,1332997478,0,0,28,NOT_FLIPPED,3.838539123535156e-05,2,17,114,2,0,28,208,0,2,1,Wrong statement
LengthTaintStrategy,3307704611_833007_1_40,3307704611,0,0,77,NOT_FLIPPED,2.956390380859375e-05,13,122,792,55,0,77,86,0,452,1,Wrong statement
LengthTaintStrategy,3307644023_711403_1_32,3307644023,0,0,169,NOT_FLIPPED,3.504753112792969e-05,11,18,164,35,0,169,314,0,1358,1,Wrong statement
LengthTaintStrategy,3307621814_477035_2_255,3307621814,0,0,756,NOT_FLIPPED,3.790855407714844e-05,7,18,164,1,10,756,1236,0,3188,1,Wrong statement
LengthTaintStrategy,3307644023_268546_0_32,3307644023,0,0,87,NOT_FLIPPED,4.935264587402344e-05,11,18,164,35,0,87,101,0,538,1,Wrong statement
LengthTaintStrategy,3307621814_613370_2_255,3307621814,0,0,239,NOT_FLIPPED,4.315376281738281e-05,9,18,164,1,10,239,739,0,1882,1,Wrong statement
LengthTaintStrategy,3307644023_400903_0_32,3307644023,0,0,449,NOT_FLIPPED,2.8371810913085938e-05,15,18,164,35,0,449,973,0,5042,1,Wrong statement
LengthTaintStrategy,2455878684_251725_0_36,2455878684,0,0,209,NOT_FLIPPED,4.220008850097656e-05,1,34,175,14,0,209,210,0,2,1,Wrong statement
LengthTaintStrategy,3478218954_645526_0_38,3478218954,0,0,705,NOT_FLIPPED,5.888938903808594e-05,9,32,323,15,0,705,808,0,2756,1,Wrong statement
LengthTaintStrategy,3307632638_962516_0_255,3307632638,0,0,201,NOT_FLIPPED,6.556510925292969e-05,13,122,792,17,35,201,950,0,1822,1,Wrong statement
LengthTaintStrategy,3307621814_632775_2_255,3307621814,0,0,80,NOT_FLIPPED,6.67572021484375e-05,9,18,164,1,10,80,95,0,476,1,Wrong statement
LengthTaintStrategy,3478211694_645526_1_32,3478211694,0,0,761,NOT_FLIPPED,7.486343383789062e-05,7,32,323,8,0,761,815,0,3214,1,Wrong statement
