Strategy,id,cmpid,nrOfMisses,nrOfInputs,depth,status,totalTime,nrOfOffsets,cyclomatic,oviedo,chain_size,cases,depth2,trace_length,flipped,reachableness,combined,comment
LengthTaintStrategy,2071589212_487659_0_288,2071589212,0,0,2197,NOT_FLIPPED,4.3392181396484375e-05,3,9,98,4,0,2197,2649,0,887,1,Wrong statement
LengthTaintStrategy,3491148470_967053_0_288,3491148470,0,0,868,NOT_FLIPPED,4.792213439941406e-05,2,334,2206,4,0,868,1017,0,4,1,Wrong statement
LengthTaintStrategy,3491182790_767732_1_288,3491182790,0,0,408,NOT_FLIPPED,4.1961669921875e-05,0,100,668,3,0,408,1069,0,0,1,Wrong statement
LengthTaintStrategy,2919995020_683632_1_32771,2919995020,1,3,1083,FLIPPED_CONDITION,0.01578497886657715,0,7,117,4,0,1083,1189,1,0,1,
LengthTaintStrategy,1883552894_377632_0_32771,1883552894,2,2,1170,NOT_FLIPPED,0.0990147590637207,0,334,2206,679,0,1170,1442,0,0,1,Not found
LengthTaintStrategy,3294574700_999738_0_32,3294574700,0,0,542,NOT_FLIPPED,6.079673767089844e-05,1,8,100,3,0,542,1326,0,144,1,Wrong statement
LengthTaintStrategy,1423250167_161740_0_32771,1423250167,2,3,67,NOT_FLIPPED,0.019427776336669922,0,69,193,14,0,67,777,0,0,1,Not found
LengthTaintStrategy,474420418_670397_1_32771,474420418,2,3,73,NOT_FLIPPED,0.02099323272705078,0,77,773,8,0,73,788,0,0,1,Not found
LengthTaintStrategy,3491153288_552116_0_34,3491153288,0,0,1732,NOT_FLIPPED,5.650520324707031e-05,2,55,248,78,0,1732,2381,0,148,1,Wrong statement
LengthTaintStrategy,3831553518_834770_0_32771,3831553518,3,3,2359,NOT_FLIPPED,0.02102208137512207,0,8,65,8,0,2359,2935,0,0,1,Not found
LengthTaintStrategy,2957888627_1013869_1_32771,2957888627,2,3,1057,NOT_FLIPPED,0.07073712348937988,0,73,631,5,0,1057,1061,0,0,1,Not found
LengthTaintStrategy,1750978516_561242_1_288,1750978516,0,0,165,NOT_FLIPPED,6.4849853515625e-05,1,25,277,14,0,165,194,0,18,1,Wrong statement
LengthTaintStrategy,3831578004_507519_0_32771,3831578004,3,3,2477,NOT_FLIPPED,0.03652358055114746,0,8,65,11,0,2477,3613,0,0,1,Not found
LengthTaintStrategy,3219401244_27448_0_288,3219401244,0,0,279,NOT_FLIPPED,5.1975250244140625e-05,1,165,1400,14,0,279,1163,0,16,1,Wrong statement
LengthTaintStrategy,3294574700_657096_0_288,3294574700,0,0,3968,NOT_FLIPPED,5.4836273193359375e-05,1,8,100,3,0,3968,4127,0,13,1,Wrong statement
LengthTaintStrategy,3831542166_776199_0_36,3831542166,0,0,1429,NOT_FLIPPED,7.915496826171875e-05,2,7,58,2,0,1429,1954,0,163,1,Wrong statement
LengthTaintStrategy,3219377583_218848_0_32770,3219377583,0,0,300,NOT_FLIPPED,6.532669067382812e-05,1,65,650,2,0,300,1181,0,3,1,Wrong statement
LengthTaintStrategy,1883561309_14881_0_32771,1883561309,3,3,653,NOT_FLIPPED,0.014723777770996094,0,40,367,9,0,653,1423,0,0,1,Not found
LengthTaintStrategy,474436423_114499_0_288,474436423,0,0,339,NOT_FLIPPED,7.367134094238281e-05,1,77,773,24,0,339,1618,0,7,1,Wrong statement
LengthTaintStrategy,3023796133_300212_0_288,3023796133,0,0,246,NOT_FLIPPED,4.649162292480469e-05,509,19,196,59,0,246,1509,0,598,1,Wrong statement
LengthTaintStrategy,3219392730_767489_1_32,3219392730,0,0,425,NOT_FLIPPED,5.650520324707031e-05,3,165,1400,24,0,425,1283,0,108,1,Wrong statement
LengthTaintStrategy,1068226472_27448_1_36,1068226472,0,0,333,NOT_FLIPPED,7.128715515136719e-05,6,165,1400,2,0,333,1171,0,440,1,Wrong statement
LengthTaintStrategy,3219392499_27448_0_32770,3219392499,0,0,290,NOT_FLIPPED,4.315376281738281e-05,2,165,1400,3,0,290,1171,0,8,1,Wrong statement
LengthTaintStrategy,3491168303_453402_0_32771,3491168303,2,2,1543,NOT_FLIPPED,0.016704320907592773,0,40,367,5,0,1543,2716,0,0,1,Not found
LengthTaintStrategy,2957889287_578505_1_32771,2957889287,0,3,45,NOT_FLIPPED,0.024821996688842773,0,73,631,3,0,45,564,0,0,1,Not found
LengthTaintStrategy,3204516067_142104_0_32,3204516067,0,0,421,NOT_FLIPPED,5.435943603515625e-05,1,-,-,-,-,421,1278,0,48,1,Wrong statement
LengthTaintStrategy,1265116198_482850_0_288,1265116198,0,0,1859,NOT_FLIPPED,3.838539123535156e-05,0,6,37,3,0,1859,2381,0,0,1,Wrong statement
LengthTaintStrategy,3491180744_272543_0_36,3491180744,0,0,1865,NOT_FLIPPED,4.00543212890625e-05,0,9,86,6,0,1865,2381,0,0,1,Wrong statement
LengthTaintStrategy,3219376824_767489_0_36,3219376824,0,0,455,NOT_FLIPPED,5.6743621826171875e-05,5,165,1400,24,0,455,1268,0,336,1,Wrong statement
LengthTaintStrategy,1883630807_30521_0_288,1883630807,0,0,717,NOT_FLIPPED,0.03270459175109863,1,27,314,10,0,717,1442,0,37,1,Wrong statement
LengthTaintStrategy,1355704752_245723_0_36,1355704752,0,0,1736,NOT_FLIPPED,4.553794860839844e-05,2,-,-,-,-,1736,2381,0,156,1,Wrong statement
LengthTaintStrategy,3491162726_572790_0_32771,3491162726,2,2,2180,NOT_FLIPPED,0.03294706344604492,0,334,2206,679,0,2180,2860,0,0,1,Not found
LengthTaintStrategy,3491199719_208561_0_288,3491199719,0,0,2425,NOT_FLIPPED,5.602836608886719e-05,1,27,314,33,0,2425,2501,0,1,1,Wrong statement
LengthTaintStrategy,1641142382_711506_0_32,1641142382,0,0,190,NOT_FLIPPED,8.296966552734375e-05,1,24,216,9,0,190,1569,0,2,1,Wrong statement
LengthTaintStrategy,474417382_114499_0_288,474417382,0,0,345,NOT_FLIPPED,6.341934204101562e-05,1,77,773,14,0,345,1715,0,8,1,Wrong statement
LengthTaintStrategy,3219365076_27448_1_36,3219365076,0,0,281,NOT_FLIPPED,5.7220458984375e-05,4,165,1400,23,0,281,1087,0,176,1,Wrong statement
LengthTaintStrategy,851199811_578505_1_32771,851199811,0,2,49,FLIPPED_CONDITION,0.03980398178100586,0,73,631,6,0,49,564,1,0,1,
LengthTaintStrategy,3491217209_257489_1_36,3491217209,0,0,2333,NOT_FLIPPED,5.1975250244140625e-05,2,100,668,12,0,2333,2381,0,1110,1,Wrong statement
LengthTaintStrategy,3219369003_323696_0_32,3219369003,0,0,371,NOT_FLIPPED,5.1021575927734375e-05,1,65,650,1,0,371,1192,0,44,1,Wrong statement
LengthTaintStrategy,2957878958_578505_0_32771,2957878958,2,3,63,NOT_FLIPPED,0.02597808837890625,0,73,631,5,0,63,1046,0,0,1,Not found
LengthTaintStrategy,3219369135_142104_0_34,3219369135,0,0,423,NOT_FLIPPED,6.031990051269531e-05,1,65,650,1,0,423,1278,0,56,1,Wrong statement
LengthTaintStrategy,3219377583_967624_0_32770,3219377583,0,0,555,NOT_FLIPPED,5.173683166503906e-05,3,65,650,2,0,555,1433,0,3,1,Wrong statement
LengthTaintStrategy,474428635_585886_0_288,474428635,0,0,311,NOT_FLIPPED,5.054473876953125e-05,1,77,773,23,0,311,1496,0,9,1,Wrong statement
LengthTaintStrategy,3219365109_705152_1_288,3219365109,0,0,294,NOT_FLIPPED,5.1021575927734375e-05,1,165,1400,10,0,294,1181,0,52,1,Wrong statement
LengthTaintStrategy,3219381675_767489_1_40,3219381675,0,0,460,NOT_FLIPPED,5.125999450683594e-05,1,165,1400,10,0,460,1245,0,8,1,Wrong statement
LengthTaintStrategy,3012117234_161740_0_34,3012117234,0,0,120,NOT_FLIPPED,5.9604644775390625e-05,1,69,193,18,0,120,1083,0,2,1,Wrong statement
LengthTaintStrategy,1750991023_317985_1_288,1750991023,0,0,235,NOT_FLIPPED,9.250640869140625e-05,1,10,109,3,0,235,254,0,104,1,Wrong statement
LengthTaintStrategy,3219369762_877584_0_32770,3219369762,0,0,437,NOT_FLIPPED,5.626678466796875e-05,3,165,1400,3,0,437,1203,0,9,1,Wrong statement
LengthTaintStrategy,3491171207_42987_1_32771,3491171207,1,1,731,NOT_FLIPPED,0.04877734184265137,0,-,-,-,-,731,1569,0,0,1,Not found
LengthTaintStrategy,3491162726_245723_0_34,3491162726,0,0,2341,NOT_FLIPPED,4.291534423828125e-05,2,334,2206,679,0,2341,2381,0,1124,1,Wrong statement
LengthTaintStrategy,1355702673_245723_0_36,1355702673,0,0,1764,NOT_FLIPPED,7.677078247070312e-05,2,334,2206,3,0,1764,1880,0,196,1,Wrong statement
LengthTaintStrategy,3219364482_767489_0_32,3219364482,0,0,413,NOT_FLIPPED,0.00011038780212402344,1,165,1400,10,0,413,1278,0,28,1,Wrong statement
LengthTaintStrategy,3219381081_1037452_2_255,3219381081,0,0,597,NOT_FLIPPED,6.318092346191406e-05,1,124,1489,1,5,597,1442,0,12,1,Wrong statement
LengthTaintStrategy,3219390123_767489_0_32771,3219390123,2,3,408,NOT_FLIPPED,0.0726778507232666,0,165,1400,31,0,408,1265,0,0,1,Not found
LengthTaintStrategy,3491148470_528566_0_288,3491148470,0,0,1711,NOT_FLIPPED,4.00543212890625e-05,1,334,2206,4,0,1711,2381,0,70,1,Wrong statement
LengthTaintStrategy,1423248979_226656_1_32771,1423248979,2,3,339,NOT_FLIPPED,0.02068042755126953,0,77,773,4,0,339,1922,0,0,1,Not found
LengthTaintStrategy,1750962049_99874_1_288,1750962049,0,0,210,NOT_FLIPPED,4.696846008300781e-05,16,6,64,1,0,210,243,0,32,1,Wrong statement
LengthTaintStrategy,474424180_865792_0_32,474424180,0,0,48,NOT_FLIPPED,6.961822509765625e-05,1,6,71,10,0,48,770,0,2,1,Wrong statement
LengthTaintStrategy,3491180744_612041_0_36,3491180744,0,0,441,NOT_FLIPPED,6.413459777832031e-05,0,9,86,6,0,441,1077,0,0,1,Wrong statement
LengthTaintStrategy,1423264720_114499_1_32771,1423264720,0,3,324,NOT_FLIPPED,0.039565086364746094,0,77,773,12,0,324,1615,0,0,1,Not found
LengthTaintStrategy,2957881664_578505_1_292,2957881664,0,0,98,NOT_FLIPPED,7.677078247070312e-05,1,73,631,7,0,98,1442,0,10,1,Wrong statement
LengthTaintStrategy,1024257803_877584_0_32,1024257803,0,0,377,NOT_FLIPPED,6.985664367675781e-05,4,165,1400,24,0,377,1209,0,164,1,Wrong statement
LengthTaintStrategy,3491158370_501067_0_36,3491158370,0,0,735,NOT_FLIPPED,8.749961853027344e-05,2,40,367,4,0,735,741,0,5,1,Wrong statement
LengthTaintStrategy,474424180_588871_0_32,474424180,0,0,48,NOT_FLIPPED,7.319450378417969e-05,1,6,71,10,0,48,770,0,2,1,Wrong statement
LengthTaintStrategy,1641142382_711506_1_32,1641142382,0,0,226,NOT_FLIPPED,5.817413330078125e-05,1,24,216,9,0,226,1569,0,2,1,Wrong statement
LengthTaintStrategy,3491173286_245723_1_34,3491173286,0,0,2827,NOT_FLIPPED,7.534027099609375e-05,0,334,2206,679,0,2827,2885,0,0,1,Wrong statement
LengthTaintStrategy,3219358905_27448_1_32,3219358905,0,0,301,NOT_FLIPPED,6.699562072753906e-05,1,165,1400,10,0,301,1058,0,4,1,Wrong statement
LengthTaintStrategy,1423258879_226656_1_288,1423258879,0,0,346,NOT_FLIPPED,6.604194641113281e-05,1,77,773,16,0,346,1904,0,13,1,Wrong statement
LengthTaintStrategy,3219361050_160617_1_288,3219361050,0,0,354,NOT_FLIPPED,7.700920104980469e-05,1,165,1400,10,0,354,1388,0,48,1,Wrong statement
LengthTaintStrategy,2957889353_345873_0_288,2957889353,0,0,957,NOT_FLIPPED,7.271766662597656e-05,1,19,206,9,0,957,1075,0,16,1,Wrong statement
LengthTaintStrategy,3219401046_160617_0_32,3219401046,0,0,373,NOT_FLIPPED,6.103515625e-05,1,165,1400,14,0,373,1326,0,20,1,Wrong statement
LengthTaintStrategy,3491178203_444578_0_32770,3491178203,0,0,1765,NOT_FLIPPED,5.91278076171875e-05,16,100,668,5,0,1765,1880,0,36,1,Wrong statement
LengthTaintStrategy,3831542430_894204_1_36,3831542430,0,0,2194,NOT_FLIPPED,5.435943603515625e-05,2,7,58,2,0,2194,2720,0,880,1,Wrong statement
LengthTaintStrategy,1883546657_967053_0_288,1883546657,0,0,825,NOT_FLIPPED,5.698204040527344e-05,0,334,2206,4,0,825,1077,0,0,1,Wrong statement
LengthTaintStrategy,3219393753_794998_0_32771,3219393753,0,2,333,NOT_FLIPPED,0.03780031204223633,0,74,809,36,0,333,1342,0,0,1,Not found
LengthTaintStrategy,3219426159_1037452_0_32771,3219426159,2,3,500,NOT_FLIPPED,0.09550738334655762,0,124,1489,40,0,500,1442,0,0,1,Not found
LengthTaintStrategy,3831545697_975009_1_36,3831545697,0,0,2172,NOT_FLIPPED,4.887580871582031e-05,3,23,198,7,0,2172,2381,0,923,1,Wrong statement
LengthTaintStrategy,3486730773_483025_1_288,3486730773,0,0,548,NOT_FLIPPED,7.319450378417969e-05,1,165,1400,1,0,548,1442,0,13,1,Wrong statement
LengthTaintStrategy,3491158370_911799_1_32771,3491158370,2,2,2170,NOT_FLIPPED,0.01721954345703125,0,40,367,4,0,2170,2860,0,0,1,Not found
LengthTaintStrategy,3491195891_257489_0_288,3491195891,0,0,2020,NOT_FLIPPED,4.220008850097656e-05,1,100,668,76,0,2020,2381,0,24,1,Wrong statement
LengthTaintStrategy,3204516067_967624_0_288,3204516067,0,0,600,NOT_FLIPPED,9.775161743164062e-05,1,-,-,-,-,600,1469,0,24,1,Wrong statement
LengthTaintStrategy,1883553587_528566_0_32771,1883553587,2,2,1892,NOT_FLIPPED,0.023389101028442383,0,334,2206,680,0,1892,2716,0,0,1,Not found
LengthTaintStrategy,1883551409_245723_0_32771,1883551409,2,2,1977,NOT_FLIPPED,0.02920675277709961,0,334,2206,4,0,1977,2666,0,0,1,Not found
LengthTaintStrategy,3727944649_27448_1_288,3727944649,0,0,280,NOT_FLIPPED,5.364418029785156e-05,1,165,1400,1,0,280,1088,0,15,1,Wrong statement
LengthTaintStrategy,2957889287_578505_0_34,2957889287,0,0,35,NOT_FLIPPED,4.76837158203125e-05,0,73,631,3,0,35,457,0,0,1,Wrong statement
LengthTaintStrategy,1750964524_365804_0_32771,1750964524,0,0,218,NOT_FLIPPED,0.00012969970703125,0,5,38,3,0,218,254,0,0,1,Wrong length
LengthTaintStrategy,2957917304_1013869_0_288,2957917304,0,0,1369,NOT_FLIPPED,7.295608520507812e-05,1,73,631,5,0,1369,1483,0,65,1,Wrong statement
LengthTaintStrategy,474419296_585886_1_288,474419296,0,0,296,NOT_FLIPPED,5.91278076171875e-05,1,77,773,9,0,296,1491,0,24,1,Wrong statement
LengthTaintStrategy,474417943_114499_1_288,474417943,0,0,319,NOT_FLIPPED,4.839897155761719e-05,0,77,773,9,0,319,1841,0,0,1,Wrong statement
LengthTaintStrategy,474417943_585886_0_288,474417943,0,0,67,NOT_FLIPPED,7.081031799316406e-05,0,77,773,9,0,67,784,0,0,1,Wrong statement
LengthTaintStrategy,2957892290_161896_1_288,2957892290,0,0,979,NOT_FLIPPED,8.225440979003906e-05,1,19,206,11,0,979,1061,0,34,1,Wrong statement
LengthTaintStrategy,474428503_293341_1_36,474428503,0,0,343,NOT_FLIPPED,3.266334533691406e-05,0,6,71,2,0,343,1663,0,0,1,Wrong statement
LengthTaintStrategy,1023942389_403015_1_32,1023942389,0,0,332,NOT_FLIPPED,5.53131103515625e-05,1,-,-,-,-,332,1326,0,16,1,Wrong statement
LengthTaintStrategy,1641142382_711506_0_288,1641142382,0,0,357,NOT_FLIPPED,7.367134094238281e-05,1,24,216,9,0,357,1813,0,9,1,Wrong statement
LengthTaintStrategy,3491176718_869495_0_34,3491176718,0,0,1722,NOT_FLIPPED,2.7418136596679688e-05,0,40,367,12,0,1722,2236,0,0,1,Wrong statement
LengthTaintStrategy,3204516067_323696_0_288,3204516067,0,0,479,NOT_FLIPPED,0.00011181831359863281,1,-,-,-,-,479,1203,0,40,1,Wrong statement
LengthTaintStrategy,1750962973_561242_0_40,1750962973,0,0,232,NOT_FLIPPED,9.655952453613281e-05,1,25,277,12,0,232,300,0,20,1,Wrong statement
LengthTaintStrategy,1068172418_323696_0_32,1068172418,0,0,482,NOT_FLIPPED,6.079673767089844e-05,1,65,650,1,0,482,1203,0,4,1,Wrong statement
LengthTaintStrategy,1068229640_483025_0_36,1068229640,0,0,548,NOT_FLIPPED,8.7738037109375e-05,1,165,1400,36,0,548,1418,0,48,1,Wrong statement
LengthTaintStrategy,3219441339_941352_1_288,3219441339,0,0,202,NOT_FLIPPED,0.014577627182006836,1,79,964,5,0,202,1442,0,7,1,Wrong statement
LengthTaintStrategy,474415798_161740_0_288,474415798,0,0,168,NOT_FLIPPED,5.602836608886719e-05,0,69,193,14,0,168,978,0,0,1,Wrong statement
LengthTaintStrategy,1423285510_7102_1_36,1423285510,0,0,49,NOT_FLIPPED,5.245208740234375e-05,0,6,71,4,0,49,770,0,0,1,Wrong statement
LengthTaintStrategy,3219391575_483025_1_34,3219391575,0,0,552,NOT_FLIPPED,0.015228986740112305,1,165,1400,14,0,552,1442,0,8,1,Wrong statement
LengthTaintStrategy,1883562497_332514_0_32771,1883562497,2,2,945,NOT_FLIPPED,0.053728580474853516,0,-,-,-,-,945,1793,0,0,1,Not found
LengthTaintStrategy,1883553587_245723_1_36,1883553587,0,0,3163,NOT_FLIPPED,4.553794860839844e-05,2,334,2206,680,0,3163,3191,0,338,1,Wrong statement
LengthTaintStrategy,3491176718_14881_1_32771,3491176718,3,3,247,NOT_FLIPPED,0.013643026351928711,0,40,367,12,0,247,749,0,0,1,Not found
LengthTaintStrategy,3219393126_483025_0_288,3219393126,0,0,540,NOT_FLIPPED,5.1021575927734375e-05,1,165,1400,14,0,540,1461,0,8,1,Wrong statement
LengthTaintStrategy,3219364482_767489_1_288,3219364482,0,0,443,NOT_FLIPPED,7.343292236328125e-05,1,165,1400,10,0,443,1270,0,32,1,Wrong statement
LengthTaintStrategy,1883548736_245723_0_36,1883548736,0,0,2891,NOT_FLIPPED,5.888938903808594e-05,2,334,2206,5,0,2891,2996,0,178,1,Wrong statement
LengthTaintStrategy,3831551769_281139_0_288,3831551769,0,0,2471,NOT_FLIPPED,7.343292236328125e-05,1,8,65,5,0,2471,3575,0,43,1,Wrong statement
LengthTaintStrategy,3831542166_894204_1_32771,3831542166,2,2,2472,NOT_FLIPPED,0.02861785888671875,0,7,58,2,0,2472,3419,0,0,1,Not found
LengthTaintStrategy,3831578004_629153_1_34,3831578004,0,0,2365,NOT_FLIPPED,3.528594970703125e-05,46,8,65,11,0,2365,2686,0,276,1,Wrong statement
LengthTaintStrategy,1883553587_967053_1_36,1883553587,0,0,431,NOT_FLIPPED,3.361701965332031e-05,0,334,2206,680,0,431,997,0,0,1,Wrong statement
LengthTaintStrategy,1883587346_547701_1_32,1883587346,0,0,1044,NOT_FLIPPED,8.511543273925781e-05,1,40,367,38,0,1044,1207,0,12,1,Wrong statement
LengthTaintStrategy,1484514599_386078_0_288,1484514599,0,0,220,NOT_FLIPPED,0.015923738479614258,0,-,-,-,-,220,1442,0,0,1,Wrong statement
LengthTaintStrategy,2243554046_571639_1_34,2243554046,0,0,414,NOT_FLIPPED,5.626678466796875e-05,1,69,193,10,0,414,1796,0,1,1,Wrong statement
LengthTaintStrategy,3491171900_411354_0_34,3491171900,0,0,2335,NOT_FLIPPED,7.724761962890625e-05,2,40,367,2,0,2335,2501,0,1114,1,Wrong statement
LengthTaintStrategy,1312654086_652833_0_288,1312654086,0,0,300,NOT_FLIPPED,3.3855438232421875e-05,4,-,-,-,-,300,1218,0,227,1,Wrong statement
LengthTaintStrategy,474413224_226656_2_255,474413224,0,0,334,NOT_FLIPPED,5.698204040527344e-05,1,77,773,9,6,334,1895,0,5,1,Wrong statement
LengthTaintStrategy,3491158370_411354_1_32771,3491158370,2,2,2176,NOT_FLIPPED,0.01644754409790039,0,40,367,4,0,2176,2860,0,0,1,Not found
LengthTaintStrategy,1423270264_585886_0_32771,1423270264,2,3,67,NOT_FLIPPED,0.018155336380004883,0,77,773,27,0,67,756,0,0,1,Not found
LengthTaintStrategy,3491188466_767732_1_288,3491188466,0,0,615,NOT_FLIPPED,6.794929504394531e-05,1,100,668,14,0,615,1373,0,2,1,Wrong statement
LengthTaintStrategy,1068141035_324723_0_36,1068141035,0,0,324,NOT_FLIPPED,0.00010442733764648438,0,32,383,33,0,324,1058,0,0,1,Wrong statement
LengthTaintStrategy,3219368277_652833_1_32,3219368277,0,0,288,NOT_FLIPPED,5.5789947509765625e-05,1,65,650,1,0,288,1125,0,12,1,Wrong statement
LengthTaintStrategy,3219374910_483025_0_32770,3219374910,0,0,525,NOT_FLIPPED,4.172325134277344e-05,3,165,1400,3,0,525,1414,0,3,1,Wrong statement
LengthTaintStrategy,3219395073_160617_0_34,3219395073,0,0,523,NOT_FLIPPED,5.984306335449219e-05,0,165,1400,2,0,523,1342,0,0,1,Wrong statement
LengthTaintStrategy,3491162726_967053_0_32771,3491162726,3,3,568,NOT_FLIPPED,0.14728188514709473,0,334,2206,679,0,568,1026,0,0,1,Not found
LengthTaintStrategy,474418438_114499_1_36,474418438,0,0,343,NOT_FLIPPED,3.24249267578125e-05,0,77,773,9,0,343,1715,0,0,1,Wrong statement
LengthTaintStrategy,3491163980_377632_1_32771,3491163980,3,3,1179,NOT_FLIPPED,0.012368440628051758,0,334,2206,679,0,1179,1182,0,0,1,Not found
LengthTaintStrategy,3831542430_982388_1_32771,3831542430,3,3,846,NOT_FLIPPED,0.027799367904663086,0,7,58,2,0,846,1225,0,0,1,Not found
LengthTaintStrategy,3491171768_377632_0_34,3491171768,0,0,1151,NOT_FLIPPED,2.6941299438476562e-05,0,334,2206,679,0,1151,1632,0,0,1,Wrong statement
LengthTaintStrategy,2957881268_1013869_1_36,2957881268,0,0,750,NOT_FLIPPED,8.440017700195312e-05,0,73,631,3,0,750,770,0,0,1,Wrong statement
LengthTaintStrategy,2071568818_531965_0_32,2071568818,0,0,395,NOT_FLIPPED,5.340576171875e-05,6,9,98,5,0,395,1127,0,1319,1,Wrong statement
LengthTaintStrategy,1883630807_938215_1_288,1883630807,0,0,820,NOT_FLIPPED,5.435943603515625e-05,1,27,314,10,0,820,910,0,74,1,Wrong statement
LengthTaintStrategy,3219392730_767489_0_32,3219392730,0,0,425,NOT_FLIPPED,5.459785461425781e-05,3,165,1400,24,0,425,1252,0,108,1,Wrong statement
LengthTaintStrategy,628385639_483025_0_32,628385639,0,0,558,NOT_FLIPPED,3.981590270996094e-05,2,165,1400,24,0,558,1413,0,88,1,Wrong statement
LengthTaintStrategy,1883553587_377632_0_32771,1883553587,2,2,1113,NOT_FLIPPED,0.0899505615234375,0,334,2206,680,0,1113,1442,0,0,1,Not found
LengthTaintStrategy,3219373062_27448_2_255,3219373062,0,0,297,NOT_FLIPPED,6.270408630371094e-05,1,165,1400,10,4,297,1163,0,16,1,Wrong statement
LengthTaintStrategy,3219392499_767489_0_32770,3219392499,0,0,428,NOT_FLIPPED,0.00015997886657714844,3,165,1400,3,0,428,1283,0,6,1,Wrong statement
LengthTaintStrategy,573364250_549252_1_32,573364250,0,0,363,NOT_FLIPPED,6.580352783203125e-05,1,-,-,-,-,363,1321,0,2,1,Wrong statement
LengthTaintStrategy,3219395073_767489_0_32771,3219395073,2,3,400,NOT_FLIPPED,0.04948925971984863,0,165,1400,2,0,400,1265,0,0,1,Not found
LengthTaintStrategy,2957870774_1013869_0_288,2957870774,0,0,1029,NOT_FLIPPED,3.981590270996094e-05,1,73,631,10,0,1029,1061,0,158,1,Wrong statement
LengthTaintStrategy,2957885789_1013869_0_288,2957885789,0,0,1307,NOT_FLIPPED,8.535385131835938e-05,1,73,631,4,0,1307,1463,0,184,1,Wrong statement
LengthTaintStrategy,1883541410_759116_1_288,1883541410,0,0,939,NOT_FLIPPED,7.605552673339844e-05,1,40,367,8,0,939,1442,0,5,1,Wrong statement
LengthTaintStrategy,3204245797_483025_1_288,3204245797,0,0,504,NOT_FLIPPED,0.015177249908447266,1,165,1400,1,0,504,1442,0,9,1,Wrong statement
LengthTaintStrategy,3491190842_30521_0_288,3491190842,0,0,901,NOT_FLIPPED,9.012222290039062e-05,1,27,314,29,0,901,1442,0,89,1,Wrong statement
LengthTaintStrategy,3219365109_483025_1_288,3219365109,0,0,524,NOT_FLIPPED,7.939338684082031e-05,1,165,1400,10,0,524,1414,0,32,1,Wrong statement
LengthTaintStrategy,474421573_226656_0_32771,474421573,2,3,342,NOT_FLIPPED,0.029181241989135742,0,77,773,10,0,342,1898,0,0,1,Not found
LengthTaintStrategy,3219390123_160617_1_32771,3219390123,0,0,378,NOT_FLIPPED,0.00011229515075683594,0,165,1400,31,0,378,1326,0,0,1,Wrong length
LengthTaintStrategy,3831544839_51071_0_32770,3831544839,0,0,2238,NOT_FLIPPED,4.220008850097656e-05,3,23,198,7,0,2238,2643,0,975,1,Wrong statement
LengthTaintStrategy,3219399990_27448_1_288,3219399990,0,0,279,NOT_FLIPPED,4.076957702636719e-05,1,165,1400,14,0,279,1088,0,16,1,Wrong statement
LengthTaintStrategy,1883546657_245723_0_288,1883546657,0,0,2912,NOT_FLIPPED,6.437301635742188e-05,2,334,2206,4,0,2912,2935,0,250,1,Wrong statement
LengthTaintStrategy,3219371313_705152_0_32770,3219371313,0,0,291,NOT_FLIPPED,6.580352783203125e-05,1,165,1400,3,0,291,1181,0,2,1,Wrong statement
LengthTaintStrategy,474416326_226656_1_36,474416326,0,0,326,NOT_FLIPPED,6.842613220214844e-05,0,77,773,2,0,326,1917,0,0,1,Wrong statement
LengthTaintStrategy,2957881268_578505_1_36,2957881268,0,0,33,NOT_FLIPPED,5.817413330078125e-05,0,73,631,3,0,33,770,0,0,1,Wrong statement
LengthTaintStrategy,3219381906_160617_1_40,3219381906,0,0,320,NOT_FLIPPED,7.414817810058594e-05,1,165,1400,14,0,320,1336,0,15,1,Wrong statement
LengthTaintStrategy,3219362898_705152_1_288,3219362898,0,0,291,NOT_FLIPPED,4.673004150390625e-05,1,165,1400,10,0,291,1180,0,40,1,Wrong statement
LengthTaintStrategy,1423255315_114499_1_36,1423255315,0,0,369,NOT_FLIPPED,5.91278076171875e-05,0,77,773,4,0,369,1723,0,0,1,Wrong statement
LengthTaintStrategy,1423250167_571639_1_32771,1423250167,0,3,325,NOT_FLIPPED,0.03836464881896973,0,69,193,14,0,325,1668,0,0,1,Not found
LengthTaintStrategy,3219393126_877584_0_288,3219393126,0,0,370,NOT_FLIPPED,6.151199340820312e-05,1,165,1400,14,0,370,1208,0,8,1,Wrong statement
LengthTaintStrategy,3219399000_794998_1_36,3219399000,0,0,523,NOT_FLIPPED,5.435943603515625e-05,1,74,809,12,0,523,1237,0,12,1,Wrong statement
LengthTaintStrategy,2186084021_403015_1_288,2186084021,0,0,302,NOT_FLIPPED,6.127357482910156e-05,1,-,-,-,-,302,1239,0,20,1,Wrong statement
LengthTaintStrategy,3831548436_859735_0_288,3831548436,0,0,993,NOT_FLIPPED,0.00012445449829101562,1,6,78,8,0,993,2021,0,15,1,Wrong statement
LengthTaintStrategy,1068240233_1037452_1_40,1068240233,0,0,501,NOT_FLIPPED,0.015865325927734375,1,124,1489,19,0,501,1442,0,24,1,Wrong statement
LengthTaintStrategy,2904754277_441220_1_288,2904754277,0,0,1131,NOT_FLIPPED,4.363059997558594e-05,1,23,198,10,0,1131,2025,0,24,1,Wrong statement
LengthTaintStrategy,1883543984_759116_0_32771,1883543984,3,3,211,NOT_FLIPPED,0.017927169799804688,0,-,-,-,-,211,696,0,0,1,Not found
