Strategy,id,cmpid,nrOfMisses,nrOfInputs,depth,status,totalTime,nrOfOffsets,cyclomatic,oviedo,chain_size,cases,depth2,trace_length,flipped,reachableness,combined
GradientDescentStrategy,1834300834_441853_0_32,1834300834,0,0,135,NOT_FLIPPED,5.07354736328125e-05,0,-,-,-,-,135,143,0,0,5
GradientDescentStrategy,3072984623_726465_1_32771,3072984623,0,0,126,NOT_FLIPPED,4.2819976806640624e-05,0,-,-,-,-,126,183,0,0,5
GradientDescentStrategy,3229184935_14671_1_32,3229184935,0,0,139,NOT_FLIPPED,4.739761352539063e-05,0,3,36,9,0,139,173,0,0,5
GradientDescentStrategy,1903821462_930920_0_32771,1903821462,0,0,130,NOT_FLIPPED,4.3344497680664065e-05,0,37,512,14,0,130,139,0,0,5
GradientDescentStrategy,1416559362_582185_1_38,1416559362,0,15,136,FLIPPED_CONDITION,0.0335545539855957,2,246,2690,17,0,136,139,1,4,5
GradientDescentStrategy,1834228663_520974_1_32,1834228663,0,0,131,NOT_FLIPPED,4.5680999755859374e-05,0,-,-,-,-,131,139,0,0,5
GradientDescentStrategy,1834228663_1037775_1_32771,1834228663,0,0,132,NOT_FLIPPED,4.510879516601562e-05,0,-,-,-,-,132,139,0,0,5
GradientDescentStrategy,611337383_520974_0_32,611337383,0,0,125,NOT_FLIPPED,4.7206878662109375e-05,0,-,-,-,-,125,139,0,0,5
GradientDescentStrategy,3229184935_571544_1_32771,3229184935,0,0,136,NOT_FLIPPED,5.221366882324219e-05,0,3,36,9,0,136,139,0,0,5
GradientDescentStrategy,1834228663_441853_1_32771,1834228663,0,0,132,NOT_FLIPPED,5.1069259643554685e-05,0,-,-,-,-,132,139,0,0,5
GradientDescentStrategy,1903845618_726465_1_32771,1903845618,0,0,124,NOT_FLIPPED,5.469322204589844e-05,0,6,78,5,0,124,159,0,0,5
GradientDescentStrategy,3229184935_365515_0_32771,3229184935,0,0,1,NOT_FLIPPED,4.53948974609375e-05,0,3,36,9,0,1,5,0,0,5
GradientDescentStrategy,1903864725_123636_0_32,1903864725,0,3,149,FLIPPED_CONDITION,0.01688971519470215,1,7,45,3,0,149,204,1,1,5
GradientDescentStrategy,3071765735_726465_0_32771,3071765735,0,0,126,NOT_FLIPPED,4.520416259765625e-05,0,-,-,-,-,126,204,0,0,5
GradientDescentStrategy,1097652389_286295_1_38,1097652389,0,2582,134,MAXIMUM_EXECUTION_TIME_REACHED,15.003668308258057,1,4,39,8,0,134,183,0,4,5
GradientDescentStrategy,1903851492_539393_1_32771,1903851492,0,0,71,NOT_FLIPPED,4.582405090332031e-05,0,12,153,19,0,71,74,0,0,5
GradientDescentStrategy,1416604209_582185_1_38,1416604209,0,3,218,FLIPPED_CONDITION,0.026328468322753908,1,-,-,-,-,218,219,1,2,5
GradientDescentStrategy,1903848753_539393_1_32771,1903848753,0,0,135,NOT_FLIPPED,4.7588348388671874e-05,0,12,153,19,0,135,138,0,0,5
GradientDescentStrategy,1097652389_582185_0_38,1097652389,0,1,148,FLIPPED_CONDITION,0.0017430305480957032,2,4,39,8,0,148,152,1,18,5
GradientDescentStrategy,1903831527_582185_0_32,1903831527,0,0,134,NOT_FLIPPED,4.5299530029296875e-05,0,246,2690,32,0,134,173,0,0,5
GradientDescentStrategy,1903821429_441853_1_32771,1903821429,0,0,128,NOT_FLIPPED,3.643035888671875e-05,0,37,512,11,0,128,136,0,0,5
GradientDescentStrategy,1903846377_582185_1_288,1903846377,6068,6290,167,MAXIMUM_EXECUTION_TIME_REACHED,15.001089906692505,1,246,2690,34,0,167,189,0,3,5
GradientDescentStrategy,3229184935_621290_1_32,3229184935,0,0,171,NOT_FLIPPED,3.938674926757812e-05,0,3,36,9,0,171,189,0,0,5
GradientDescentStrategy,1903830900_582185_1_32,1903830900,0,0,184,NOT_FLIPPED,3.4809112548828125e-05,0,246,2690,5,0,184,190,0,0,5
GradientDescentStrategy,1903845618_245655_0_32771,1903845618,0,0,124,NOT_FLIPPED,3.6668777465820315e-05,0,6,78,5,0,124,182,0,0,5
GradientDescentStrategy,4204124642_726465_0_34,4204124642,0,1,127,FLIPPED_CONDITION,0.0017773628234863282,2,18,138,14,0,127,138,1,2,5
GradientDescentStrategy,1903828491_582185_0_32,1903828491,0,0,123,NOT_FLIPPED,3.619194030761719e-05,0,246,2690,5,0,123,151,0,0,5
GradientDescentStrategy,1903846971_582185_1_288,1903846971,0,1,164,FLIPPED_CONDITION,0.002693319320678711,13,246,2690,26,0,164,167,1,32,5
GradientDescentStrategy,1903863339_966829_1_32,1903863339,0,1,151,FLIPPED_CONDITION,0.007158231735229492,1,20,111,3,0,151,206,1,2,5
GradientDescentStrategy,1903839975_582185_1_34,1903839975,0,2,130,FLIPPED_CONDITION,0.010629510879516602,1,246,2690,32,0,130,131,1,1,5
GradientDescentStrategy,1903857795_245655_1_34,1903857795,0,15,127,FLIPPED_CONDITION,0.13567547798156737,2,6,78,14,0,127,182,1,2,5
GradientDescentStrategy,1834228663_96084_1_32771,1834228663,0,0,132,NOT_FLIPPED,4.992485046386719e-05,0,-,-,-,-,132,139,0,0,5
GradientDescentStrategy,3229184935_652907_1_32,3229184935,0,0,135,NOT_FLIPPED,4.892349243164062e-05,0,3,36,9,0,135,139,0,0,5
GradientDescentStrategy,3786813068_582185_0_32,3786813068,0,0,130,NOT_FLIPPED,4.706382751464844e-05,0,-,-,-,-,130,136,0,0,5
GradientDescentStrategy,611337383_441853_0_32,611337383,0,0,125,NOT_FLIPPED,5.049705505371094e-05,0,-,-,-,-,125,139,0,0,5
GradientDescentStrategy,1903841097_539393_0_511,1903841097,2,3,203,FLIPPED_CONDITION,0.03661022186279297,1,14,206,3,2,203,238,1,53,5
GradientDescentStrategy,1903850337_96084_1_40,1903850337,0,1,141,FLIPPED_CONDITION,0.0024479389190673827,1,37,512,3,0,141,142,1,1,5
GradientDescentStrategy,1903863339_966829_0_32,1903863339,0,3,151,FLIPPED_CONDITION,0.01944870948791504,1,20,111,3,0,151,206,1,2,5
GradientDescentStrategy,1903821495_441853_0_32,1903821495,0,0,133,NOT_FLIPPED,4.262924194335938e-05,0,37,512,20,0,133,143,0,0,5
GradientDescentStrategy,1903833936_582185_0_32,1903833936,0,0,165,NOT_FLIPPED,3.786087036132813e-05,0,246,2690,24,0,165,249,0,0,5
GradientDescentStrategy,1903848324_582185_0_32,1903848324,0,0,2,NOT_FLIPPED,4.935264587402344e-05,0,246,2690,8,0,2,5,0,0,5
GradientDescentStrategy,3229195660_582185_0_32771,3229195660,0,0,130,NOT_FLIPPED,3.4475326538085936e-05,0,4,39,5,0,130,136,0,0,5
GradientDescentStrategy,1903831461_582185_0_32,1903831461,0,0,134,NOT_FLIPPED,4.220008850097656e-05,0,246,2690,32,0,134,173,0,0,5
GradientDescentStrategy,1903851228_539393_0_32771,1903851228,0,0,59,NOT_FLIPPED,4.138946533203125e-05,0,12,153,19,0,59,89,0,0,5
GradientDescentStrategy,611337383_441853_1_32,611337383,0,0,125,NOT_FLIPPED,3.5810470581054685e-05,0,-,-,-,-,125,136,0,0,5
GradientDescentStrategy,1903821429_441853_0_32,1903821429,0,0,127,NOT_FLIPPED,4.4727325439453124e-05,0,37,512,11,0,127,139,0,0,5
GradientDescentStrategy,1834228663_1037775_1_32,1834228663,0,0,131,NOT_FLIPPED,4.558563232421875e-05,0,-,-,-,-,131,139,0,0,5
GradientDescentStrategy,1903831461_582185_1_32771,1903831461,0,0,142,NOT_FLIPPED,4.4965744018554686e-05,0,246,2690,32,0,142,150,0,0,5
GradientDescentStrategy,1903821429_930920_1_32,1903821429,0,0,127,NOT_FLIPPED,3.743171691894531e-05,0,37,512,11,0,127,136,0,0,5
GradientDescentStrategy,1903840602_726465_0_32,1903840602,0,0,123,NOT_FLIPPED,3.01361083984375e-05,0,14,206,5,0,123,204,0,0,5
GradientDescentStrategy,3229184935_569562_1_32771,3229184935,0,0,139,NOT_FLIPPED,3.9625167846679685e-05,0,3,36,9,0,139,170,0,0,5
GradientDescentStrategy,1903838028_582185_0_33,1903838028,13,27,132,FLIPPED_CONDITION,0.20689172744750978,1,246,2690,32,0,132,173,1,3,5
GradientDescentStrategy,3229195660_286295_1_40,3229195660,0,2666,131,MAXIMUM_EXECUTION_TIME_REACHED,15.003575992584228,1,4,39,5,0,131,183,0,3,5
GradientDescentStrategy,4158871574_582185_1_32,4158871574,0,0,184,NOT_FLIPPED,2.6559829711914064e-05,0,246,2690,6,0,184,188,0,0,5
GradientDescentStrategy,4204137842_726465_1_32771,4204137842,0,0,124,NOT_FLIPPED,3.7717819213867185e-05,0,18,138,5,0,124,159,0,0,5
GradientDescentStrategy,1903842450_582185_1_34,1903842450,0,2822,150,MAXIMUM_EXECUTION_TIME_REACHED,15.000538682937622,1,246,2690,26,0,150,151,0,1,5
GradientDescentStrategy,1903829184_582185_0_32,1903829184,0,0,128,NOT_FLIPPED,4.2724609375e-05,0,246,2690,18,0,128,133,0,0,5
GradientDescentStrategy,1903821429_96084_1_32771,1903821429,0,0,128,NOT_FLIPPED,5.474090576171875e-05,0,37,512,11,0,128,136,0,0,5
GradientDescentStrategy,3229184935_98302_1_32,3229184935,0,0,135,NOT_FLIPPED,5.1593780517578126e-05,0,3,36,9,0,135,139,0,0,5
GradientDescentStrategy,1903877529_96084_0_32,1903877529,0,10,140,FLIPPED_CONDITION,0.058379077911376955,2,37,512,3,0,140,143,1,2,5
GradientDescentStrategy,1903851228_539393_1_288,1903851228,2,5,183,FLIPPED_CONDITION,0.014516067504882813,2,12,153,19,0,183,184,1,44,5
GradientDescentStrategy,1903821462_930920_1_32771,1903821462,0,0,130,NOT_FLIPPED,4.162788391113281e-05,0,37,512,14,0,130,138,0,0,5
GradientDescentStrategy,4022478935_726465_0_32771,4022478935,0,0,126,NOT_FLIPPED,4.167556762695313e-05,0,18,138,5,0,126,184,0,0,5
GradientDescentStrategy,618698825_582185_1_32771,618698825,0,0,137,NOT_FLIPPED,4.8065185546875e-05,0,-,-,-,-,137,173,0,0,5
GradientDescentStrategy,1903821363_96084_0_32,1903821363,0,0,123,NOT_FLIPPED,3.681182861328125e-05,0,37,512,5,0,123,139,0,0,5
GradientDescentStrategy,611337383_930920_0_32,611337383,0,0,125,NOT_FLIPPED,4.1532516479492185e-05,0,-,-,-,-,125,139,0,0,5
GradientDescentStrategy,1903821495_96084_0_32,1903821495,0,0,133,NOT_FLIPPED,4.954338073730469e-05,0,37,512,20,0,133,143,0,0,5
GradientDescentStrategy,1903852680_123636_1_34,1903852680,0,4,160,FLIPPED_CONDITION,0.02976512908935547,2,7,45,1,0,160,165,1,32,5
GradientDescentStrategy,3229184935_14671_1_32771,3229184935,0,0,140,NOT_FLIPPED,4.191398620605469e-05,0,3,36,9,0,140,173,0,0,5
GradientDescentStrategy,3229184935_886690_1_32,3229184935,0,0,206,NOT_FLIPPED,3.814697265625e-05,0,3,36,9,0,206,238,0,0,5
GradientDescentStrategy,3229195660_582185_0_40,3229195660,0,1,129,FLIPPED_CONDITION,0.0054439067840576175,2,4,39,5,0,129,136,1,6,5
GradientDescentStrategy,1289560608_582185_0_32,1289560608,0,0,128,NOT_FLIPPED,4.1103363037109376e-05,0,-,-,-,-,128,136,0,0,5
GradientDescentStrategy,4204137842_539393_1_32,4204137842,0,0,184,NOT_FLIPPED,3.0660629272460936e-05,0,18,138,5,0,184,220,0,0,5
GradientDescentStrategy,1903848159_582185_1_40,1903848159,0,1,133,FLIPPED_CONDITION,0.009034061431884765,2,246,2690,28,0,133,199,1,4,5
GradientDescentStrategy,1903826874_582185_1_32,1903826874,0,0,184,NOT_FLIPPED,3.457069396972656e-05,0,246,2690,5,0,184,190,0,0,5
GradientDescentStrategy,1903833243_582185_0_32,1903833243,0,0,128,NOT_FLIPPED,4.992485046386719e-05,0,246,2690,31,0,128,131,0,0,5
GradientDescentStrategy,1903821363_1037775_1_32771,1903821363,0,0,124,NOT_FLIPPED,3.848075866699219e-05,0,37,512,5,0,124,133,0,0,5
GradientDescentStrategy,611337383_441853_0_32771,611337383,0,0,126,NOT_FLIPPED,4.711151123046875e-05,0,-,-,-,-,126,139,0,0,5
GradientDescentStrategy,1903848324_582185_1_32,1903848324,0,0,2,NOT_FLIPPED,3.085136413574219e-05,0,246,2690,8,0,2,7,0,0,5
GradientDescentStrategy,1903821363_96084_0_32771,1903821363,0,0,124,NOT_FLIPPED,4.601478576660156e-05,0,37,512,5,0,124,139,0,0,5
GradientDescentStrategy,1903821462_930920_1_32,1903821462,0,0,129,NOT_FLIPPED,3.3235549926757814e-05,0,37,512,14,0,129,138,0,0,5
GradientDescentStrategy,611337383_930920_0_32771,611337383,0,0,126,NOT_FLIPPED,4.067420959472656e-05,0,-,-,-,-,126,139,0,0,5
GradientDescentStrategy,1903848126_930920_1_32,1903848126,0,1,139,FLIPPED_CONDITION,0.0016730308532714843,2,37,512,3,0,139,140,1,2,5
GradientDescentStrategy,3069408149_582185_0_32771,3069408149,0,0,126,NOT_FLIPPED,4.3773651123046874e-05,0,-,-,-,-,126,131,0,0,5
GradientDescentStrategy,1903848126_441853_1_32,1903848126,0,1,139,FLIPPED_CONDITION,0.001725482940673828,2,37,512,3,0,139,140,1,2,5
GradientDescentStrategy,1903851492_539393_0_32,1903851492,0,0,70,NOT_FLIPPED,3.9625167846679685e-05,0,12,153,19,0,70,123,0,0,5
GradientDescentStrategy,4249714321_582185_1_38,4249714321,0,15,172,FLIPPED_CONDITION,0.09751415252685547,2,246,2690,28,0,172,173,1,6,5
GradientDescentStrategy,1903821528_96084_0_32771,1903821528,0,0,138,NOT_FLIPPED,4.8780441284179686e-05,0,37,512,26,0,138,143,0,0,5
GradientDescentStrategy,1903870137_582185_0_288,1903870137,0,3,5,FLIPPED_CONDITION,0.006693410873413086,1,246,2690,9,0,5,6,1,1,5
GradientDescentStrategy,611337383_520974_1_32771,611337383,0,0,126,NOT_FLIPPED,3.752708435058594e-05,0,-,-,-,-,126,136,0,0,5
GradientDescentStrategy,4022478935_726465_1_32,4022478935,0,0,125,NOT_FLIPPED,3.1042098999023435e-05,0,18,138,5,0,125,178,0,0,5
GradientDescentStrategy,3070242125_582185_0_511,3070242125,3,4,134,FLIPPED_CONDITION,0.03554282188415527,2,-,-,-,-,134,199,1,6,5
GradientDescentStrategy,1834228663_441853_0_32,1834228663,0,0,131,NOT_FLIPPED,2.956390380859375e-05,0,-,-,-,-,131,143,0,0,5
GradientDescentStrategy,1903821429_1037775_1_32771,1903821429,0,0,128,NOT_FLIPPED,4.324913024902344e-05,0,37,512,11,0,128,136,0,0,5
GradientDescentStrategy,1903839645_582185_1_288,1903839645,3,4,128,FLIPPED_CONDITION,0.0054186820983886715,2,246,2690,19,0,128,133,1,4,5
GradientDescentStrategy,3229184935_539393_1_32,3229184935,0,0,186,NOT_FLIPPED,4.38690185546875e-05,0,3,36,9,0,186,206,0,0,5
GradientDescentStrategy,3229190182_582185_1_38,3229190182,510,2563,128,MAXIMUM_EXECUTION_TIME_REACHED,15.006116199493409,2,4,39,1,0,128,182,0,4,5
GradientDescentStrategy,611337383_930920_1_32771,611337383,0,0,126,NOT_FLIPPED,4.596710205078125e-05,0,-,-,-,-,126,136,0,0,5
GradientDescentStrategy,3477502214_726465_0_32771,3477502214,0,0,129,NOT_FLIPPED,4.3010711669921876e-05,0,18,138,5,0,129,184,0,0,5
GradientDescentStrategy,1289560608_582185_0_32771,1289560608,0,0,129,NOT_FLIPPED,4.444122314453125e-05,0,-,-,-,-,129,136,0,0,5
GradientDescentStrategy,1903847862_582185_0_40,1903847862,0,7,133,FLIPPED_CONDITION,0.04372935295104981,2,246,2690,28,0,133,173,1,4,5
GradientDescentStrategy,1903851228_539393_0_32,1903851228,0,0,58,NOT_FLIPPED,3.8957595825195314e-05,0,12,153,19,0,58,89,0,0,5
GradientDescentStrategy,3068429831_582185_0_32,3068429831,0,0,125,NOT_FLIPPED,4.296302795410156e-05,0,-,-,-,-,125,133,0,0,5
GradientDescentStrategy,3072984623_245655_0_32,3072984623,0,0,125,NOT_FLIPPED,3.604888916015625e-05,0,-,-,-,-,125,182,0,0,5
GradientDescentStrategy,1903821462_96084_0_32771,1903821462,0,0,130,NOT_FLIPPED,4.4679641723632814e-05,0,37,512,14,0,130,139,0,0,5
GradientDescentStrategy,611337383_1037775_0_32,611337383,0,0,125,NOT_FLIPPED,4.4012069702148436e-05,0,-,-,-,-,125,139,0,0,5
GradientDescentStrategy,1903830801_582185_0_32771,1903830801,0,0,129,NOT_FLIPPED,5.18798828125e-05,0,246,2690,25,0,129,151,0,0,5
GradientDescentStrategy,1903842780_582185_1_32,1903842780,0,5,217,FLIPPED_CONDITION,0.04051823616027832,1,246,2690,26,0,217,219,1,1,5
GradientDescentStrategy,1903857795_726465_0_34,1903857795,0,1,127,FLIPPED_CONDITION,0.001751279830932617,2,6,78,14,0,127,138,1,2,5
GradientDescentStrategy,1097652389_123636_0_38,1097652389,0,1,196,FLIPPED_CONDITION,0.0023480892181396485,2,4,39,8,0,196,202,1,38,5
GradientDescentStrategy,1903830801_582185_1_32,1903830801,0,0,128,NOT_FLIPPED,3.085136413574219e-05,0,246,2690,25,0,128,148,0,0,5
GradientDescentStrategy,1903853571_726465_0_38,1903853571,0,1,131,FLIPPED_CONDITION,0.0031288623809814452,2,14,206,21,0,131,142,1,6,5
GradientDescentStrategy,1903864692_123636_0_32,1903864692,0,3,148,FLIPPED_CONDITION,0.03851008415222168,1,7,45,2,0,148,203,1,1,5
GradientDescentStrategy,1097652389_966829_0_38,1097652389,0,1,197,FLIPPED_CONDITION,0.001891326904296875,2,4,39,8,0,197,203,1,38,5
GradientDescentStrategy,1903842780_582185_0_32,1903842780,0,2,165,FLIPPED_CONDITION,0.006750869750976563,1,246,2690,26,0,165,190,1,1,5
GradientDescentStrategy,1903833936_582185_1_32,1903833936,0,0,165,NOT_FLIPPED,4.420280456542969e-05,0,246,2690,24,0,165,219,0,0,5
GradientDescentStrategy,1834300834_930920_0_32771,1834300834,0,0,136,NOT_FLIPPED,4.558563232421875e-05,0,-,-,-,-,136,143,0,0,5
GradientDescentStrategy,1903843011_582185_0_36,1903843011,7325,15807,166,MAXIMUM_EXECUTION_TIME_REACHED,15.000425720214844,1,246,2690,24,0,166,190,0,2,5
GradientDescentStrategy,1903856178_726465_0_288,1903856178,2930,4882,129,MAXIMUM_EXECUTION_TIME_REACHED,15.00378222465515,2,14,206,16,0,129,165,0,6,5
GradientDescentStrategy,4204137842_539393_1_32771,4204137842,0,0,185,NOT_FLIPPED,4.1866302490234374e-05,0,18,138,5,0,185,220,0,0,5
GradientDescentStrategy,1903833507_1037775_0_288,1903833507,0,3,171,FLIPPED_CONDITION,0.048602867126464847,1,37,512,47,0,171,235,1,5,5
GradientDescentStrategy,3229184935_582185_1_288,3229184935,0,0,182,NOT_FLIPPED,3.237724304199219e-05,0,3,36,9,0,182,184,0,0,5
GradientDescentStrategy,1903870137_582185_1_288,1903870137,0,1,5,FLIPPED_CONDITION,0.009096908569335937,1,246,2690,9,0,5,89,1,1,5
GradientDescentStrategy,4098453275_582185_1_288,4098453275,1462,1467,144,MAXIMUM_EXECUTION_TIME_REACHED,15.00552749633789,1,14,156,2,0,144,235,0,4,5
GradientDescentStrategy,1903821363_1037775_1_32,1903821363,0,0,123,NOT_FLIPPED,3.533363342285156e-05,0,37,512,5,0,123,133,0,0,5
GradientDescentStrategy,1903845816_582185_1_32,1903845816,0,1,127,FLIPPED_CONDITION,0.0053212642669677734,2,246,2690,14,0,127,136,1,2,5
GradientDescentStrategy,3229184935_960866_1_32771,3229184935,0,0,156,NOT_FLIPPED,4.477500915527344e-05,0,3,36,9,0,156,203,0,0,5
GradientDescentStrategy,1903854891_582185_1_288,1903854891,0,1,4,FLIPPED_CONDITION,0.0035520076751708986,1,246,2690,6,0,4,6,1,1,5
GradientDescentStrategy,1903854462_582185_0_34,1903854462,0,2,134,FLIPPED_CONDITION,0.010756874084472656,1,246,2690,17,0,134,139,1,1,5
GradientDescentStrategy,618698825_582185_0_32771,618698825,0,0,144,NOT_FLIPPED,4.229545593261719e-05,0,-,-,-,-,144,155,0,0,5
GradientDescentStrategy,3229184935_886690_1_32771,3229184935,0,0,207,NOT_FLIPPED,5.45501708984375e-05,0,3,36,9,0,207,238,0,0,5
GradientDescentStrategy,3229190182_848897_1_38,3229190182,0,2793,130,MAXIMUM_EXECUTION_TIME_REACHED,15.002144956588745,1,4,39,1,0,130,181,0,2,5
GradientDescentStrategy,1416604209_582185_0_38,1416604209,0,2,166,FLIPPED_CONDITION,0.013636541366577149,1,-,-,-,-,166,189,1,2,5
GradientDescentStrategy,1903845222_582185_0_288,1903845222,3,5,128,FLIPPED_CONDITION,0.007925176620483398,2,246,2690,30,0,128,129,1,4,5
GradientDescentStrategy,1903843143_726465_0_32771,1903843143,0,0,129,NOT_FLIPPED,4.2486190795898435e-05,0,14,206,17,0,129,204,0,0,5
GradientDescentStrategy,1834228663_930920_1_32771,1834228663,0,0,132,NOT_FLIPPED,4.601478576660156e-05,0,-,-,-,-,132,139,0,0,5
GradientDescentStrategy,1903851492_539393_0_32771,1903851492,0,0,71,NOT_FLIPPED,4.611015319824219e-05,0,12,153,19,0,71,123,0,0,5
GradientDescentStrategy,3229195660_582185_1_40,3229195660,0,15,129,FLIPPED_CONDITION,0.1361837387084961,2,4,39,5,0,129,182,1,6,5
GradientDescentStrategy,1903828491_582185_1_32771,1903828491,0,0,124,NOT_FLIPPED,4.15802001953125e-05,0,246,2690,5,0,124,145,0,0,5
GradientDescentStrategy,1903834101_520974_1_288,1903834101,0,1,135,FLIPPED_CONDITION,0.007166385650634766,2,37,512,21,0,135,168,1,2,5
GradientDescentStrategy,1903852713_726465_1_34,1903852713,0,15,127,FLIPPED_CONDITION,0.20270905494689942,2,14,206,14,0,127,204,1,2,5
GradientDescentStrategy,1903821363_930920_0_32,1903821363,0,0,123,NOT_FLIPPED,3.604888916015625e-05,0,37,512,5,0,123,139,0,0,5
GradientDescentStrategy,1903830801_582185_0_32,1903830801,0,0,128,NOT_FLIPPED,4.453659057617188e-05,0,246,2690,25,0,128,151,0,0,5
GradientDescentStrategy,1903821495_520974_0_32771,1903821495,0,0,134,NOT_FLIPPED,4.6825408935546876e-05,0,37,512,20,0,134,143,0,0,5
GradientDescentStrategy,4022478935_726465_0_32,4022478935,0,0,125,NOT_FLIPPED,4.901885986328125e-05,0,18,138,5,0,125,184,0,0,5
GradientDescentStrategy,1903865121_582185_1_32,1903865121,3584,4771,131,MAXIMUM_EXECUTION_TIME_REACHED,15.00096230506897,1,246,2690,35,0,131,173,0,2,5
GradientDescentStrategy,3071765735_726465_1_32,3071765735,0,0,125,NOT_FLIPPED,3.790855407714844e-05,0,-,-,-,-,125,202,0,0,5
GradientDescentStrategy,4204137842_726465_1_32,4204137842,0,0,123,NOT_FLIPPED,3.4236907958984374e-05,0,18,138,5,0,123,159,0,0,5
GradientDescentStrategy,1903877529_930920_1_32,1903877529,0,1,140,FLIPPED_CONDITION,0.0022379875183105467,2,37,512,3,0,140,141,1,2,5
GradientDescentStrategy,4249747288_582185_1_40,4249747288,0,5,143,FLIPPED_CONDITION,0.03891115188598633,2,246,2690,27,0,143,199,1,20,5
GradientDescentStrategy,1903847862_582185_1_40,1903847862,0,1,133,FLIPPED_CONDITION,0.006955528259277343,2,246,2690,28,0,133,152,1,4,5
GradientDescentStrategy,1903850337_930920_1_40,1903850337,0,1,141,FLIPPED_CONDITION,0.0021948814392089844,1,37,512,3,0,141,142,1,1,5
GradientDescentStrategy,1903877529_520974_1_32,1903877529,0,1,140,FLIPPED_CONDITION,0.002180671691894531,2,37,512,3,0,140,141,1,2,5
GradientDescentStrategy,1903824597_1037775_1_32,1903824597,0,0,154,NOT_FLIPPED,6.527900695800782e-05,0,37,512,39,0,154,239,0,0,5
GradientDescentStrategy,1903821363_441853_0_32771,1903821363,0,0,124,NOT_FLIPPED,4.510879516601562e-05,0,37,512,5,0,124,139,0,0,5
GradientDescentStrategy,1903821363_930920_1_32,1903821363,0,0,123,NOT_FLIPPED,3.185272216796875e-05,0,37,512,5,0,123,133,0,0,5
GradientDescentStrategy,1903821429_96084_0_32,1903821429,0,0,127,NOT_FLIPPED,4.1818618774414064e-05,0,37,512,11,0,127,139,0,0,5
GradientDescentStrategy,1903851921_582185_0_255,1903851921,2128,2135,7,MAXIMUM_EXECUTION_TIME_REACHED,15.00416178703308,1,246,2690,3,49,7,89,0,3,5
GradientDescentStrategy,1903821429_96084_1_32,1903821429,0,0,127,NOT_FLIPPED,3.108978271484375e-05,0,37,512,11,0,127,136,0,0,5
GradientDescentStrategy,3229184935_101179_1_32,3229184935,0,0,156,NOT_FLIPPED,4.639625549316406e-05,0,3,36,9,0,156,204,0,0,5
GradientDescentStrategy,1903845222_582185_1_288,1903845222,2,5,196,FLIPPED_CONDITION,0.02441892623901367,2,246,2690,30,0,196,199,1,54,5
GradientDescentStrategy,1903840602_726465_1_32,1903840602,0,0,123,NOT_FLIPPED,3.557205200195312e-05,0,14,206,5,0,123,177,0,0,5
GradientDescentStrategy,1903833243_582185_1_32,1903833243,0,0,128,NOT_FLIPPED,2.9659271240234376e-05,0,246,2690,31,0,128,132,0,0,5
GradientDescentStrategy,1903821495_1037775_0_32,1903821495,0,0,133,NOT_FLIPPED,4.15802001953125e-05,0,37,512,20,0,133,143,0,0,5
GradientDescentStrategy,3229184935_502207_1_32,3229184935,0,0,4,NOT_FLIPPED,4.706382751464844e-05,0,3,36,9,0,4,7,0,0,5
GradientDescentStrategy,3068429831_582185_0_32771,3068429831,0,0,126,NOT_FLIPPED,3.92913818359375e-05,0,-,-,-,-,126,133,0,0,5
GradientDescentStrategy,1903858752_539393_1_288,1903858752,0,1,130,FLIPPED_CONDITION,0.0019197463989257812,1,12,153,20,0,130,184,1,1,5
GradientDescentStrategy,1903843143_726465_0_32,1903843143,0,0,128,NOT_FLIPPED,4.701614379882812e-05,0,14,206,17,0,128,204,0,0,5
GradientDescentStrategy,1834228663_930920_1_32,1834228663,0,0,131,NOT_FLIPPED,4.601478576660156e-05,0,-,-,-,-,131,139,0,0,5
GradientDescentStrategy,1903855914_539393_1_32,1903855914,0,1,73,FLIPPED_CONDITION,0.002474355697631836,1,12,153,20,0,73,90,1,2,5
GradientDescentStrategy,3072984623_726465_1_32,3072984623,0,0,125,NOT_FLIPPED,4.930496215820313e-05,0,-,-,-,-,125,183,0,0,5
GradientDescentStrategy,1903877529_520974_0_32,1903877529,0,10,140,FLIPPED_CONDITION,0.06385350227355957,2,37,512,3,0,140,143,1,2,5
GradientDescentStrategy,3229184935_40537_1_32,3229184935,0,0,135,NOT_FLIPPED,4.2819976806640624e-05,0,3,36,9,0,135,139,0,0,5
GradientDescentStrategy,1903833507_1037775_0_32,1903833507,0,3,156,FLIPPED_CONDITION,0.07510919570922851,1,37,512,47,0,156,235,1,1,5
GradientDescentStrategy,3229184935_652907_1_32771,3229184935,0,0,136,NOT_FLIPPED,5.1403045654296874e-05,0,3,36,9,0,136,139,0,0,5
GradientDescentStrategy,3072984623_245655_1_32771,3072984623,0,0,126,NOT_FLIPPED,5.035400390625e-05,0,-,-,-,-,126,181,0,0,5
GradientDescentStrategy,611337383_1037775_1_32,611337383,0,0,125,NOT_FLIPPED,3.1995773315429685e-05,0,-,-,-,-,125,136,0,0,5
GradientDescentStrategy,1903850337_441853_0_40,1903850337,0,5,141,FLIPPED_CONDITION,0.038755273818969725,1,37,512,3,0,141,143,1,1,5
GradientDescentStrategy,1903839975_582185_0_34,1903839975,0,2,130,FLIPPED_CONDITION,0.010658025741577148,1,246,2690,32,0,130,173,1,1,5
