Strategy,id,cmpid,nrOfMisses,nrOfInputs,depth,status,totalTime,nrOfOffsets,cyclomatic,oviedo,chain_size,cases,depth2,trace_length,flipped,reachableness,combined
GradientDescentStrategy,98922675_790838_0_288,98922675,14998,14998,352,MAXIMUM_EXECUTION_TIME_REACHED,15.00063214302063,1,10,85,13,0,352,491,0,107,5
GradientDescentStrategy,296745652_261390_1_40,296745652,253,760,223,MAXIMUM_EXECUTION_TIME_REACHED,15.004890632629394,1,-,-,-,-,223,247,0,18,5
GradientDescentStrategy,98927229_35617_1_32,98927229,0,1,177,FLIPPED_CONDITION,0.08052220344543456,1,4,32,3,0,177,180,1,1,5
GradientDescentStrategy,98927229_168856_0_32,98927229,0,3,243,FLIPPED_CONDITION,0.08680119514465331,1,4,32,3,0,243,247,1,1,5
GradientDescentStrategy,98912808_145288_0_288,98912808,1,3,36,FLIPPED_CONDITION,0.13986568450927733,1,10,85,12,0,36,39,1,7,5
GradientDescentStrategy,98927229_357687_1_32,98927229,0,1,131,FLIPPED_CONDITION,0.005589103698730469,1,4,32,3,0,131,138,1,1,5
GradientDescentStrategy,98909640_289905_1_32,98909640,0,0,229,NOT_FLIPPED,3.8957595825195314e-05,0,4,32,4,0,229,234,0,0,5
GradientDescentStrategy,296742187_919657_0_40,296742187,360,1082,253,MAXIMUM_EXECUTION_TIME_REACHED,15.001000022888183,1,-,-,-,-,253,255,0,27,5
GradientDescentStrategy,98922675_193050_1_288,98922675,21,24,249,FLIPPED_CONDITION,0.5137852191925049,1,10,85,13,0,249,255,1,23,5
GradientDescentStrategy,98909640_168856_1_32771,98909640,0,0,447,NOT_FLIPPED,5.2022933959960935e-05,0,4,32,4,0,447,449,0,0,5
GradientDescentStrategy,98899872_765407_1_32,98899872,0,0,221,NOT_FLIPPED,3.604888916015625e-05,0,6,61,4,0,221,223,0,0,5
GradientDescentStrategy,98928384_1000659_1_32,98928384,0,0,185,NOT_FLIPPED,3.695487976074219e-05,0,4,32,4,0,185,189,0,0,5
GradientDescentStrategy,98912808_193050_1_288,98912808,7,24,209,FLIPPED_CONDITION,0.029783344268798827,1,10,85,12,0,209,215,1,7,5
GradientDescentStrategy,296742187_790838_1_40,296742187,504,504,198,MAXIMUM_EXECUTION_TIME_REACHED,15.095091962814331,1,-,-,-,-,198,371,0,15,5
GradientDescentStrategy,296771689_123985_0_40,296771689,502,502,222,MAXIMUM_EXECUTION_TIME_REACHED,15.018617486953735,1,22,149,5,0,222,234,0,6,5
GradientDescentStrategy,296855641_74179_1_38,296855641,0,2,234,FLIPPED_CONDITION,0.005779838562011719,1,22,149,4,0,234,243,1,2,5
GradientDescentStrategy,296837623_131172_0_38,296837623,0,1,106,FLIPPED_CONDITION,0.0033460617065429687,1,54,420,2,0,106,112,1,2,5
GradientDescentStrategy,98922675_60229_0_288,98922675,5456,5456,232,MAXIMUM_EXECUTION_TIME_REACHED,15.00102424621582,1,10,85,13,0,232,234,0,9,5
GradientDescentStrategy,98922675_840868_0_288,98922675,0,1,251,FLIPPED_CONDITION,0.002193784713745117,2,10,85,13,0,251,268,1,70,5
GradientDescentStrategy,98909640_585264_0_32,98909640,0,0,137,NOT_FLIPPED,4.5251846313476565e-05,0,4,32,4,0,137,238,0,0,5
GradientDescentStrategy,98922675_790838_1_288,98922675,1994,1994,245,MAXIMUM_EXECUTION_TIME_REACHED,15.004467916488647,1,10,85,13,0,245,496,0,20,5
GradientDescentStrategy,98950857_261390_1_294,98950857,0,14,223,FLIPPED_CONDITION,0.25882620811462403,1,22,149,3,0,223,255,1,1,5
GradientDescentStrategy,98923665_74179_1_40,98923665,377,566,197,MAXIMUM_EXECUTION_TIME_REACHED,15.073736572265625,1,22,149,2,0,197,492,0,21,5
GradientDescentStrategy,98898849_131172_0_32,98898849,0,3,13,FLIPPED_CONDITION,0.03253674507141113,1,54,420,3,0,13,14,1,3,5
GradientDescentStrategy,98899113_131172_0_32,98899113,0,0,0,NOT_FLIPPED,2.9611587524414063e-05,0,54,420,4,0,0,3,0,0,5
GradientDescentStrategy,98899674_131172_0_32,98899674,0,0,5,NOT_FLIPPED,4.925727844238281e-05,0,54,420,4,0,5,14,0,0,5
GradientDescentStrategy,98946039_11991_1_32,98946039,0,1,192,FLIPPED_CONDITION,0.003104400634765625,1,10,85,2,0,192,196,1,2,5
GradientDescentStrategy,98951880_211100_1_38,98951880,0,3,334,FLIPPED_CONDITION,0.04936652183532715,1,22,149,4,0,334,340,1,2,5
GradientDescentStrategy,98930034_261390_1_40,98930034,257,772,225,MAXIMUM_EXECUTION_TIME_REACHED,15.00785207748413,1,22,149,2,0,225,247,0,20,5
GradientDescentStrategy,98899047_131172_1_32,98899047,0,0,218,NOT_FLIPPED,3.819465637207031e-05,0,54,420,4,0,218,220,0,0,5
GradientDescentStrategy,98909640_815284_0_32,98909640,0,0,224,NOT_FLIPPED,4.5347213745117185e-05,0,4,32,4,0,224,234,0,0,5
GradientDescentStrategy,98923896_211100_1_38,98923896,308,787,26,MAXIMUM_EXECUTION_TIME_REACHED,15.002479553222656,1,22,149,2,0,26,39,0,4,5
GradientDescentStrategy,98928384_438460_0_32771,98928384,0,0,258,NOT_FLIPPED,4.4727325439453124e-05,0,4,32,4,0,258,266,0,0,5
GradientDescentStrategy,98909640_144448_0_32771,98909640,0,0,26,NOT_FLIPPED,5.2309036254882814e-05,0,4,32,4,0,26,126,0,0,5
GradientDescentStrategy,98928384_289905_1_32,98928384,0,0,232,NOT_FLIPPED,4.477500915527344e-05,0,4,32,4,0,232,237,0,0,5
GradientDescentStrategy,296745652_123985_1_40,296745652,493,493,255,MAXIMUM_EXECUTION_TIME_REACHED,15.106643438339233,1,-,-,-,-,255,371,0,68,5
GradientDescentStrategy,98928384_168574_1_32,98928384,0,0,226,NOT_FLIPPED,5.884170532226563e-05,0,4,32,4,0,226,231,0,0,5
GradientDescentStrategy,98951880_211100_0_38,98951880,0,1,178,FLIPPED_CONDITION,0.04795379638671875,1,22,149,4,0,178,180,1,2,5
GradientDescentStrategy,2670775915_169184_0_32,2670775915,0,0,19,NOT_FLIPPED,5.1927566528320315e-05,0,-,-,-,-,19,39,0,0,5
GradientDescentStrategy,98909640_832806_0_32,98909640,0,0,30,NOT_FLIPPED,4.730224609375e-05,0,4,32,4,0,30,40,0,0,5
GradientDescentStrategy,296855641_261390_1_38,296855641,0,2,259,FLIPPED_CONDITION,0.0056575298309326175,1,22,149,4,0,259,266,1,2,5
GradientDescentStrategy,3422555862_423878_1_36,3422555862,0,3,188,FLIPPED_CONDITION,0.01830902099609375,4,5,55,1,0,188,232,1,4,5
GradientDescentStrategy,98909640_832806_0_32771,98909640,0,0,31,NOT_FLIPPED,5.130767822265625e-05,0,4,32,4,0,31,40,0,0,5
GradientDescentStrategy,890278240_211100_1_288,890278240,2,3,161,FLIPPED_CONDITION,0.004892158508300781,3,-,-,-,-,161,162,1,141,5
GradientDescentStrategy,98928384_153098_0_32,98928384,0,0,200,NOT_FLIPPED,4.329681396484375e-05,0,4,32,4,0,200,340,0,0,5
GradientDescentStrategy,98909640_153580_0_32771,98909640,0,0,271,NOT_FLIPPED,4.730224609375e-05,0,4,32,4,0,271,371,0,0,5
GradientDescentStrategy,98928384_961657_1_32771,98928384,0,0,237,NOT_FLIPPED,4.3439865112304685e-05,0,4,32,4,0,237,239,0,0,5
GradientDescentStrategy,296846731_131172_0_38,296846731,0,1,58,FLIPPED_CONDITION,0.002437305450439453,1,54,420,2,0,58,59,1,2,5
GradientDescentStrategy,98946039_919657_1_32,98946039,0,1,261,FLIPPED_CONDITION,0.0022649765014648438,1,10,85,2,0,261,275,1,2,5
GradientDescentStrategy,98909640_357687_0_32,98909640,0,0,129,NOT_FLIPPED,3.54766845703125e-05,0,4,32,4,0,129,256,0,0,5
GradientDescentStrategy,98909640_144448_0_32,98909640,0,0,25,NOT_FLIPPED,4.7540664672851564e-05,0,4,32,4,0,25,126,0,0,5
GradientDescentStrategy,3422555862_438868_1_36,3422555862,0,5,21,FLIPPED_CONDITION,0.1767293930053711,4,5,55,1,0,21,39,1,4,5
GradientDescentStrategy,98928384_528362_0_32771,98928384,0,0,171,NOT_FLIPPED,5.0115585327148435e-05,0,4,32,4,0,171,256,0,0,5
GradientDescentStrategy,98930034_74179_1_40,98930034,374,562,195,MAXIMUM_EXECUTION_TIME_REACHED,15.042414283752441,1,22,149,2,0,195,492,0,19,5
GradientDescentStrategy,98946039_11991_0_32,98946039,0,3,35,FLIPPED_CONDITION,0.09048590660095215,1,10,85,2,0,35,40,1,2,5
GradientDescentStrategy,296752879_765407_1_36,296752879,0,488,194,MAXIMUM_EXECUTION_TIME_REACHED,15.01521964073181,1,6,61,4,0,194,234,0,19,5
GradientDescentStrategy,296742187_60229_0_40,296742187,480,480,223,MAXIMUM_EXECUTION_TIME_REACHED,15.009899520874024,1,-,-,-,-,223,234,0,7,5
GradientDescentStrategy,98928384_153580_0_32771,98928384,0,0,274,NOT_FLIPPED,5.464553833007812e-05,0,4,32,4,0,274,371,0,0,5
GradientDescentStrategy,296846731_131172_1_38,296846731,0,3,30,FLIPPED_CONDITION,0.04261932373046875,1,54,420,2,0,30,121,1,2,5
GradientDescentStrategy,98928384_35617_1_32771,98928384,0,0,499,NOT_FLIPPED,4.458427429199219e-05,0,4,32,4,0,499,500,0,0,5
GradientDescentStrategy,98927229_628478_1_32,98927229,0,1,140,FLIPPED_CONDITION,0.0070993900299072266,1,4,32,3,0,140,147,1,1,5
GradientDescentStrategy,98909640_357687_0_32771,98909640,0,0,130,NOT_FLIPPED,4.253387451171875e-05,0,4,32,4,0,130,256,0,0,5
GradientDescentStrategy,98912808_840868_0_288,98912808,545,549,229,MAXIMUM_EXECUTION_TIME_REACHED,15.031995487213134,1,10,85,12,0,229,492,0,47,5
GradientDescentStrategy,98909640_832806_1_32,98909640,0,0,484,NOT_FLIPPED,3.35693359375e-05,0,4,32,4,0,484,490,0,0,5
GradientDescentStrategy,98928384_423214_1_32,98928384,0,0,546,NOT_FLIPPED,2.9706954956054686e-05,0,4,32,4,0,546,548,0,0,5
GradientDescentStrategy,98909640_153098_0_32,98909640,0,0,233,NOT_FLIPPED,4.31060791015625e-05,0,4,32,4,0,233,247,0,0,5
GradientDescentStrategy,296742187_193050_0_40,296742187,300,902,243,MAXIMUM_EXECUTION_TIME_REACHED,15.009768152236939,1,-,-,-,-,243,255,0,21,5
GradientDescentStrategy,98913930_131172_1_33,98913930,12,21,211,FLIPPED_CONDITION,0.5829129219055176,1,54,420,5,0,211,234,1,36,5
GradientDescentStrategy,98927229_944619_0_32,98927229,0,2,208,FLIPPED_CONDITION,0.01132950782775879,1,4,32,3,0,208,247,1,1,5
GradientDescentStrategy,296726248_131172_1_288,296726248,0,2,8,FLIPPED_CONDITION,0.032225179672241214,1,54,420,2,0,8,14,1,2,5
GradientDescentStrategy,890406544_169184_1_288,890406544,0,1,229,FLIPPED_CONDITION,0.006451034545898437,2,31,339,3,0,229,243,1,6,5
GradientDescentStrategy,98909640_51651_0_32,98909640,0,0,25,NOT_FLIPPED,5.121231079101563e-05,0,4,32,4,0,25,121,0,0,5
GradientDescentStrategy,98951880_74179_1_38,98951880,0,2,228,FLIPPED_CONDITION,0.01604294776916504,1,22,149,4,0,228,237,1,2,5
GradientDescentStrategy,98916702_131172_0_32,98916702,0,3,135,FLIPPED_CONDITION,0.058562612533569335,1,54,420,2,0,135,238,1,2,5
GradientDescentStrategy,98954355_131172_1_38,98954355,0,3,134,FLIPPED_CONDITION,0.0711984634399414,1,54,420,2,0,134,256,1,2,5
GradientDescentStrategy,98928384_93985_0_32,98928384,0,0,132,NOT_FLIPPED,4.6253204345703125e-05,0,4,32,4,0,132,238,0,0,5
GradientDescentStrategy,296858413_131172_1_38,296858413,0,3,149,FLIPPED_CONDITION,0.05191946029663086,1,54,420,2,0,149,225,1,2,5
GradientDescentStrategy,98914623_211100_1_288,98914623,0,1,173,FLIPPED_CONDITION,0.07259421348571778,1,22,149,7,0,173,180,1,144,5
GradientDescentStrategy,98909640_1000659_0_32,98909640,0,0,19,NOT_FLIPPED,4.320144653320312e-05,0,4,32,4,0,19,126,0,0,5
GradientDescentStrategy,296745652_211100_1_40,296745652,456,532,54,MAXIMUM_EXECUTION_TIME_REACHED,15.067961978912354,1,-,-,-,-,54,180,0,25,5
GradientDescentStrategy,98928384_93985_0_32771,98928384,0,0,133,NOT_FLIPPED,4.1484832763671875e-05,0,4,32,4,0,133,238,0,0,5
GradientDescentStrategy,98928384_423214_1_32771,98928384,0,0,547,NOT_FLIPPED,4.3344497680664065e-05,0,4,32,4,0,547,548,0,0,5
GradientDescentStrategy,98912808_790838_1_288,98912808,523,523,199,MAXIMUM_EXECUTION_TIME_REACHED,15.078088092803956,1,10,85,12,0,199,371,0,16,5
GradientDescentStrategy,98960031_131172_1_38,98960031,0,3,142,FLIPPED_CONDITION,0.05824470520019531,1,54,420,2,0,142,238,1,2,5
GradientDescentStrategy,98950857_74179_1_294,98950857,0,2,24,FLIPPED_CONDITION,0.056812620162963866,1,22,149,3,0,24,40,1,1,5
GradientDescentStrategy,98907957_131172_1_32,98907957,0,1,161,FLIPPED_CONDITION,0.0024503231048583984,1,54,420,4,0,161,171,1,1,5
GradientDescentStrategy,98912808_11991_1_288,98912808,4,21,178,FLIPPED_CONDITION,0.17665433883666992,1,10,85,12,0,178,191,1,7,5
GradientDescentStrategy,98930034_211100_1_40,98930034,367,551,56,MAXIMUM_EXECUTION_TIME_REACHED,15.025413370132446,1,22,149,2,0,56,180,0,27,5
GradientDescentStrategy,98946039_60229_1_32,98946039,0,1,215,FLIPPED_CONDITION,0.005507087707519532,1,10,85,2,0,215,219,1,2,5
GradientDescentStrategy,98927229_832806_1_32,98927229,0,1,191,FLIPPED_CONDITION,0.0032415390014648438,1,4,32,3,0,191,196,1,1,5
GradientDescentStrategy,98947227_151922_0_40,98947227,7556,7556,250,MAXIMUM_EXECUTION_TIME_REACHED,15.00099515914917,1,31,339,6,0,250,257,0,37,5
GradientDescentStrategy,2670775915_151922_0_32771,2670775915,0,0,213,NOT_FLIPPED,5.5456161499023436e-05,0,-,-,-,-,213,234,0,0,5
GradientDescentStrategy,98909640_168856_1_32,98909640,0,0,446,NOT_FLIPPED,3.1614303588867186e-05,0,4,32,4,0,446,449,0,0,5
GradientDescentStrategy,98928384_832806_1_32771,98928384,0,0,238,NOT_FLIPPED,4.320144653320312e-05,0,4,32,4,0,238,243,0,0,5
GradientDescentStrategy,98928384_438460_1_32,98928384,0,0,257,NOT_FLIPPED,5.726814270019531e-05,0,4,32,4,0,257,260,0,0,5
GradientDescentStrategy,98921784_145288_1_40,98921784,376,565,37,MAXIMUM_EXECUTION_TIME_REACHED,15.037110805511475,1,10,85,1,0,37,180,0,8,5
GradientDescentStrategy,98909640_585264_0_32771,98909640,0,0,138,NOT_FLIPPED,4.8112869262695315e-05,0,4,32,4,0,138,238,0,0,5
GradientDescentStrategy,296742187_145288_1_40,296742187,541,544,39,MAXIMUM_EXECUTION_TIME_REACHED,15.053000450134277,1,-,-,-,-,39,180,0,10,5
GradientDescentStrategy,98909640_438460_0_32,98909640,0,0,254,NOT_FLIPPED,4.444122314453125e-05,0,4,32,4,0,254,260,0,0,5
GradientDescentStrategy,98927229_168574_1_32,98927229,0,1,225,FLIPPED_CONDITION,0.014304304122924804,1,4,32,3,0,225,234,1,1,5
GradientDescentStrategy,98928384_961657_1_32,98928384,0,0,236,NOT_FLIPPED,3.743171691894531e-05,0,4,32,4,0,236,239,0,0,5
GradientDescentStrategy,98898849_131172_1_32,98898849,0,1,13,FLIPPED_CONDITION,0.005347919464111328,1,54,420,3,0,13,39,1,3,5
GradientDescentStrategy,296755948_261390_0_40,296755948,1250,1251,312,FLIPPED_CONDITION,0.8083029747009277,1,22,149,13,0,312,326,1,157,5
GradientDescentStrategy,98928384_357687_1_32771,98928384,0,0,203,NOT_FLIPPED,4.6253204345703125e-05,0,4,32,4,0,203,206,0,0,5
GradientDescentStrategy,98914623_74179_0_288,98914623,527,574,192,MAXIMUM_EXECUTION_TIME_REACHED,15.055172538757324,1,22,149,7,0,192,492,0,16,5
GradientDescentStrategy,296740999_74179_0_288,296740999,0,1,283,FLIPPED_CONDITION,0.002386045455932617,1,-,-,-,-,283,290,1,3,5
GradientDescentStrategy,98912907_765407_0_288,98912907,31,502,145,MAXIMUM_EXECUTION_TIME_REACHED,15.0253155708313,1,6,61,1,0,145,234,0,2,5
GradientDescentStrategy,98951880_261390_1_38,98951880,0,2,253,FLIPPED_CONDITION,0.015524005889892578,1,22,149,4,0,253,260,1,2,5
GradientDescentStrategy,98913897_211100_1_288,98913897,29,786,24,MAXIMUM_EXECUTION_TIME_REACHED,15.009323263168335,1,22,149,7,0,24,39,0,2,5
GradientDescentStrategy,98928384_168574_0_32,98928384,0,0,226,NOT_FLIPPED,3.237724304199219e-05,0,4,32,4,0,226,237,0,0,5
GradientDescentStrategy,98909640_289905_1_32771,98909640,0,0,230,NOT_FLIPPED,4.315376281738281e-05,0,4,32,4,0,230,234,0,0,5
GradientDescentStrategy,98929737_123985_1_288,98929737,490,490,190,MAXIMUM_EXECUTION_TIME_REACHED,15.054474878311158,1,22,149,4,0,190,371,0,9,5
GradientDescentStrategy,98909640_20147_1_32771,98909640,0,0,249,NOT_FLIPPED,4.4298171997070315e-05,0,4,32,4,0,249,251,0,0,5
GradientDescentStrategy,98928384_950786_1_32771,98928384,0,0,208,NOT_FLIPPED,3.85284423828125e-05,0,4,32,4,0,208,209,0,0,5
GradientDescentStrategy,98927229_628478_0_32,98927229,0,3,140,FLIPPED_CONDITION,0.03914599418640137,1,4,32,3,0,140,225,1,1,5
GradientDescentStrategy,296694469_131172_1_32771,296694469,0,0,122,NOT_FLIPPED,4.029273986816406e-05,0,54,420,3,0,122,123,0,0,5
GradientDescentStrategy,98927229_801711_1_32,98927229,0,1,218,FLIPPED_CONDITION,0.05436797142028808,1,4,32,3,0,218,225,1,1,5
GradientDescentStrategy,98927229_168574_0_32,98927229,0,3,225,FLIPPED_CONDITION,0.029527854919433594,1,4,32,3,0,225,231,1,1,5
GradientDescentStrategy,98927229_51651_0_32,98927229,0,3,27,FLIPPED_CONDITION,0.06824593544006348,1,4,32,3,0,27,121,1,1,5
GradientDescentStrategy,98918649_123985_1_40,98918649,492,492,256,MAXIMUM_EXECUTION_TIME_REACHED,15.11291570663452,1,22,149,9,0,256,371,0,69,5
GradientDescentStrategy,296755948_211100_0_40,296755948,0,1,227,FLIPPED_CONDITION,0.014049768447875977,1,22,149,13,0,227,247,1,198,5
GradientDescentStrategy,98909640_168856_0_32,98909640,0,0,241,NOT_FLIPPED,5.14984130859375e-05,0,4,32,4,0,241,247,0,0,5
GradientDescentStrategy,98927229_35527_0_32,98927229,2633,2633,307,MAXIMUM_EXECUTION_TIME_REACHED,15.003871822357178,1,4,32,3,0,307,393,0,1,5
GradientDescentStrategy,296755948_74179_1_40,296755948,948,964,238,MAXIMUM_EXECUTION_TIME_REACHED,15.010544872283935,1,22,149,13,0,238,492,0,56,5
GradientDescentStrategy,296747038_151922_1_40,296747038,1826,2133,208,MAXIMUM_EXECUTION_TIME_REACHED,15.001337766647339,1,-,-,-,-,208,214,0,23,5
GradientDescentStrategy,98909640_944619_1_32,98909640,0,0,450,NOT_FLIPPED,3.342628479003906e-05,0,4,32,4,0,450,454,0,0,5
GradientDescentStrategy,296777431_211100_1_40,296777431,287,861,82,MAXIMUM_EXECUTION_TIME_REACHED,15.010902881622314,1,-,-,-,-,82,180,0,53,5
GradientDescentStrategy,296752879_765407_0_36,296752879,0,1,194,FLIPPED_CONDITION,0.0022893428802490236,1,6,61,4,0,194,482,1,19,5
GradientDescentStrategy,98928384_144448_0_32,98928384,0,0,28,NOT_FLIPPED,5.2022933959960935e-05,0,4,32,4,0,28,126,0,0,5
GradientDescentStrategy,296802181_169184_1_40,296802181,0,5,185,FLIPPED_CONDITION,0.01738266944885254,2,31,339,3,0,185,193,1,6,5
GradientDescentStrategy,98925018_131172_1_40,98925018,0,2,7,FLIPPED_CONDITION,0.01265702247619629,1,54,420,4,0,7,38,1,1,5
GradientDescentStrategy,98912808_145288_1_288,98912808,11,28,36,FLIPPED_CONDITION,0.7076581478118896,1,10,85,12,0,36,180,1,7,5
GradientDescentStrategy,98929737_211100_1_288,98929737,0,1,38,FLIPPED_CONDITION,0.017310190200805663,1,22,149,4,0,38,180,1,9,5
GradientDescentStrategy,98918781_131172_1_32,98918781,0,1,132,FLIPPED_CONDITION,0.004273653030395508,1,54,420,3,0,132,243,1,1,5
GradientDescentStrategy,98928384_153098_0_32771,98928384,0,0,201,NOT_FLIPPED,4.506111145019531e-05,0,4,32,4,0,201,340,0,0,5
GradientDescentStrategy,296740999_123985_0_288,296740999,15227,15227,351,MAXIMUM_EXECUTION_TIME_REACHED,15.000260019302369,1,-,-,-,-,351,358,0,3,5
GradientDescentStrategy,296855641_211100_1_38,296855641,0,3,336,FLIPPED_CONDITION,0.012343168258666992,1,22,149,4,0,336,408,1,2,5
GradientDescentStrategy,98928384_35617_1_32,98928384,0,0,498,NOT_FLIPPED,3.833770751953125e-05,0,4,32,4,0,498,500,0,0,5
GradientDescentStrategy,98924853_261390_1_38,98924853,0,2,201,FLIPPED_CONDITION,0.003730916976928711,1,22,149,2,0,201,203,1,3,5
GradientDescentStrategy,98898519_131172_1_32,98898519,0,1,12,FLIPPED_CONDITION,0.006219053268432617,1,54,420,3,0,12,121,1,2,5
GradientDescentStrategy,98928384_35527_0_32771,98928384,0,0,309,NOT_FLIPPED,4.4345855712890625e-05,0,4,32,4,0,309,393,0,0,5
GradientDescentStrategy,98927229_585264_0_32,98927229,0,3,139,FLIPPED_CONDITION,0.09709396362304687,1,4,32,3,0,139,238,1,1,5
GradientDescentStrategy,98899872_765407_1_32771,98899872,0,0,222,NOT_FLIPPED,4.46319580078125e-05,0,6,61,4,0,222,223,0,0,5
GradientDescentStrategy,98946039_790838_0_32,98946039,2651,2651,310,MAXIMUM_EXECUTION_TIME_REACHED,15.000699329376221,1,10,85,2,0,310,393,0,2,5
GradientDescentStrategy,98929737_74179_1_288,98929737,2293,2303,391,MAXIMUM_EXECUTION_TIME_REACHED,15.002352428436279,1,22,149,4,0,391,492,0,185,5
GradientDescentStrategy,98920398_211100_1_288,98920398,0,2115,179,MAXIMUM_EXECUTION_TIME_REACHED,15.000513315200806,1,22,149,6,0,179,180,0,3,5
GradientDescentStrategy,98918616_131172_0_32,98918616,0,3,246,FLIPPED_CONDITION,0.07898578643798829,1,54,420,2,0,246,256,1,1,5
GradientDescentStrategy,98927229_20147_0_32,98927229,0,3,250,FLIPPED_CONDITION,0.012372732162475586,1,4,32,3,0,250,254,1,1,5
GradientDescentStrategy,98918781_131172_0_32,98918781,0,1,134,FLIPPED_CONDITION,0.030590629577636717,1,54,420,3,0,134,238,1,1,5
GradientDescentStrategy,3422574507_882976_0_36,3422574507,0,1530,143,MAXIMUM_EXECUTION_TIME_REACHED,15.001740980148316,2,5,55,4,0,143,238,0,6,5
GradientDescentStrategy,98928384_20309_1_32,98928384,0,0,487,NOT_FLIPPED,3.557205200195312e-05,0,4,32,4,0,487,492,0,0,5
GradientDescentStrategy,98917824_131172_1_288,98917824,0,1,137,FLIPPED_CONDITION,0.007241439819335937,2,54,420,2,0,137,225,1,2,5
GradientDescentStrategy,296694469_131172_1_32,296694469,0,0,121,NOT_FLIPPED,3.552436828613281e-05,0,54,420,3,0,121,123,0,0,5
GradientDescentStrategy,296792578_151922_0_40,296792578,0,1,222,FLIPPED_CONDITION,0.0064696788787841795,2,-,-,-,-,222,232,1,6,5
GradientDescentStrategy,98912907_950909_0_288,98912907,29,2468,8,MAXIMUM_EXECUTION_TIME_REACHED,15.003591918945313,1,6,61,1,0,8,38,0,2,5
GradientDescentStrategy,98909640_801711_0_32,98909640,0,0,144,NOT_FLIPPED,4.4012069702148436e-05,0,4,32,4,0,144,225,0,0,5
GradientDescentStrategy,98946039_145288_1_32,98946039,0,1,224,FLIPPED_CONDITION,0.005361747741699219,1,10,85,2,0,224,230,1,2,5
GradientDescentStrategy,98913897_123985_0_288,98913897,505,505,253,MAXIMUM_EXECUTION_TIME_REACHED,15.07588858604431,1,22,149,7,0,253,371,0,66,5
GradientDescentStrategy,98928384_168856_0_32,98928384,0,0,430,NOT_FLIPPED,3.3855438232421875e-05,0,4,32,4,0,430,445,0,0,5
GradientDescentStrategy,98927229_305635_1_32,98927229,1788,1788,362,MAXIMUM_EXECUTION_TIME_REACHED,15.001496076583862,1,4,32,3,0,362,371,0,1,5
GradientDescentStrategy,98909640_438460_0_32771,98909640,0,0,255,NOT_FLIPPED,4.6825408935546876e-05,0,4,32,4,0,255,260,0,0,5
GradientDescentStrategy,98928384_815284_0_32771,98928384,0,0,228,NOT_FLIPPED,4.549026489257813e-05,0,4,32,4,0,228,234,0,0,5
GradientDescentStrategy,98928384_20309_0_32771,98928384,0,0,233,NOT_FLIPPED,3.77655029296875e-05,0,4,32,4,0,233,283,0,0,5
GradientDescentStrategy,296740999_123985_1_288,296740999,660,660,269,MAXIMUM_EXECUTION_TIME_REACHED,15.045684862136842,1,-,-,-,-,269,371,0,4,5
GradientDescentStrategy,98928384_944619_1_32,98928384,0,0,224,NOT_FLIPPED,2.6464462280273438e-05,0,4,32,4,0,224,227,0,0,5
GradientDescentStrategy,98950857_74179_0_294,98950857,0,1,228,FLIPPED_CONDITION,0.005283260345458984,1,22,149,3,0,228,236,1,1,5
GradientDescentStrategy,296792578_169184_1_40,296792578,1,14,183,FLIPPED_CONDITION,0.0901947021484375,2,-,-,-,-,183,191,1,6,5
GradientDescentStrategy,98920398_261390_1_288,98920398,0,1,252,FLIPPED_CONDITION,0.012051153182983398,1,22,149,6,0,252,254,1,3,5
GradientDescentStrategy,3422578731_326074_0_288,3422578731,6256,6258,242,MAXIMUM_EXECUTION_TIME_REACHED,15.000566577911377,2,2,12,6,0,242,243,0,8,5
GradientDescentStrategy,98921784_790838_1_40,98921784,480,480,200,MAXIMUM_EXECUTION_TIME_REACHED,15.077515649795533,1,10,85,1,0,200,371,0,17,5
GradientDescentStrategy,296742187_790838_0_40,296742187,1995,2131,207,MAXIMUM_EXECUTION_TIME_REACHED,15.000989532470703,1,-,-,-,-,207,214,0,12,5
GradientDescentStrategy,98909640_832806_1_32771,98909640,0,0,485,NOT_FLIPPED,4.711151123046875e-05,0,4,32,4,0,485,490,0,0,5
GradientDescentStrategy,98928384_305635_0_32771,98928384,0,0,280,NOT_FLIPPED,4.138946533203125e-05,0,4,32,4,0,280,371,0,0,5
GradientDescentStrategy,98913897_74179_1_288,98913897,26,998,25,MAXIMUM_EXECUTION_TIME_REACHED,15.011433267593384,1,22,149,7,0,25,40,0,2,5
GradientDescentStrategy,2191539794_151922_1_38,2191539794,4,5,216,FLIPPED_CONDITION,0.23143525123596193,2,-,-,-,-,216,234,1,4,5
GradientDescentStrategy,98912808_11991_0_288,98912808,1,3,37,FLIPPED_CONDITION,0.08879632949829101,1,10,85,12,0,37,40,1,7,5
GradientDescentStrategy,98927229_153580_1_32,98927229,6534,6534,285,MAXIMUM_EXECUTION_TIME_REACHED,15.001200199127197,1,4,32,3,0,285,294,0,1,5
GradientDescentStrategy,98928384_961657_0_32,98928384,0,0,32,NOT_FLIPPED,5.016326904296875e-05,0,4,32,4,0,32,39,0,0,5
GradientDescentStrategy,98922675_919657_0_288,98922675,1,2,238,FLIPPED_CONDITION,0.003408670425415039,2,10,85,13,0,238,250,1,34,5
GradientDescentStrategy,98924853_123985_1_38,98924853,0,2,193,FLIPPED_CONDITION,0.0032187461853027343,1,22,149,2,0,193,200,1,3,5
