Strategy,id,cmpid,nrOfMisses,nrOfInputs,depth,status,totalTime,nrOfOffsets,cyclomatic,oviedo,chain_size,cases,depth2,trace_length,flipped,reachableness,combined
ConcolicStrategy,98909640_832806_0_32,98909640,0,0,30,NOT_FLIPPED,0.17830944061279297,0,4,32,4,0,30,40,0,0,1
ConcolicStrategy,296855641_261390_1_38,296855641,0,1,259,FLIPPED_CONDITION,0.07600283622741699,1,22,149,4,0,259,266,1,2,1
ConcolicStrategy,3422555862_423878_1_36,3422555862,0,1,188,FLIPPED_CONDITION,0.19797301292419434,4,5,55,1,0,188,232,1,4,1
ConcolicStrategy,98909640_832806_0_32771,98909640,0,0,31,NOT_FLIPPED,0.1689167022705078,0,4,32,4,0,31,40,0,0,1
ConcolicStrategy,890278240_211100_1_288,890278240,11,12,161,FLIPPED_CONDITION,4.099383354187012,3,-,-,-,-,161,162,1,141,1
ConcolicStrategy,98928384_153098_0_32,98928384,0,0,200,NOT_FLIPPED,0.20215559005737305,0,4,32,4,0,200,340,0,0,1
ConcolicStrategy,98909640_153580_0_32771,98909640,0,0,271,NOT_FLIPPED,0.2094745635986328,0,4,32,4,0,271,371,0,0,1
ConcolicStrategy,98928384_961657_1_32771,98928384,0,0,237,NOT_FLIPPED,0.1721487045288086,0,4,32,4,0,237,239,0,0,1
ConcolicStrategy,296846731_131172_0_38,296846731,0,1,58,FLIPPED_CONDITION,0.04044389724731445,1,54,420,2,0,58,59,1,2,1
ConcolicStrategy,98946039_919657_1_32,98946039,0,1,261,FLIPPED_CONDITION,0.07586956024169922,1,10,85,2,0,261,275,1,2,1
ConcolicStrategy,98909640_357687_0_32,98909640,0,0,129,NOT_FLIPPED,0.2034449577331543,0,4,32,4,0,129,256,0,0,1
ConcolicStrategy,98909640_144448_0_32,98909640,0,0,25,NOT_FLIPPED,0.20586562156677246,0,4,32,4,0,25,126,0,0,1
ConcolicStrategy,3422555862_438868_1_36,3422555862,0,2,21,FLIPPED_CONDITION,0.5385093688964844,4,5,55,1,0,21,39,1,4,1
ConcolicStrategy,98928384_528362_0_32771,98928384,0,0,171,NOT_FLIPPED,0.21492266654968262,0,4,32,4,0,171,256,0,0,1
ConcolicStrategy,98930034_74179_1_40,98930034,35,38,195,MAXIMUM_EXECUTION_TIME_REACHED,15.831430196762085,1,22,149,2,0,195,492,0,19,1
ConcolicStrategy,98946039_11991_0_32,98946039,0,2,35,FLIPPED_CONDITION,0.3350191116333008,1,10,85,2,0,35,40,1,2,1
ConcolicStrategy,296752879_765407_1_36,296752879,0,0,194,NOT_FLIPPED,0.17948627471923828,1,6,61,4,0,194,234,0,19,1
ConcolicStrategy,296742187_60229_0_40,296742187,8,8,223,NOT_FLIPPED,0.6231908798217773,1,-,-,-,-,223,234,0,7,1
ConcolicStrategy,98928384_153580_0_32771,98928384,0,0,274,NOT_FLIPPED,0.24680590629577637,0,4,32,4,0,274,371,0,0,1
ConcolicStrategy,296846731_131172_1_38,296846731,0,2,30,FLIPPED_CONDITION,0.08948993682861328,1,54,420,2,0,30,121,1,2,1
ConcolicStrategy,98928384_35617_1_32771,98928384,0,0,499,NOT_FLIPPED,0.17232036590576172,0,4,32,4,0,499,500,0,0,1
ConcolicStrategy,98927229_628478_1_32,98927229,0,1,140,FLIPPED_CONDITION,0.030968189239501953,1,4,32,3,0,140,147,1,1,1
ConcolicStrategy,98909640_357687_0_32771,98909640,0,0,130,NOT_FLIPPED,0.22027373313903809,0,4,32,4,0,130,256,0,0,1
ConcolicStrategy,98912808_840868_0_288,98912808,42,42,229,MAXIMUM_EXECUTION_TIME_REACHED,15.77076506614685,1,10,85,12,0,229,492,0,47,1
ConcolicStrategy,98909640_832806_1_32,98909640,0,0,484,NOT_FLIPPED,0.12821507453918457,0,4,32,4,0,484,490,0,0,1
ConcolicStrategy,98928384_423214_1_32,98928384,0,0,546,NOT_FLIPPED,0.12840676307678223,0,4,32,4,0,546,548,0,0,1
ConcolicStrategy,98909640_153098_0_32,98909640,0,0,233,NOT_FLIPPED,0.18201279640197754,0,4,32,4,0,233,247,0,0,1
ConcolicStrategy,296742187_193050_0_40,296742187,5,17,243,NOT_FLIPPED,1.763120174407959,1,-,-,-,-,243,255,0,21,1
ConcolicStrategy,98913930_131172_1_33,98913930,0,0,211,NOT_FLIPPED,0.24363303184509277,1,54,420,5,0,211,234,0,36,1
ConcolicStrategy,98927229_944619_0_32,98927229,0,1,208,FLIPPED_CONDITION,0.43665194511413574,1,4,32,3,0,208,247,1,1,1
ConcolicStrategy,296726248_131172_1_288,296726248,0,0,8,NOT_FLIPPED,0.21429038047790527,1,54,420,2,0,8,14,0,2,1
ConcolicStrategy,890406544_169184_1_288,890406544,0,1,229,FLIPPED_CONDITION,0.06816887855529785,2,31,339,3,0,229,243,1,6,1
ConcolicStrategy,98909640_51651_0_32,98909640,0,0,25,NOT_FLIPPED,0.2120075225830078,0,4,32,4,0,25,121,0,0,1
ConcolicStrategy,98951880_74179_1_38,98951880,0,1,228,FLIPPED_CONDITION,0.11640095710754395,1,22,149,4,0,228,237,1,2,1
ConcolicStrategy,98916702_131172_0_32,98916702,0,1,135,FLIPPED_CONDITION,0.20421266555786133,1,54,420,2,0,135,238,1,2,1
ConcolicStrategy,98954355_131172_1_38,98954355,0,1,134,FLIPPED_CONDITION,0.4876892566680908,1,54,420,2,0,134,256,1,2,1
ConcolicStrategy,98928384_93985_0_32,98928384,0,0,132,NOT_FLIPPED,0.1706380844116211,0,4,32,4,0,132,238,0,0,1
ConcolicStrategy,296858413_131172_1_38,296858413,0,2,149,FLIPPED_CONDITION,0.13695192337036133,1,54,420,2,0,149,225,1,2,1
ConcolicStrategy,98914623_211100_1_288,98914623,15,16,173,FLIPPED_CONDITION,6.927165985107422,1,22,149,7,0,173,180,1,144,1
ConcolicStrategy,98909640_1000659_0_32,98909640,0,0,19,NOT_FLIPPED,0.18996095657348633,0,4,32,4,0,19,126,0,0,1
ConcolicStrategy,296745652_211100_1_40,296745652,101,115,54,NOT_FLIPPED,12.270667552947998,1,-,-,-,-,54,180,0,25,1
ConcolicStrategy,98928384_93985_0_32771,98928384,0,0,133,NOT_FLIPPED,0.17494964599609375,0,4,32,4,0,133,238,0,0,1
ConcolicStrategy,98928384_423214_1_32771,98928384,0,0,547,NOT_FLIPPED,0.1728193759918213,0,4,32,4,0,547,548,0,0,1
ConcolicStrategy,98912808_790838_1_288,98912808,71,71,199,NOT_FLIPPED,7.801822900772095,1,10,85,12,0,199,371,0,16,1
ConcolicStrategy,98960031_131172_1_38,98960031,0,4,142,FLIPPED_CONDITION,0.30479884147644043,1,54,420,2,0,142,238,1,2,1
ConcolicStrategy,98950857_74179_1_294,98950857,0,5,24,FLIPPED_CONDITION,0.3463890552520752,1,22,149,3,0,24,40,1,1,1
ConcolicStrategy,98907957_131172_1_32,98907957,0,1,161,FLIPPED_CONDITION,0.06949996948242188,1,54,420,4,0,161,171,1,1,1
ConcolicStrategy,98912808_11991_1_288,98912808,7,8,178,NOT_FLIPPED,0.31357789039611816,1,10,85,12,0,178,191,0,7,1
ConcolicStrategy,98930034_211100_1_40,98930034,101,115,56,NOT_FLIPPED,13.26550030708313,1,22,149,2,0,56,180,0,27,1
ConcolicStrategy,98946039_60229_1_32,98946039,0,1,215,FLIPPED_CONDITION,0.054578304290771484,1,10,85,2,0,215,219,1,2,1
ConcolicStrategy,98927229_832806_1_32,98927229,0,1,191,FLIPPED_CONDITION,0.07662343978881836,1,4,32,3,0,191,196,1,1,1
ConcolicStrategy,98947227_151922_0_40,98947227,0,0,250,NOT_FLIPPED,0.19082355499267578,1,31,339,6,0,250,257,0,37,1
ConcolicStrategy,2670775915_151922_0_32771,2670775915,0,0,213,NOT_FLIPPED,0.21151947975158691,0,-,-,-,-,213,234,0,0,1
ConcolicStrategy,98909640_168856_1_32,98909640,0,0,446,NOT_FLIPPED,0.12648439407348633,0,4,32,4,0,446,449,0,0,1
ConcolicStrategy,98928384_832806_1_32771,98928384,0,0,238,NOT_FLIPPED,0.18364429473876953,0,4,32,4,0,238,243,0,0,1
ConcolicStrategy,98928384_438460_1_32,98928384,0,0,257,NOT_FLIPPED,0.19730353355407715,0,4,32,4,0,257,260,0,0,1
ConcolicStrategy,98921784_145288_1_40,98921784,1,2,37,FLIPPED_CONDITION,7.624674081802368,1,10,85,1,0,37,180,1,8,1
ConcolicStrategy,98909640_585264_0_32771,98909640,0,0,138,NOT_FLIPPED,0.16872262954711914,0,4,32,4,0,138,238,0,0,1
ConcolicStrategy,296742187_145288_1_40,296742187,115,115,39,NOT_FLIPPED,13.221423149108887,1,-,-,-,-,39,180,0,10,1
ConcolicStrategy,98909640_438460_0_32,98909640,0,0,254,NOT_FLIPPED,0.14823269844055176,0,4,32,4,0,254,260,0,0,1
ConcolicStrategy,98927229_168574_1_32,98927229,0,1,225,FLIPPED_CONDITION,0.0587468147277832,1,4,32,3,0,225,234,1,1,1
ConcolicStrategy,98928384_961657_1_32,98928384,0,0,236,NOT_FLIPPED,0.17575645446777344,0,4,32,4,0,236,239,0,0,1
ConcolicStrategy,98898849_131172_1_32,98898849,2,3,13,FLIPPED_CONDITION,0.10230898857116699,1,54,420,3,0,13,39,1,3,1
ConcolicStrategy,296755948_261390_0_40,296755948,108,111,312,FLIPPED_CONDITION,5.7370522022247314,1,22,149,13,0,312,326,1,157,1
ConcolicStrategy,98928384_357687_1_32771,98928384,0,0,203,NOT_FLIPPED,0.1721782684326172,0,4,32,4,0,203,206,0,0,1
ConcolicStrategy,98914623_74179_0_288,98914623,36,39,192,MAXIMUM_EXECUTION_TIME_REACHED,15.862524032592773,1,22,149,7,0,192,492,0,16,1
ConcolicStrategy,296740999_74179_0_288,296740999,2,2,283,NOT_FLIPPED,0.17348575592041016,1,-,-,-,-,283,290,0,3,1
ConcolicStrategy,98912907_765407_0_288,98912907,0,0,145,NOT_FLIPPED,0.2056446075439453,1,6,61,1,0,145,234,0,2,1
ConcolicStrategy,98951880_261390_1_38,98951880,0,1,253,FLIPPED_CONDITION,0.11763191223144531,1,22,149,4,0,253,260,1,2,1
ConcolicStrategy,98913897_211100_1_288,98913897,1,7,24,NOT_FLIPPED,0.2786731719970703,1,22,149,7,0,24,39,0,2,1
ConcolicStrategy,98928384_168574_0_32,98928384,0,0,226,NOT_FLIPPED,0.1944122314453125,0,4,32,4,0,226,237,0,0,1
ConcolicStrategy,98909640_289905_1_32771,98909640,0,0,230,NOT_FLIPPED,0.17304778099060059,0,4,32,4,0,230,234,0,0,1
ConcolicStrategy,98929737_123985_1_288,98929737,71,71,190,NOT_FLIPPED,8.15610146522522,1,22,149,4,0,190,371,0,9,1
ConcolicStrategy,98909640_20147_1_32771,98909640,0,0,249,NOT_FLIPPED,0.17165040969848633,0,4,32,4,0,249,251,0,0,1
ConcolicStrategy,98928384_950786_1_32771,98928384,0,0,208,NOT_FLIPPED,0.17339777946472168,0,4,32,4,0,208,209,0,0,1
ConcolicStrategy,98927229_628478_0_32,98927229,0,2,140,FLIPPED_CONDITION,0.301832914352417,1,4,32,3,0,140,225,1,1,1
ConcolicStrategy,296694469_131172_1_32771,296694469,0,0,122,NOT_FLIPPED,0.17161130905151367,0,54,420,3,0,122,123,0,0,1
ConcolicStrategy,98927229_801711_1_32,98927229,0,1,218,FLIPPED_CONDITION,0.1692814826965332,1,4,32,3,0,218,225,1,1,1
ConcolicStrategy,98927229_168574_0_32,98927229,0,2,225,FLIPPED_CONDITION,0.11453700065612793,1,4,32,3,0,225,231,1,1,1
ConcolicStrategy,98927229_51651_0_32,98927229,0,2,27,FLIPPED_CONDITION,0.1847074031829834,1,4,32,3,0,27,121,1,1,1
ConcolicStrategy,98918649_123985_1_40,98918649,71,71,256,NOT_FLIPPED,7.664534568786621,1,22,149,9,0,256,371,0,69,1
ConcolicStrategy,296755948_211100_0_40,296755948,5,6,227,FLIPPED_CONDITION,8.673587560653687,1,22,149,13,0,227,247,1,198,1
ConcolicStrategy,98909640_168856_0_32,98909640,0,0,241,NOT_FLIPPED,0.20971417427062988,0,4,32,4,0,241,247,0,0,1
ConcolicStrategy,98927229_35527_0_32,98927229,6,6,307,NOT_FLIPPED,0.3294229507446289,1,4,32,3,0,307,393,0,1,1
ConcolicStrategy,296755948_74179_1_40,296755948,143,149,238,MAXIMUM_EXECUTION_TIME_REACHED,15.20796823501587,1,22,149,13,0,238,492,0,56,1
ConcolicStrategy,296747038_151922_1_40,296747038,0,0,208,NOT_FLIPPED,0.17445969581604004,1,-,-,-,-,208,214,0,23,1
ConcolicStrategy,98909640_944619_1_32,98909640,0,0,450,NOT_FLIPPED,0.18023037910461426,0,4,32,4,0,450,454,0,0,1
ConcolicStrategy,296777431_211100_1_40,296777431,101,115,82,NOT_FLIPPED,10.162478923797607,1,-,-,-,-,82,180,0,53,1
ConcolicStrategy,296752879_765407_0_36,296752879,0,0,194,NOT_FLIPPED,0.17463231086730957,1,6,61,4,0,194,482,0,19,1
ConcolicStrategy,98928384_144448_0_32,98928384,0,0,28,NOT_FLIPPED,0.21244430541992188,0,4,32,4,0,28,126,0,0,1
ConcolicStrategy,296802181_169184_1_40,296802181,1,3,185,FLIPPED_CONDITION,0.10061216354370117,2,31,339,3,0,185,193,1,6,1
ConcolicStrategy,98925018_131172_1_40,98925018,0,0,7,NOT_FLIPPED,0.21029925346374512,1,54,420,4,0,7,38,0,1,1
ConcolicStrategy,98912808_145288_1_288,98912808,1,2,36,FLIPPED_CONDITION,7.96682596206665,1,10,85,12,0,36,180,1,7,1
ConcolicStrategy,98929737_211100_1_288,98929737,9,10,38,FLIPPED_CONDITION,8.42107367515564,1,22,149,4,0,38,180,1,9,1
ConcolicStrategy,98918781_131172_1_32,98918781,0,2,132,FLIPPED_CONDITION,0.04326319694519043,1,54,420,3,0,132,243,1,1,1
ConcolicStrategy,98928384_153098_0_32771,98928384,0,0,201,NOT_FLIPPED,0.2217094898223877,0,4,32,4,0,201,340,0,0,1
ConcolicStrategy,296740999_123985_0_288,296740999,2,2,351,NOT_FLIPPED,0.23193025588989258,1,-,-,-,-,351,358,0,3,1
ConcolicStrategy,296855641_211100_1_38,296855641,0,2,336,FLIPPED_CONDITION,0.08862161636352539,1,22,149,4,0,336,408,1,2,1
ConcolicStrategy,98928384_35617_1_32,98928384,0,0,498,NOT_FLIPPED,0.1295185089111328,0,4,32,4,0,498,500,0,0,1
ConcolicStrategy,98924853_261390_1_38,98924853,1,2,201,NOT_FLIPPED,0.04121875762939453,1,22,149,2,0,201,203,0,3,1
ConcolicStrategy,98898519_131172_1_32,98898519,0,1,12,FLIPPED_CONDITION,0.05124163627624512,1,54,420,3,0,12,121,1,2,1
ConcolicStrategy,98928384_35527_0_32771,98928384,0,0,309,NOT_FLIPPED,0.20224285125732422,0,4,32,4,0,309,393,0,0,1
ConcolicStrategy,98927229_585264_0_32,98927229,0,4,139,FLIPPED_CONDITION,0.33838343620300293,1,4,32,3,0,139,238,1,1,1
ConcolicStrategy,98899872_765407_1_32771,98899872,0,0,222,NOT_FLIPPED,0.17307066917419434,0,6,61,4,0,222,223,0,0,1
ConcolicStrategy,98946039_790838_0_32,98946039,6,6,310,NOT_FLIPPED,0.3049747943878174,1,10,85,2,0,310,393,0,2,1
ConcolicStrategy,98929737_74179_1_288,98929737,162,162,391,NOT_FLIPPED,14.518361806869507,1,22,149,4,0,391,492,0,185,1
ConcolicStrategy,98920398_211100_1_288,98920398,0,3,179,NOT_FLIPPED,0.19607782363891602,1,22,149,6,0,179,180,0,3,1
ConcolicStrategy,98918616_131172_0_32,98918616,0,2,246,FLIPPED_CONDITION,0.16123247146606445,1,54,420,2,0,246,256,1,1,1
ConcolicStrategy,98927229_20147_0_32,98927229,0,2,250,FLIPPED_CONDITION,0.058259010314941406,1,4,32,3,0,250,254,1,1,1
ConcolicStrategy,98918781_131172_0_32,98918781,0,2,134,FLIPPED_CONDITION,0.15740036964416504,1,54,420,3,0,134,238,1,1,1
ConcolicStrategy,3422574507_882976_0_36,3422574507,2,11,143,NOT_FLIPPED,0.4670267105102539,2,5,55,4,0,143,238,0,6,1
ConcolicStrategy,98928384_20309_1_32,98928384,0,0,487,NOT_FLIPPED,0.18715977668762207,0,4,32,4,0,487,492,0,0,1
ConcolicStrategy,98917824_131172_1_288,98917824,0,1,137,FLIPPED_CONDITION,0.05801248550415039,2,54,420,2,0,137,225,1,2,1
ConcolicStrategy,296694469_131172_1_32,296694469,0,0,121,NOT_FLIPPED,0.12717795372009277,0,54,420,3,0,121,123,0,0,1
ConcolicStrategy,296792578_151922_0_40,296792578,0,1,222,FLIPPED_CONDITION,0.14487338066101074,2,-,-,-,-,222,232,1,6,1
ConcolicStrategy,98912907_950909_0_288,98912907,0,0,8,NOT_FLIPPED,0.21532869338989258,1,6,61,1,0,8,38,0,2,1
ConcolicStrategy,98909640_801711_0_32,98909640,0,0,144,NOT_FLIPPED,0.2066819667816162,0,4,32,4,0,144,225,0,0,1
ConcolicStrategy,98946039_145288_1_32,98946039,0,1,224,FLIPPED_CONDITION,0.07425355911254883,1,10,85,2,0,224,230,1,2,1
ConcolicStrategy,98913897_123985_0_288,98913897,71,71,253,NOT_FLIPPED,7.712230205535889,1,22,149,7,0,253,371,0,66,1
ConcolicStrategy,98928384_168856_0_32,98928384,0,0,430,NOT_FLIPPED,0.18545031547546387,0,4,32,4,0,430,445,0,0,1
ConcolicStrategy,98927229_305635_1_32,98927229,3,3,362,NOT_FLIPPED,0.21863484382629395,1,4,32,3,0,362,371,0,1,1
ConcolicStrategy,98909640_438460_0_32771,98909640,0,0,255,NOT_FLIPPED,0.19721722602844238,0,4,32,4,0,255,260,0,0,1
ConcolicStrategy,98928384_815284_0_32771,98928384,0,0,228,NOT_FLIPPED,0.24788212776184082,0,4,32,4,0,228,234,0,0,1
ConcolicStrategy,98928384_20309_0_32771,98928384,0,0,233,NOT_FLIPPED,0.18073391914367676,0,4,32,4,0,233,283,0,0,1
ConcolicStrategy,296740999_123985_1_288,296740999,8,8,269,NOT_FLIPPED,0.7526767253875732,1,-,-,-,-,269,371,0,4,1
ConcolicStrategy,98928384_944619_1_32,98928384,0,0,224,NOT_FLIPPED,0.1737046241760254,0,4,32,4,0,224,227,0,0,1
ConcolicStrategy,98950857_74179_0_294,98950857,0,1,228,FLIPPED_CONDITION,0.05506420135498047,1,22,149,3,0,228,236,1,1,1
ConcolicStrategy,296792578_169184_1_40,296792578,2,5,183,NOT_FLIPPED,0.208235502243042,2,-,-,-,-,183,191,0,6,1
ConcolicStrategy,98920398_261390_1_288,98920398,0,1,252,FLIPPED_CONDITION,0.08839106559753418,1,22,149,6,0,252,254,1,3,1
ConcolicStrategy,3422578731_326074_0_288,3422578731,6,6,242,NOT_FLIPPED,0.1296992301940918,2,2,12,6,0,242,243,0,8,1
ConcolicStrategy,98921784_790838_1_40,98921784,71,71,200,NOT_FLIPPED,7.593052625656128,1,10,85,1,0,200,371,0,17,1
ConcolicStrategy,296742187_790838_0_40,296742187,7,8,207,NOT_FLIPPED,0.31746768951416016,1,-,-,-,-,207,214,0,12,1
ConcolicStrategy,98909640_832806_1_32771,98909640,0,0,485,NOT_FLIPPED,0.17357349395751953,0,4,32,4,0,485,490,0,0,1
ConcolicStrategy,98928384_305635_0_32771,98928384,0,0,280,NOT_FLIPPED,0.2719075679779053,0,4,32,4,0,280,371,0,0,1
ConcolicStrategy,98913897_74179_1_288,98913897,1,7,25,NOT_FLIPPED,0.2995171546936035,1,22,149,7,0,25,40,0,2,1
ConcolicStrategy,2191539794_151922_1_38,2191539794,2,3,216,FLIPPED_CONDITION,0.3478379249572754,2,-,-,-,-,216,234,1,4,1
ConcolicStrategy,98912808_11991_0_288,98912808,1,3,37,FLIPPED_CONDITION,0.31182003021240234,1,10,85,12,0,37,40,1,7,1
ConcolicStrategy,98927229_153580_1_32,98927229,3,3,285,NOT_FLIPPED,0.07549142837524414,1,4,32,3,0,285,294,0,1,1
ConcolicStrategy,98928384_961657_0_32,98928384,0,0,32,NOT_FLIPPED,0.27690839767456055,0,4,32,4,0,32,39,0,0,1
ConcolicStrategy,98922675_919657_0_288,98922675,1,2,238,FLIPPED_CONDITION,13.012558221817017,2,10,85,13,0,238,250,1,34,1
ConcolicStrategy,98924853_123985_1_38,98924853,1,2,193,NOT_FLIPPED,0.0422663688659668,1,22,149,2,0,193,200,0,3,1
ConcolicStrategy,98909640_944619_1_32771,98909640,0,0,451,NOT_FLIPPED,0.17330646514892578,0,4,32,4,0,451,454,0,0,1
ConcolicStrategy,98928384_585264_0_32,98928384,0,0,140,NOT_FLIPPED,0.17026305198669434,0,4,32,4,0,140,238,0,0,1
ConcolicStrategy,296777431_261390_1_40,296777431,4,5,238,FLIPPED_CONDITION,1.3875386714935303,1,-,-,-,-,238,247,1,33,1
ConcolicStrategy,296777431_123985_1_40,296777431,156,156,253,MAXIMUM_EXECUTION_TIME_REACHED,15.037864923477173,1,-,-,-,-,253,496,0,28,1
ConcolicStrategy,98951880_74179_0_38,98951880,0,2,226,FLIPPED_CONDITION,0.04159212112426758,1,22,149,4,0,226,234,1,2,1
ConcolicStrategy,98932905_151922_1_294,98932905,0,1,252,FLIPPED_CONDITION,1.256704568862915,1,31,339,6,0,252,255,1,26,1
ConcolicStrategy,98922675_11991_0_288,98922675,1,2,38,FLIPPED_CONDITION,0.2490832805633545,1,10,85,13,0,38,40,1,8,1
ConcolicStrategy,98928384_20147_0_32771,98928384,0,0,252,NOT_FLIPPED,0.1947474479675293,0,4,32,4,0,252,260,0,0,1
ConcolicStrategy,98951880_123985_1_38,98951880,3,3,275,NOT_FLIPPED,0.34436488151550293,1,22,149,4,0,275,371,0,2,1
ConcolicStrategy,98947227_151922_1_40,98947227,7,8,205,NOT_FLIPPED,0.3585660457611084,1,31,339,6,0,205,214,0,11,1
ConcolicStrategy,890278240_261390_1_288,890278240,1,2,265,FLIPPED_CONDITION,1.430079460144043,3,-,-,-,-,265,266,1,75,1
ConcolicStrategy,98925018_131172_0_40,98925018,0,0,7,NOT_FLIPPED,0.20966148376464844,1,54,420,4,0,7,14,0,1,1
ConcolicStrategy,3422574507_431083_0_36,3422574507,7,7,223,NOT_FLIPPED,0.1266481876373291,2,5,55,4,0,223,232,0,8,1
ConcolicStrategy,98918649_261390_0_40,98918649,3,4,259,FLIPPED_CONDITION,3.2553112506866455,1,22,149,9,0,259,299,1,54,1
ConcolicStrategy,296749909_131172_0_294,296749909,0,0,144,NOT_FLIPPED,0.21987152099609375,1,-,-,-,-,144,234,0,1,1
ConcolicStrategy,98903733_131172_0_32,98903733,0,2,135,FLIPPED_CONDITION,0.19387507438659668,1,54,420,4,0,135,256,1,1,1
ConcolicStrategy,296762482_131172_0_33,296762482,0,0,18,NOT_FLIPPED,0.2127060890197754,1,-,-,-,-,18,39,0,2,1
ConcolicStrategy,296742187_193050_1_40,296742187,83,84,274,NOT_FLIPPED,3.8620693683624268,1,-,-,-,-,274,299,0,69,1
ConcolicStrategy,98928384_832806_0_32771,98928384,0,0,34,NOT_FLIPPED,0.1862471103668213,0,4,32,4,0,34,40,0,0,1
ConcolicStrategy,3422555862_882976_1_36,3422555862,0,7,136,NOT_FLIPPED,0.27422666549682617,1,5,55,1,0,136,238,0,2,1
ConcolicStrategy,98929737_261390_0_288,98929737,6,17,251,NOT_FLIPPED,1.8567819595336914,1,22,149,4,0,251,255,0,25,1
ConcolicStrategy,296694469_131172_0_32771,296694469,0,0,122,NOT_FLIPPED,0.15131306648254395,0,54,420,3,0,122,126,0,0,1
ConcolicStrategy,98927229_1000659_1_32,98927229,0,1,131,FLIPPED_CONDITION,0.029375553131103516,1,4,32,3,0,131,138,1,1,1
ConcolicStrategy,98928384_357687_0_32771,98928384,0,0,133,NOT_FLIPPED,0.23723459243774414,0,4,32,4,0,133,256,0,0,1
ConcolicStrategy,890258638_950909_0_288,890258638,0,0,16,NOT_FLIPPED,0.2280139923095703,1,31,339,3,0,16,38,0,6,1
ConcolicStrategy,296740999_211100_1_288,296740999,7,8,174,NOT_FLIPPED,0.5128471851348877,1,-,-,-,-,174,180,0,4,1
ConcolicStrategy,98899047_131172_0_32771,98899047,0,0,15,NOT_FLIPPED,0.20170235633850098,0,54,420,4,0,15,39,0,0,1
ConcolicStrategy,296738920_131172_1_288,296738920,0,0,17,NOT_FLIPPED,0.2077782154083252,1,-,-,-,-,17,39,0,3,1
ConcolicStrategy,98960031_131172_0_38,98960031,0,1,231,FLIPPED_CONDITION,0.06565594673156738,1,54,420,2,0,231,238,1,2,1
ConcolicStrategy,98923896_261390_1_38,98923896,5,17,226,NOT_FLIPPED,1.7268438339233398,1,22,149,2,0,226,255,0,4,1
ConcolicStrategy,98940660_131172_0_32,98940660,1,2,136,FLIPPED_CONDITION,0.041820526123046875,1,54,420,2,0,136,239,1,3,1
ConcolicStrategy,890278240_74179_1_288,890278240,6,7,430,FLIPPED_CONDITION,12.27412223815918,3,-,-,-,-,430,431,1,243,1
ConcolicStrategy,98918649_74179_1_40,98918649,36,39,194,MAXIMUM_EXECUTION_TIME_REACHED,15.823805570602417,1,22,149,9,0,194,492,0,18,1
ConcolicStrategy,98946039_970235_0_32,98946039,0,1,202,FLIPPED_CONDITION,0.4248373508453369,1,10,85,2,0,202,340,1,2,1
ConcolicStrategy,98912379_840868_0_40,98912379,0,1,235,FLIPPED_CONDITION,0.08186125755310059,1,10,85,2,0,235,283,1,3,1
ConcolicStrategy,296726248_131172_0_288,296726248,0,0,32,NOT_FLIPPED,0.2186295986175537,1,54,420,2,0,32,38,0,22,1
ConcolicStrategy,98932905_169184_0_294,98932905,0,1,24,FLIPPED_CONDITION,0.04407620429992676,1,31,339,6,0,24,25,1,2,1
ConcolicStrategy,98929737_261390_1_288,98929737,1,2,230,FLIPPED_CONDITION,0.9265120029449463,1,22,149,4,0,230,243,1,25,1
ConcolicStrategy,98950857_211100_1_294,98950857,0,5,23,FLIPPED_CONDITION,0.4907960891723633,1,22,149,3,0,23,39,1,1,1
ConcolicStrategy,3422578731_678183_0_32,3422578731,0,2,139,NOT_FLIPPED,0.04618215560913086,1,2,12,6,0,139,140,0,3,1
ConcolicStrategy,98928384_153098_1_32771,98928384,0,0,488,NOT_FLIPPED,0.1738123893737793,0,4,32,4,0,488,490,0,0,1
ConcolicStrategy,98928384_628478_0_32771,98928384,0,0,142,NOT_FLIPPED,0.21467256546020508,0,4,32,4,0,142,225,0,0,1
ConcolicStrategy,98927229_832806_0_32,98927229,0,2,32,FLIPPED_CONDITION,0.41615724563598633,1,4,32,3,0,32,40,1,1,1
ConcolicStrategy,98928384_51651_1_32771,98928384,0,0,233,NOT_FLIPPED,0.17296099662780762,0,4,32,4,0,233,234,0,0,1
ConcolicStrategy,98913897_123985_1_288,98913897,8,8,218,NOT_FLIPPED,0.5009799003601074,1,22,149,7,0,218,234,0,2,1
ConcolicStrategy,98928384_51651_0_32,98928384,0,0,28,NOT_FLIPPED,0.22484731674194336,0,4,32,4,0,28,121,0,0,1
ConcolicStrategy,296752879_950909_0_36,296752879,0,0,57,NOT_FLIPPED,0.17403078079223633,1,6,61,4,0,57,64,0,19,1
ConcolicStrategy,890278240_74179_0_288,890278240,121,137,237,MAXIMUM_EXECUTION_TIME_REACHED,15.376120567321777,3,-,-,-,-,237,492,0,66,1
ConcolicStrategy,3422574507_919058_0_36,3422574507,33,33,191,NOT_FLIPPED,2.3975253105163574,2,5,55,4,0,191,255,0,6,1
ConcolicStrategy,98909640_168574_1_32,98909640,0,0,223,NOT_FLIPPED,0.12470006942749023,0,4,32,4,0,223,228,0,0,1
ConcolicStrategy,98927229_423214_1_32,98927229,0,1,337,FLIPPED_CONDITION,0.14792466163635254,1,4,32,3,0,337,340,1,1,1
