Strategy;id;cmpid;nrOfMisses;nrOfInputs;depth;status;totalTime;nrOfOffsets;cyclomatic;oviedo;chain_size;cases
ConcolicStrategy;1903821462_930920_1_32771;1903821462;19;21;0;NOT_FLIPPED;0.1298506259918213;0;37;512;14;0
ConcolicStrategy;611337383_96084_1_32;611337383;19;20;0;NOT_FLIPPED;0.12558531761169434;0;-;-;-;-
ConcolicStrategy;1903854462_582185_1_34;1903854462;0;1;0;FLIPPED_CONDITION;0.01906752586364746;1;246;2690;17;0
ConcolicStrategy;1288478043_582185_0_32771;1288478043;19;21;0;NOT_FLIPPED;0.12574362754821777;0;-;-;-;-
ConcolicStrategy;3229184935_245655_1_32;3229184935;22;28;0;NOT_FLIPPED;1.2264559268951416;0;3;36;9;0
ConcolicStrategy;3229184935_502207_1_32;3229184935;0;0;0;NOT_FLIPPED;0.013401985168457031;0;3;36;9;0
ConcolicStrategy;1903821363_520974_0_32771;1903821363;19;21;0;NOT_FLIPPED;0.18163204193115234;0;37;512;5;0
ConcolicStrategy;1903829217_582185_1_32771;1903829217;20;22;0;NOT_FLIPPED;0.12160444259643555;0;246;2690;18;0
ConcolicStrategy;1903845618_726465_1_32;1903845618;19;21;0;NOT_FLIPPED;0.7827968597412109;0;6;78;5;0
ConcolicStrategy;3072984623_245655_1_32771;3072984623;18;20;0;NOT_FLIPPED;8.009084463119507;0;-;-;-;-
ConcolicStrategy;1903839645_582185_1_288;1903839645;1;2;0;FLIPPED_CONDITION;0.02339029312133789;2;246;2690;19;0
ConcolicStrategy;4204124642_726465_1_34;4204124642;0;3;0;FLIPPED_CONDITION;8.004003047943115;2;18;138;14;0
ConcolicStrategy;3229184935_960866_1_32;3229184935;28;38;0;NOT_FLIPPED;8.039609670639038;0;3;36;9;0
ConcolicStrategy;1903833936_582185_1_32;1903833936;22;30;0;NOT_FLIPPED;8.009166240692139;0;246;2690;24;0
ConcolicStrategy;4249714321_582185_0_38;4249714321;1;9;0;FLIPPED_CONDITION;0.4195990562438965;2;246;2690;28;0
ConcolicStrategy;4204137842_539393_1_32;4204137842;27;29;0;NOT_FLIPPED;1.4865548610687256;0;18;138;5;0
ConcolicStrategy;1834228663_520974_1_32771;1834228663;19;21;0;NOT_FLIPPED;0.12703323364257812;0;-;-;-;-
ConcolicStrategy;1903826874_582185_0_32;1903826874;19;22;0;NOT_FLIPPED;0.17214369773864746;0;246;2690;5;0
ConcolicStrategy;1903821363_930920_0_32771;1903821363;19;21;0;NOT_FLIPPED;0.12980246543884277;0;37;512;5;0
ConcolicStrategy;1903821429_930920_1_32;1903821429;19;21;0;NOT_FLIPPED;0.12584543228149414;0;37;512;11;0
ConcolicStrategy;1903841097_539393_2_511;1903841097;8;9;0;FLIPPED_CONDITION;0.986121654510498;1;14;206;3;2
ConcolicStrategy;3229190182_123636_1_38;3229190182;5;14;0;NOT_FLIPPED;8.019882202148438;2;4;39;1;0
ConcolicStrategy;4098456377_582185_0_34;4098456377;12;12;0;NOT_FLIPPED;0.2687695026397705;1;14;156;1;0
ConcolicStrategy;611337383_520974_0_32771;611337383;19;21;0;NOT_FLIPPED;0.1233377456665039;0;-;-;-;-
ConcolicStrategy;1834228663_96084_1_32771;1834228663;19;21;0;NOT_FLIPPED;0.17930150032043457;0;-;-;-;-
ConcolicStrategy;3229184935_286295_1_32771;3229184935;23;38;0;NOT_FLIPPED;8.008723735809326;0;3;36;9;0
ConcolicStrategy;1903850337_441853_1_40;1903850337;0;1;0;FLIPPED_CONDITION;0.0181427001953125;1;37;512;3;0
ConcolicStrategy;1903840602_726465_1_32;1903840602;21;23;0;NOT_FLIPPED;1.0763227939605713;0;14;206;5;0
ConcolicStrategy;1903821528_1037775_0_32;1903821528;19;24;0;NOT_FLIPPED;0.17194652557373047;0;37;512;26;0
ConcolicStrategy;1903848126_441853_1_32;1903848126;0;1;0;FLIPPED_CONDITION;0.018607616424560547;2;37;512;3;0
ConcolicStrategy;3477502214_726465_0_32;3477502214;21;31;0;NOT_FLIPPED;8.007553577423096;0;18;138;5;0
ConcolicStrategy;1903831527_582185_1_32771;1903831527;32;35;0;NOT_FLIPPED;0.27584242820739746;0;246;2690;32;0
ConcolicStrategy;3229184935_610685_1_32771;3229184935;34;49;0;NOT_FLIPPED;1.4819893836975098;0;3;36;9;0
ConcolicStrategy;1903855914_539393_0_32;1903855914;0;6;0;FLIPPED_CONDITION;0.1183164119720459;1;12;153;20;0
ConcolicStrategy;4158871574_582185_0_32771;4158871574;19;21;0;NOT_FLIPPED;0.17156028747558594;0;246;2690;6;0
