cmpid, context, order, belong, p, op, condition, is_desirable, offsets, state
2252890705, 438053, 8, 189, 65535, 32770, 2, 0, 0, true, , Offset
250316866, 438053, 8, 190, 65535, 32770, 2, 0, 0, true, , Offset
2252921593, 896690, 8, 188, 65535, 32770, 2, 0, 0, true, , Offset
250320298, 896690, 8, 188, 65535, 32770, 2, 0, 0, true, , Offset
2252890705, 438053, 9, 189, 65535, 32770, 2, 0, 0, true, , Offset
250316866, 438053, 9, 190, 65535, 32770, 2, 0, 0, true, , Offset
2252921593, 896690, 9, 188, 65535, 32770, 2, 0, 0, true, , Offset
250320298, 896690, 9, 188, 65535, 32770, 2, 0, 0, true, , Offset
2252890705, 438053, 10, 189, 65535, 32770, 2, 0, 0, true, , Offset
250316866, 438053, 10, 190, 65535, 32770, 2, 0, 0, true, , Offset
2252921593, 896690, 10, 188, 65535, 32770, 2, 0, 0, true, , Offset
250320298, 896690, 10, 188, 65535, 32770, 2, 0, 0, true, , Offset
2252890705, 438053, 11, 189, 65535, 32770, 2, 0, 0, true, , Offset
250316866, 438053, 11, 190, 65535, 32770, 2, 0, 0, true, , Offset
2252921593, 896690, 11, 188, 65535, 32770, 2, 0, 0, true, , Offset
250320298, 896690, 11, 188, 65535, 32770, 2, 0, 0, true, , Offset
2252890705, 438053, 12, 189, 65535, 32770, 2, 0, 0, true, , Offset
250316866, 438053, 12, 190, 65535, 32770, 2, 0, 0, true, , Offset
2252921593, 896690, 12, 188, 65535, 32770, 2, 0, 0, true, , Offset
250320298, 896690, 12, 188, 65535, 32770, 2, 0, 0, true, , Offset
2252890705, 438053, 13, 189, 65535, 32770, 2, 0, 0, true, , Offset
250316866, 438053, 13, 190, 65535, 32770, 2, 0, 0, true, , Offset
2252921593, 896690, 13, 188, 65535, 32770, 2, 0, 0, true, , Offset
250320298, 896690, 13, 188, 65535, 32770, 2, 0, 0, true, , Offset
2252890705, 483315, 1, 188, 65535, 32770, 2, 0, 0, true, , Offset
250316866, 483315, 1, 188, 65535, 32770, 2, 0, 0, true, , Offset
2252921593, 810596, 1, 188, 65535, 32770, 2, 0, 0, true, , Offset
250320298, 810596, 1, 188, 65535, 32770, 2, 0, 0, true, , Offset
2288608249, 510784, 65537, 191, 65535, 32771, 2, 3c, 3c, true, , Offset
250294360, 510784, 1, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 2, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 3, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 4, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 5, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 6, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 7, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 8, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 9, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 10, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 11, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 12, 191, 65535, 32770, 2, 0, 0, true, , Offset
250294360, 510784, 13, 191, 65535, 32770, 2, 0, 0, true, , Offset
2523043252, 848649, 1, 192, 65535, 32, 2, b9e0, 4, true, , Offset
2523044506, 848649, 1, 192, 65535, 32, 2, a9dcd038, 0, true, , Offset
2523049060, 848649, 1, 192, 65535, 32, 2, d33a, 28, true, , Offset
2523091531, 848649, 1, 196, 65535, 32, 2, 31dd, 0, true, , Offset
1232486264, 141617, 1, 196, 65535, 32, 2, 3, 6aa9, true, , Offset
1232486264, 141617, 2, 196, 65535, 32, 2, 6, 6aa9, true, , Offset
1232486264, 141617, 3, 196, 65535, 32, 2, 3e, 6aa9, true, , Offset
1232486264, 141617, 4, 196, 65535, 32, 2, 0, 6aa9, true, , Offset
2523038797, 141617, 1, 196, 65535, 32, 2, 3, 6aa9, true, , Offset
2523038797, 141617, 2, 196, 65535, 32, 2, 6, 6aa9, true, , Offset
2523038797, 141617, 3, 196, 65535, 32, 2, 3e, 6aa9, true, , Offset
2523038797, 141617, 4, 196, 2606, 32, 0, 0, 6aa9, true, 18-19&19-20, OffsetAllEnd
2523031669, 141617, 1, 196, 65535, 32, 2, fd0ffab5, 0, true, , Offset
2523057805, 141617, 1, 192, 65535, 32, 2, b9e0, 4, true, , Offset
2288608249, 848649, 65545, 194, 65535, 32771, 2, 2, 2, true, , Offset
2288608249, 848649, 65547, 194, 65535, 32771, 2, 9, 9, true, , Offset
2523036190, 141617, 1, 195, 65535, 32, 2, 66ae, 20, true, , Offset
2523070642, 848649, 1, 196, 65535, 32, 2, b9e0, 1, true, , Offset
2523044836, 848649, 1, 197, 65535, 32, 2, a9dcd038, 0, true, , Offset
2523050578, 848649, 1, 198, 65535, 32, 2, 3, 6aa9, true, , Offset
2523050578, 848649, 2, 198, 65535, 32, 2, 6, 6aa9, true, , Offset
2523050578, 848649, 3, 198, 65535, 32, 2, 3e, 6aa9, true, , Offset
2523050578, 848649, 4, 198, 65535, 32, 2, 0, 6aa9, true, , Offset
2523044308, 848649, 1, 198, 65535, 32, 2, b9e0, 2, true, , Offset
2523049819, 848649, 1, 198, 65535, 32, 2, b9e0, 3, true, , Offset
2523045562, 848649, 1, 198, 65535, 32, 2, e701, 0, true, , Offset
3274170876, 848649, 1, 197, 65535, 32, 2, a9dcd038, 0, true, , Offset
2676007764, 342207, 1, 197, 65535, 288, 2, a9dcd038, 34, true, , Offset
2676007764, 342207, 65537, 197, 65535, 32771, 2, a9dcd038, 34, true, , Offset
2675955822, 889790, 65537, 210, 65535, 32771, 2, d, ffffffffffffffff, true, , Offset
2523076879, 848649, 65537, 210, 65535, 32771, 2, d, 28, true, , Offset
2523072061, 848649, 1, 198, 65535, 32, 2, 0, 0, false, , Offset
2523048301, 848649, 1, 198, 65535, 32, 2, 0, 0, false, , Offset
2523059884, 848649, 1, 198, 65535, 32, 2, e71d, 0, true, , Offset
2523031999, 141617, 1, 203, 65535, 32, 2, a9dcd038, 0, true, , Offset
1232696540, 141617, 1, 203, 65535, 32, 2, e701, ffff, true, , Offset
2523032857, 141617, 1, 213, 65535, 34, 2, e701, 1, true, , Offset
2523037477, 141617, 1, 269, 65535, 34, 2, 2, 7ffffff, true, , Offset
2523033154, 141617, 1, 943, 2606, 34, 0, 2, 3ffffff, true, 44-45&45-46, OffsetAllEnd
2523043087, 141617, 1, 943, 2605, 34, 1, 22, 2, false, 28-29&29-30&30-31&31-32&44-45&45-46, OffsetAllEnd
2676007764, 31148, 1, 213, 65535, 288, 2, fd2cdab5, 34, true, , Offset
2676007764, 31148, 65537, 213, 65535, 32771, 2, fd2cdab5, 34, true, , Offset
762865291, 141617, 65550, 213, 65535, 32771, 2, 0, 20, true, , Offset
2675955822, 552995, 65537, 213, 65535, 32771, 2, 0, ffffffffffffffff, true, , Offset
2523066121, 141617, 65537, 213, 65535, 32771, 2, 0, 20, true, , Offset
2523060082, 848649, 1, 205, 65535, 32, 2, 0, 6f, true, , OneByte
2288608249, 848649, 65548, 211, 65535, 32771, 2, 28, 28, true, , Offset
1232451812, 316205, 1, 211, 65535, 32, 2, f1e38747, 8, true, , Offset
2523035332, 316205, 1, 211, 65535, 34, 2, e3adff6d, 5d, true, , Offset
2523035332, 316205, 65537, 211, 65535, 32771, 2, e3adff6d, 5d, true, , Offset
2523050941, 848649, 1, 211, 65535, 32, 2, 31dd, 0, true, , Offset
2523054538, 848649, 1, 219, 65535, 32, 2, e71d, ffff, true, , Offset
2523051535, 848649, 1, 219, 65535, 32, 2, e701, ffff, true, , Offset
2523051832, 848649, 1, 219, 65535, 32, 2, 31dd, 1, true, , Offset
2523048664, 848649, 1, 219, 65535, 34, 2, 31dd, 6666666, true, , Offset
2523051964, 848649, 1, 236, 65535, 34, 2, 31dd, 3333333, true, , Offset
2523054274, 848649, 1, 236, 2605, 34, 1, 7ca94, 34, false, 32-33&33-34&34-35&35-36&48-49&49-50, OffsetAllEnd
2676007764, 271492, 1, 219, 65535, 32, 2, 7ca94, 5c, true, , Offset
2675955822, 138827, 65537, 219, 65535, 32771, 2, 0, ffffffffffffffff, true, , Offset
2523075130, 848649, 65537, 219, 65535, 32771, 2, 0, 28, true, , Offset
2523051304, 848649, 1, 212, 65535, 32, 2, e701, 0, true, , Offset
2523064801, 848649, 65537, 212, 65535, 32771, 2, 41, 0, true, , Offset
2523051766, 848649, 1, 212, 65535, 36, 2, 41, e701, true, , Offset
2523051766, 848649, 65537, 212, 65535, 32771, 2, 41, e701, true, , Offset
2676007764, 340919, 1, 214, 65535, 288, 2, a9dcd038, 34, true, , Offset
2676007764, 340919, 65537, 214, 65535, 32771, 2, a9dcd038, 34, true, , Offset
2675955822, 878198, 65537, 229, 65535, 32771, 2, d, ffffffffffffffff, true, , Offset
3274227900, 141617, 65537, 229, 65535, 32771, 2, d, 28, true, , Offset
2676007764, 373202, 1, 215, 65535, 288, 2, fd0ffab5, 34, true, , Offset
2676007764, 373202, 65537, 215, 65535, 32771, 2, fd0ffab5, 34, true, , Offset
1803781946, 89041, 1, 333, 2606, 40, 0, 80, 0, false, 44-45&45-46, OffsetAllEnd
1116297462, 89041, 1, 215, 65535, 288, 2, 40, 0, true, , Offset
3348892387, 89041, 1, 333, 2605, 288, 0, 80, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 89041, 1, 333, 2606, 34, 0, 80, 2a0, false, 44-45&45-46, OffsetAllEnd
677343739, 89041, 1, 333, 2605, 16416, 0, 80, 0, true, 44-45&45-46, Offset
2523039457, 141617, 1, 215, 65535, 288, 2, 1, 0, true, , Offset
2675955822, 684200, 65537, 232, 65535, 32771, 2, 20, ffffffffffffffff, true, , Offset
3274233147, 141617, 65537, 215, 65535, 32771, 2, 0, 20, true, , Offset
2523040381, 141617, 1, 216, 65535, 288, 2, 0, 0, true, , Offset
1232548931, 141617, 1, 216, 65535, 288, 2, 0, 0, true, , Offset
2523050842, 141617, 65537, 216, 65535, 32771, 2, 41, 0, true, , Offset
1693404270, 340249, 1, 216, 65535, 288, 2, 0, 0, true, , Offset
2523047773, 848649, 1, 220, 65535, 290, 2, e3adff6d, fffffeff, true, , Offset
2523051073, 848649, 1, 904, 2605, 32, 1, 3ec9e64, 3ec9e64, false, 72-73&73-74&74-75&75-76, OffsetAllEnd
2523052195, 848649, 1, 220, 65535, 32, 2, e3adff6d, 0, true, , Offset
2523083116, 848649, 1, 222, 65535, 32, 2, cde8db64, 0, true, , Offset
1803769769, 387481, 1, 283, 2606, 34, 0, 51, ffffffff, false, 48-49&49-50, OffsetAllEnd
1803781946, 952703, 1, 283, 2605, 40, 0, 50, 0, false, 48-49&49-50, OffsetAllEnd
1116297462, 952703, 1, 283, 2606, 288, 0, 50, 0, false, 48-49&49-50, OffsetAllEnd
3348892387, 952703, 1, 283, 2606, 288, 0, 50, 0, false, 48-49&49-50, OffsetAllEnd
75260415, 952703, 1, 283, 2606, 34, 0, 50, 320, false, 48-49&49-50, OffsetAllEnd
677343739, 952703, 1, 283, 2606, 16416, 0, 50, 0, true, 48-49&49-50, Offset
1803769769, 306304, 1, 283, 2606, 34, 0, 9, ffffffff, false, 48-49&49-50, OffsetAllEnd
1803781946, 1035366, 1, 283, 2606, 40, 0, 8, 0, false, 48-49&49-50, OffsetAllEnd
1116297462, 1035366, 1, 283, 2606, 288, 0, 8, 0, false, 48-49&49-50, OffsetAllEnd
3348892387, 1035366, 1, 283, 2606, 288, 0, 8, 0, false, 48-49&49-50, OffsetAllEnd
75260415, 1035366, 1, 283, 2605, 34, 0, 8, 2d0, false, 48-49&49-50, OffsetAllEnd
1803757130, 1035366, 1, 283, 2606, 288, 0, 561581856180, 0, false, 48-49&49-50, OffsetAllEnd
3697457011, 848649, 1, 283, 2606, 288, 0, 561581856180, 0, false, 48-49&49-50, OffsetAllEnd
2523077308, 848649, 1, 283, 2606, 288, 0, 1, 0, false, 48-49&49-50, OffsetAllEnd
3274264629, 848649, 1, 283, 2606, 288, 1, 1, 1, false, 48-49&49-50, OffsetAllEnd
2523058960, 848649, 1, 283, 2605, 34, 0, 1, 1, false, 48-49&49-50, OffsetAllEnd
2523058300, 848649, 1, 223, 65535, 36, 2, e71d, 1, true, , Offset
2288608249, 141617, 65548, 230, 65535, 32771, 2, 28, 28, true, , Offset
762865291, 141617, 65551, 225, 65535, 32771, 2, 20, 20, true, , Offset
2288608249, 141617, 65549, 225, 65535, 32771, 2, 20, 20, true, , Offset
3274151076, 141617, 1, 225, 65535, 36, 2, 1, 2, true, , Offset
3274233147, 141617, 65538, 225, 65535, 32771, 2, 20, 20, true, , Offset
3274151076, 141617, 2, 333, 2606, 36, 0, 2, 2, false, 44-45&45-46, OffsetAllEnd
1693430538, 980029, 1, 333, 65535, 255, 2, 1464c45, 0, false, , Offset
1693430538, 980029, 65537, 333, 2606, 255, 0, 1464c45, 1, false, 1-2&2-3&3-4&4-5, OffsetAllEnd
1693430538, 980029, 131073, 333, 2606, 255, 0, 1464c45, 2, false, 1-2&2-3&3-4&4-5, OffsetAllEnd
1693430538, 980029, 196609, 333, 2606, 255, 0, 1464c45, 3, false, 1-2&2-3&3-4&4-5, OffsetAllEnd
1693430538, 980029, 262145, 333, 65535, 255, 2, 1464c45, 4, false, , Deterministic
1693430538, 980029, 327681, 333, 2606, 255, 0, 1464c45, 5, false, 1-2&2-3&3-4&4-5, OffsetAllEnd
1693430538, 980029, 393217, 333, 2606, 255, 0, 1464c45, 6, false, 1-2&2-3&3-4&4-5, OffsetAllEnd
1693430538, 980029, 458753, 333, 2606, 255, 0, 1464c45, 6474e550, false, 1-2&2-3&3-4&4-5, OffsetAllEnd
1693430538, 980029, 524289, 333, 2605, 255, 0, 1464c45, 6474e551, false, 1-2&2-3&3-4&4-5, OffsetAllEnd
1693430538, 980029, 589825, 333, 2606, 255, 0, 1464c45, 6474e552, false, 1-2&2-3&3-4&4-5, OffsetAllEnd
1693452780, 141617, 1, 232, 65535, 32, 2, bd26f923, 0, true, , Offset
1693450635, 141617, 1, 232, 65535, 32, 2, cc6aa900, 0, true, , Offset
2356144327, 141617, 1, 225, 65535, 34, 2, bd26f923, cc6aa900, true, , Offset
1693447467, 141617, 1, 232, 65535, 32, 2, cc6aa900, 0, true, , Offset
75260415, 846295, 1, 333, 2605, 34, 0, 8, 220, false, 44-45&45-46, OffsetAllEnd
1803757130, 846295, 1, 333, 2605, 288, 0, 560972cc1230, 0, false, 44-45&45-46, OffsetAllEnd
1693437831, 141617, 1, 333, 2605, 288, 0, 560972cc1230, 0, false, 44-45&45-46, OffsetAllEnd
130030376, 597539, 1, 333, 2606, 288, 0, 560972cc1230, 0, false, 44-45&45-46, OffsetAllEnd
2391477654, 280911, 1, 333, 2606, 288, 0, 560972cc1230, 0, false, 44-45&45-46, OffsetAllEnd
2391497388, 280911, 1, 333, 2606, 288, 0, 70, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 280911, 1, 333, 2605, 288, 0, 72, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 280911, 2, 333, 2606, 288, 0, 6f, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 280911, 3, 333, 2605, 288, 0, 63, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 280911, 4, 333, 2606, 288, 0, 30, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 280911, 5, 225, 65535, 288, 2, 0, 0, true, , Offset
2391490722, 280911, 1, 333, 2605, 288, 1, 0, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 156694, 1, 269, 65535, 34, 2, e0, 218, true, , Offset
1803757130, 156694, 1, 333, 2606, 288, 0, 560972cc1238, 0, false, 44-45&45-46, OffsetAllEnd
1116295878, 920674, 1, 333, 2606, 288, 0, 560972cc1238, 0, false, 44-45&45-46, OffsetAllEnd
1693440669, 57720, 1, 333, 2606, 288, 0, 560972cc1238, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 943651, 1, 333, 2605, 34, 0, 60, 138, false, 44-45&45-46, OffsetAllEnd
1803757130, 943651, 1, 333, 2606, 288, 0, 560972cc1318, 0, false, 44-45&45-46, OffsetAllEnd
1116295878, 134743, 1, 333, 2606, 288, 0, 560972cc1318, 0, false, 44-45&45-46, OffsetAllEnd
1693627317, 57720, 1, 333, 2606, 288, 0, 560972cc1318, 0, false, 44-45&45-46, OffsetAllEnd
130010807, 389427, 1, 333, 2606, 288, 0, 560972cc1318, 0, false, 44-45&45-46, OffsetAllEnd
3240486505, 899557, 1, 225, 65535, 36, 2, 0, 2, true, , Offset
2356149970, 141617, 1, 333, 2606, 32, 0, 1464c45, 1, false, 1-2&2-3&3-4&4-5, OffsetAllEnd
1693453836, 141617, 1, 225, 65535, 32, 2, 0, 0, true, , Offset
1693447500, 141617, 1, 225, 65535, 34, 2, bd26f923, cc6aa900, true, , Offset
3274153848, 141617, 1, 225, 65535, 36, 2, 1, 2, true, , Offset
1693430538, 980029, 2, 225, 65535, 255, 2, 66000000, 0, true, , Offset
1693430538, 980029, 65538, 242, 65535, 255, 2, 0, 1, true, , Offset
1693430538, 980029, 131074, 242, 65535, 255, 2, 0, 2, true, , Offset
1693430538, 980029, 196610, 242, 65535, 255, 2, 0, 3, true, , Offset
1693430538, 980029, 262146, 242, 65535, 255, 2, 0, 4, true, , Offset
1693430538, 980029, 327682, 242, 65535, 255, 2, 0, 5, true, , Offset
1693430538, 980029, 393218, 242, 65535, 255, 2, 0, 6, true, , Offset
1693430538, 980029, 458754, 242, 65535, 255, 2, 0, 6474e550, true, , Offset
1693430538, 980029, 524290, 242, 65535, 255, 2, 0, 6474e551, true, , Offset
1693430538, 980029, 589826, 242, 65535, 255, 2, 0, 6474e552, true, , Offset
1693452780, 141617, 2, 225, 65535, 32, 2, 47f2fd53, 0, true, , Offset
1693450635, 141617, 2, 225, 65535, 32, 2, 9ae71d31, 0, true, , Offset
2356144327, 141617, 2, 225, 65535, 34, 2, 47f2fd53, 9ae71d31, true, , Offset
1693447467, 141617, 2, 225, 65535, 32, 2, 9ae71d31, 0, true, , Offset
75260415, 846295, 2, 258, 2606, 34, 0, 8, d8, false, 44-45&45-46, OffsetAllEnd
1803757130, 846295, 2, 258, 2606, 288, 0, 55a78b9e2378, 0, false, 44-45&45-46, OffsetAllEnd
1693437831, 141617, 2, 258, 2606, 288, 0, 55a78b9e2378, 0, false, 44-45&45-46, OffsetAllEnd
130030376, 597539, 2, 258, 2606, 288, 0, 55a78b9e2378, 0, false, 44-45&45-46, OffsetAllEnd
2391477654, 280911, 2, 258, 2606, 288, 0, 55a78b9e2378, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 280911, 9, 258, 2606, 288, 0, 31, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 156694, 2, 258, 65535, 34, 2, e0, d0, false, , Offset
1452827488, 87133, 1, 258, 2606, 34, 1, e0, d0, false, 44-45&45-46, OffsetAllEnd
3240486505, 899557, 2, 253, 65535, 36, 2, 99c91e46, 2, true, , Offset
3240498649, 899557, 1, 774, 2605, 32, 0, 7fffffbf, 0, true, 112-120, OffsetAllEnd
3240498649, 899557, 2, 253, 65535, 32, 2, 26724791, 0, true, , Offset
3240498649, 899557, 3, 774, 2606, 32, 0, 1fffffef, 0, true, 112-120, OffsetAllEnd
3240498649, 899557, 4, 253, 65535, 32, 2, 99c91e4, 0, true, , Offset
3240498649, 899557, 5, 774, 65535, 32, 2, 7fffffb, 0, true, , Offset
3240498649, 899557, 6, 253, 65535, 32, 2, 2672479, 0, true, , Offset
3240498649, 899557, 7, 253, 65535, 32, 2, 133923c, 0, true, , Offset
3240498649, 899557, 8, 253, 65535, 32, 2, 99c91e, 0, true, , Offset
3240498649, 899557, 9, 253, 65535, 32, 2, 4ce48f, 0, true, , Offset
3240498649, 899557, 10, 774, 2605, 32, 0, 3fffff, 0, true, 112-120, OffsetAllEnd
3240498649, 899557, 11, 774, 2605, 32, 0, 1fffff, 0, true, 112-120, OffsetAllEnd
3240498649, 899557, 12, 774, 2606, 32, 0, fffff, 0, true, 112-120, OffsetAllEnd
3240498649, 899557, 13, 253, 65535, 32, 2, 4ce48, 0, true, , Offset
3240498649, 899557, 14, 774, 2606, 32, 0, 3ffff, 0, true, 112-120, OffsetAllEnd
3240498649, 899557, 15, 253, 65535, 32, 2, 13392, 0, true, , Offset
3240498649, 899557, 16, 253, 65535, 32, 2, 99c9, 0, true, , Offset
2356149970, 141617, 2, 258, 2606, 32, 0, 66000000, 1, true, 33-34&34-35&35-36&36-37, OffsetAllEnd
1693453836, 141617, 2, 258, 65535, 32, 2, 2, 0, true, , Offset
1693447500, 141617, 2, 225, 65535, 34, 2, 47f2fd53, 9ae71d31, true, , Offset
3274153848, 141617, 2, 264, 2605, 36, 0, 2, 2, false, 44-45&45-46, OffsetAllEnd
2523015697, 141617, 1, 232, 65535, 32, 2, cc6aa900, 0, true, , Offset
2523025597, 141617, 1, 311, 2606, 36, 1, 0, 13ed9aa01, false, 5-6&6-7&7-8&8-9&17-18&18-19&19-20&20-21, OffsetAllEnd
3697646794, 141617, 1, 225, 65535, 36, 2, 1, 2, true, , Offset
2523015697, 141617, 2, 242, 65535, 32, 2, 9ae71d31, 0, true, , Offset
2523025597, 141617, 2, 258, 65535, 36, 2, 13ed9aa01, 13ca5ed19, true, , Offset
3697646794, 141617, 2, 264, 2606, 36, 0, 2, 2, false, 44-45&45-46, OffsetAllEnd
2523050842, 141617, 1, 264, 2606, 36, 1, 41, 13ed9aa01, false, 5-6&6-7&7-8&8-9&17-18&18-19&19-20&20-21, OffsetAllEnd
2676007764, 165320, 11, 240, 2606, 32, 0, 0, 21, false, 28-29&29-30&30-31&31-32, OffsetAllEnd
1693383513, 340249, 1, 240, 65535, 255, 2, 1464c45, 0, false, , Offset
1693383513, 340249, 65537, 240, 65535, 255, 2, 1464c45, 1, false, , Offset
1693383513, 340249, 131073, 240, 65535, 255, 2, 1464c45, 2, false, , Offset
1693383513, 340249, 196609, 240, 65535, 255, 2, 1464c45, 3, false, , Offset
1693383513, 340249, 262145, 240, 65535, 255, 2, 1464c45, 4, false, , Offset
1693383513, 340249, 327681, 240, 65535, 255, 2, 1464c45, 5, false, , Offset
1693383513, 340249, 393217, 240, 65535, 255, 2, 1464c45, 6, false, , Offset
1693383513, 340249, 458753, 849, 65535, 255, 2, 5, 7, true, , Offset
1693383513, 340249, 524289, 240, 65535, 255, 2, 1464c45, 6474e550, false, , Offset
1693383513, 340249, 589825, 240, 65535, 255, 2, 1464c45, 6474e551, false, , Offset
1693383513, 340249, 655361, 240, 65535, 255, 2, 1464c45, 6474e552, false, , Offset
1693410441, 340249, 1, 225, 65535, 32, 2, 4, 0, true, , Offset
1693410474, 340249, 1, 225, 65535, 32, 2, 0, 0, true, , Offset
1693410507, 340249, 1, 225, 65535, 32, 2, 1, 0, true, , Offset
1693443210, 340249, 1, 240, 65535, 32, 2, 1d7dbd0, 0, true, , Offset
785245515, 340249, 1, 225, 65535, 288, 2, 1, 2, true, , Offset
1693383513, 340249, 2, 225, 65535, 255, 2, 66000000, 0, true, , Offset
1693383513, 340249, 65538, 242, 65535, 255, 2, 0, 1, true, , Offset
1693383513, 340249, 131074, 242, 65535, 255, 2, 0, 2, true, , Offset
1693383513, 340249, 196610, 242, 65535, 255, 2, 0, 3, true, , Offset
1693383513, 340249, 262146, 264, 65535, 255, 2, 2, 4, true, , Offset
1693383513, 340249, 327682, 242, 65535, 255, 2, 0, 5, true, , Offset
1693383513, 340249, 393218, 242, 65535, 255, 2, 0, 6, true, , Offset
1693383513, 340249, 458754, 264, 65535, 255, 2, 2, 7, true, , Offset
1693383513, 340249, 524290, 242, 65535, 255, 2, 0, 6474e550, true, , Offset
1693383513, 340249, 589826, 242, 65535, 255, 2, 0, 6474e551, true, , Offset
1693383513, 340249, 655362, 242, 65535, 255, 2, 0, 6474e552, true, , Offset
1693410441, 340249, 2, 258, 65535, 32, 2, 4, 0, true, , Offset
1693410474, 340249, 2, 258, 65535, 32, 2, 2, 0, true, , Offset
1693410507, 340249, 2, 258, 65535, 32, 2, 1, 0, true, , Offset
1693443210, 340249, 2, 258, 65535, 32, 2, 19f1e380, 0, true, , Offset
785245515, 340249, 2, 264, 2605, 288, 1, 2, 2, false, 44-45&45-46, OffsetAllEnd
3190000364, 507091, 1, 849, 2605, 288, 0, 55d212b6f1f0, 0, false, 56-57&57-58, OffsetAllEnd
3190003928, 507091, 1, 849, 2606, 288, 0, 73, 0, false, 56-57&57-58, OffsetAllEnd
2940212869, 507091, 1, 849, 2606, 288, 1, 0, 0, false, 56-57&57-58, OffsetAllEnd
980077193, 507091, 1, 849, 2606, 288, 0, 68, 0, false, 56-57&57-58, OffsetAllEnd
980077193, 507091, 2, 849, 2606, 288, 0, 6c, 0, false, 56-57&57-58, OffsetAllEnd
980077193, 507091, 3, 849, 2606, 288, 0, 69, 0, false, 56-57&57-58, OffsetAllEnd
980077193, 507091, 4, 849, 2605, 288, 0, 62, 0, false, 56-57&57-58, OffsetAllEnd
980077193, 507091, 5, 225, 65535, 288, 2, 0, 0, true, , Offset
3190000364, 607289, 1, 766, 2605, 288, 0, 5582439f1338, 0, false, 56-57&57-58, OffsetAllEnd
980077193, 607289, 4, 264, 2606, 288, 0, 6d, 0, false, 44-45&45-46, OffsetAllEnd
3274199784, 848649, 1, 227, 2606, 32, 1, 0, 0, false, 50-51&51-52, OffsetAllEnd
1803769769, 88225, 1, 228, 2606, 34, 0, 41, ffffffff, false, 44-45&45-46, OffsetAllEnd
1803781946, 669767, 1, 228, 2606, 40, 0, 1040, 0, false, 44-45&45-46, OffsetAllEnd
1116297462, 669767, 1, 228, 2606, 288, 0, 1040, 0, false, 44-45&45-46, OffsetAllEnd
3348892387, 669767, 1, 228, 2605, 288, 0, 1040, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 669767, 1, 228, 65535, 34, 2, 1040, 320, true, , Offset
1452827158, 591884, 1, 228, 2606, 288, 0, 1040, 0, false, 44-45&45-46, OffsetAllEnd
1452849169, 591884, 1, 228, 2606, 36, 0, 1050, 1040, false, 44-45&45-46, OffsetAllEnd
1452827488, 591884, 1, 228, 2606, 34, 1, 1040, 320, false, 44-45&45-46, OffsetAllEnd
1452827719, 591884, 1, 228, 2606, 34, 1, 1040, 1ff, false, 44-45&45-46, OffsetAllEnd
1452839863, 591884, 1, 228, 2606, 16438, 0, 1050, 0, true, 44-45&45-46, Offset
2676007764, 230856, 1, 228, 65535, 288, 2, fd0ffab5, 34, true, , Offset
2676007764, 230856, 65537, 228, 65535, 32771, 2, fd0ffab5, 34, true, , Offset
2523048829, 848649, 1, 228, 2606, 288, 0, 41, 0, false, 44-45&45-46, OffsetAllEnd
2675955822, 425327, 65537, 228, 65535, 32771, 2, 0, ffffffffffffffff, true, , Offset
2523079453, 848649, 65537, 228, 65535, 32771, 2, 0, 20, true, , Offset
1232451812, 309829, 1, 230, 65535, 32, 2, f1e38747, 8, true, , Offset
2523035332, 309829, 1, 230, 65535, 34, 2, 74f1d45a, 5d, true, , Offset
2523035332, 309829, 65537, 230, 65535, 32771, 2, 74f1d45a, 5d, true, , Offset
2523034705, 141617, 1, 230, 65535, 32, 2, 395df94e, 0, true, , Offset
2879524869, 280911, 6, 682, 2605, 288, 1, 0, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 464114, 1, 682, 2606, 34, 0, 8, 138, false, 44-45&45-46, OffsetAllEnd
1803757130, 464114, 1, 682, 2606, 288, 0, 556cb14d0318, 0, false, 44-45&45-46, OffsetAllEnd
785349762, 141617, 1, 682, 2606, 288, 0, 556cb14d0318, 0, false, 44-45&45-46, OffsetAllEnd
