cmpid, context, order, belong, p, op, condition, is_desirable, offsets, state
1452827488, 864090, 1, 311, 2605, 34, 1, e0, c8, false, 44-45&45-46, OffsetAllEnd
3240498649, 879400, 1, 311, 65535, 32, 2, 0, 0, false, , Deterministic
1803757130, 925457, 1, 317, 2606, 288, 0, 5654b5291328, 0, false, 44-45&45-46, OffsetAllEnd
1116295878, 161637, 1, 317, 2606, 288, 0, 5654b5291328, 0, false, 44-45&45-46, OffsetAllEnd
1693440669, 825983, 1, 317, 2606, 288, 0, 5654b5291328, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 138532, 1, 317, 2605, 34, 1, 60, 48, false, 44-45&45-46, OffsetAllEnd
1452827488, 77167, 1, 317, 2606, 34, 1, 60, 48, false, 44-45&45-46, OffsetAllEnd
75260415, 356313, 1, 320, 65535, 34, 2, cb0, 170, true, , Offset
1452827488, 417682, 1, 320, 2606, 34, 1, cb0, 170, false, 44-45&45-46, OffsetAllEnd
75260415, 470184, 1, 320, 2606, 34, 0, 20, 170, false, 44-45&45-46, OffsetAllEnd
1803757130, 470184, 1, 320, 2606, 288, 0, 55cc434382e0, 0, false, 44-45&45-46, OffsetAllEnd
1116295878, 738524, 1, 320, 2606, 288, 0, 55cc434382e0, 0, false, 44-45&45-46, OffsetAllEnd
1693371270, 525443, 1, 320, 2606, 33, 1, 55cc434382e0, 0, false, 44-45&45-46, OffsetAllEnd
2523013552, 141617, 1, 320, 2606, 288, 0, 1, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 356313, 2, 320, 65535, 34, 2, cb0, 150, false, , OffsetAllEnd
1452827488, 417682, 2, 320, 2606, 34, 1, cb0, 150, false, 44-45&45-46, OffsetAllEnd
75260415, 470184, 2, 320, 2606, 34, 0, 20, 150, false, 44-45&45-46, OffsetAllEnd
1803757130, 470184, 2, 320, 2606, 288, 0, 55cc43438300, 0, false, 44-45&45-46, OffsetAllEnd
1116295878, 738524, 2, 320, 2606, 288, 0, 55cc43438300, 0, false, 44-45&45-46, OffsetAllEnd
1693371270, 525443, 2, 320, 2605, 33, 1, 55cc43438300, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 165691, 1, 320, 2605, 34, 1, ca0, 130, false, 44-45&45-46, OffsetAllEnd
1452827488, 112496, 1, 320, 2606, 34, 1, ca0, 130, false, 44-45&45-46, OffsetAllEnd
75260415, 470184, 3, 320, 2605, 34, 0, 20, 130, false, 44-45&45-46, OffsetAllEnd
1803757130, 470184, 3, 320, 2605, 288, 0, 55cc43438320, 0, false, 44-45&45-46, OffsetAllEnd
1116295878, 738524, 3, 320, 2605, 288, 0, 55cc43438320, 0, false, 44-45&45-46, OffsetAllEnd
1693371270, 525443, 3, 320, 2606, 33, 1, 55cc43438320, 0, false, 44-45&45-46, OffsetAllEnd
1452846364, 1008221, 1, 320, 2606, 288, 0, 55cc43438320, 0, false, 44-45&45-46, OffsetAllEnd
1452846364, 1008221, 2, 320, 2605, 288, 0, 55cc43438300, 0, false, 44-45&45-46, OffsetAllEnd
1452846364, 1008221, 3, 320, 65535, 288, 2, 55cc434382e0, 0, false, , Offset
75260415, 179659, 1, 323, 2606, 34, 0, 8, d8, false, 44-45&45-46, OffsetAllEnd
1803757130, 179659, 1, 323, 2606, 288, 0, 559651bd2378, 0, false, 44-45&45-46, OffsetAllEnd
785349762, 491528, 1, 323, 2606, 288, 0, 559651bd2378, 0, false, 44-45&45-46, OffsetAllEnd
130030376, 14205, 1, 323, 2606, 288, 0, 559651bd2378, 0, false, 44-45&45-46, OffsetAllEnd
2391477654, 876561, 1, 323, 2605, 288, 0, 559651bd2378, 0, false, 44-45&45-46, OffsetAllEnd
2391497388, 876561, 1, 323, 2606, 288, 0, 69, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 876561, 1, 323, 2606, 288, 0, 6e, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 876561, 2, 323, 2605, 288, 0, 74, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 876561, 3, 323, 2606, 288, 0, 65, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 876561, 5, 323, 2606, 288, 0, 70, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 876561, 6, 323, 2606, 288, 0, 31, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 740680, 1, 323, 2606, 34, 1, e0, d0, false, 44-45&45-46, OffsetAllEnd
1452827488, 556291, 1, 323, 2606, 34, 1, e0, d0, false, 44-45&45-46, OffsetAllEnd
3240498649, 538993, 1, 323, 65535, 32, 2, 0, 0, false, , Deterministic
75260415, 465204, 1, 949, 2606, 34, 0, 8, 118, false, 44-45&45-46, OffsetAllEnd
1803757130, 465204, 1, 949, 2606, 288, 0, 55cf9e932338, 0, false, 44-45&45-46, OffsetAllEnd
785349762, 140535, 1, 949, 2606, 288, 0, 55cf9e932338, 0, false, 44-45&45-46, OffsetAllEnd
130030376, 365442, 1, 949, 2606, 288, 0, 55cf9e932338, 0, false, 44-45&45-46, OffsetAllEnd
2391477654, 574702, 1, 949, 2606, 288, 0, 55cf9e932338, 0, false, 44-45&45-46, OffsetAllEnd
2391497388, 574702, 1, 332, 2606, 288, 0, 6e, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 574702, 2, 332, 2606, 288, 0, 74, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 574702, 3, 332, 2606, 288, 0, 65, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 574702, 4, 332, 2606, 288, 0, 31, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 977335, 1, 332, 65535, 34, 2, e0, d0, false, , OffsetAllEnd
1452827488, 907772, 1, 332, 2606, 34, 1, e0, d0, false, 44-45&45-46, OffsetAllEnd
3240498649, 892302, 1, 332, 65535, 32, 2, 0, 0, false, , Offset
2391500622, 441461, 1, 808, 2606, 288, 0, 9c83c03, 48bb4a4, false, 56-57&57-58, OffsetAllEnd
2879504871, 441461, 1, 808, 2605, 288, 1, 0, 0, false, 56-57&57-58, OffsetAllEnd
762865291, 980029, 1, 333, 2606, 40, 1, 0, 1, false, 49-50&50-51&51-52&52-53, OffsetAllEnd
3240498649, 892302, 2, 335, 65535, 32, 2, 1, 0, false, , Offset
3240498649, 892302, 3, 335, 65535, 32, 2, 0, 0, false, , Deterministic
75260415, 878300, 1, 932, 2606, 34, 0, 8, d8, false, 44-45&45-46, OffsetAllEnd
1803757130, 878300, 1, 932, 2606, 288, 0, 563666c16378, 0, false, 44-45&45-46, OffsetAllEnd
785349762, 547615, 1, 932, 2606, 288, 0, 563666c16378, 0, false, 44-45&45-46, OffsetAllEnd
130030376, 1043562, 1, 932, 2605, 288, 0, 563666c16378, 0, false, 44-45&45-46, OffsetAllEnd
2391477654, 178950, 1, 932, 2606, 288, 0, 563666c16378, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 178950, 1, 932, 2606, 288, 0, 68, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 178950, 2, 932, 2606, 288, 0, 64, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 178950, 4, 932, 2606, 288, 0, 31, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 300639, 1, 932, 2606, 34, 1, e0, d0, false, 44-45&45-46, OffsetAllEnd
1452827488, 501268, 1, 932, 2605, 34, 1, e0, d0, false, 44-45&45-46, OffsetAllEnd
3240498649, 516710, 1, 345, 65535, 32, 2, 0, 0, false, , Deterministic
2288608249, 848649, 8, 346, 2606, 40, 0, 1, 1, false, 148-149&149-150, OffsetAllEnd
3709708127, 848649, 1, 353, 65535, 255, 2, 6f77, 0, true, , Offset
3709708127, 848649, 65537, 353, 65535, 255, 2, 6f77, 184, true, , Offset
3709708127, 848649, 131073, 353, 65535, 255, 2, 6f77, 284, true, , Offset
3709708127, 848649, 196609, 353, 65535, 255, 2, 6f77, 200, true, , Offset
3709708127, 848649, 262145, 353, 65535, 255, 2, 6f77, 14c, true, , Offset
3709708127, 848649, 327681, 353, 65535, 255, 2, 6f77, 8664, true, , Offset
3709708127, 848649, 393217, 353, 65535, 255, 2, 6f77, 162, true, , Offset
3709708127, 848649, 458753, 353, 65535, 255, 2, 6f77, 166, true, , Offset
3709708127, 848649, 524289, 353, 65535, 255, 2, 6f77, 168, true, , Offset
3709708127, 848649, 589825, 353, 65535, 255, 2, 6f77, 266, true, , Offset
3709708127, 848649, 655361, 353, 65535, 255, 2, 6f77, 366, true, , Offset
3709708127, 848649, 720897, 353, 65535, 255, 2, 6f77, 466, true, , Offset
3709708127, 848649, 786433, 353, 65535, 255, 2, 6f77, 1a2, true, , Offset
3709708127, 848649, 851969, 353, 65535, 255, 2, 6f77, 1a6, true, , Offset
3709708127, 848649, 917505, 353, 65535, 255, 2, 6f77, 1c0, true, , Offset
3709708127, 848649, 983041, 353, 65535, 255, 2, 6f77, 1c2, true, , Offset
1616573095, 848649, 65537, 357, 65535, 32771, 2, e, e, true, , Offset
1616520097, 848649, 1, 355, 65535, 255, 2, 0, 0, true, 6-7&7-8, Offset
1616520097, 848649, 65537, 357, 65535, 255, 2, 8664, 184, true, , Offset
1616520097, 848649, 131073, 357, 65535, 255, 2, 8664, 284, true, , Offset
1616520097, 848649, 196609, 357, 65535, 255, 2, 8664, 200, true, , Offset
1616520097, 848649, 262145, 365, 2606, 255, 0, 8664, 14c, false, 6-7&7-8, OffsetAllEnd
1616520097, 848649, 327681, 355, 65535, 255, 2, 0, 8664, true, , Offset
1616520097, 848649, 393217, 357, 65535, 255, 2, 8664, 162, true, , Offset
1616520097, 848649, 458753, 357, 65535, 255, 2, 8664, 166, true, , Offset
1616520097, 848649, 524289, 357, 65535, 255, 2, 8664, 168, true, , Offset
1616520097, 848649, 589825, 357, 65535, 255, 2, 8664, 266, true, , Offset
1616520097, 848649, 655361, 357, 65535, 255, 2, 8664, 366, true, , Offset
1616520097, 848649, 720897, 357, 65535, 255, 2, 8664, 466, true, , Offset
1616520097, 848649, 786433, 357, 65535, 255, 2, 8664, 1a2, true, , Offset
1616520097, 848649, 851969, 357, 65535, 255, 2, 8664, 1a6, true, , Offset
1616520097, 848649, 917505, 357, 65535, 255, 2, 8664, 1c0, true, , Offset
1616520097, 848649, 983041, 357, 65535, 255, 2, 8664, 1c2, true, , Offset
3709720865, 848649, 1, 356, 65535, 32, 2, d6706cc6, 0, true, , Offset
1803781946, 361984, 1, 356, 2606, 40, 0, d6706cc6, 0, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
1116297462, 361984, 1, 359, 2605, 288, 0, c6, 0, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
3348892387, 361984, 1, 359, 2606, 288, 0, c8, 0, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
75260415, 361984, 1, 356, 65535, 34, 2, d6706cc8, fd0, true, , Offset
1452827158, 439883, 1, 356, 2606, 288, 0, d6706cc8, 0, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
1452849169, 439883, 1, 356, 2606, 36, 0, d6706cd8, d6706cc8, false, 12-13&13-14&14-15&15-16, OffsetAllEnd
1452827488, 439883, 1, 356, 2605, 34, 1, d6706cc8, fd0, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
1452827719, 439883, 1, 356, 2606, 34, 1, d6706cc8, 1ff, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
1452839863, 439883, 1, 356, 2605, 16438, 0, d6706cd8, 0, true, 12-13&13-14&14-15&15-16, Offset
2675955822, 602119, 65537, 359, 65535, 32771, 2, 1, ffffffffffffffff, true, , Offset
3709746572, 848649, 1, 359, 65535, 288, 2, 1, c6, true, , Offset
3709746572, 848649, 65537, 359, 65535, 32771, 2, 1, c6, true, , Offset
1616532835, 848649, 1, 357, 65535, 32, 2, d6706cc6, 0, true, , Offset
1803781946, 190200, 1, 365, 2606, 40, 0, 1, 0, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
1116297462, 190200, 1, 362, 2605, 288, 0, c6, 0, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
3348892387, 190200, 1, 365, 2606, 288, 0, 8, 0, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
75260415, 190200, 1, 357, 65535, 34, 2, d6706cc8, fd0, true, , Offset
1452827158, 120499, 1, 357, 2606, 288, 0, d6706cc8, 0, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
1452849169, 120499, 1, 357, 2606, 36, 0, d6706cd8, d6706cc8, false, 12-13&13-14&14-15&15-16, OffsetAllEnd
1452827488, 120499, 1, 357, 2606, 34, 1, d6706cc8, fd0, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
1452827719, 120499, 1, 357, 2605, 34, 1, d6706cc8, 1ff, true, 12-13&13-14&14-15&15-16, OffsetAllEnd
1452839863, 120499, 1, 357, 2606, 16438, 0, d6706cd8, 0, true, 12-13&13-14&14-15&15-16, Offset
762865291, 848649, 65545, 362, 65535, 32771, 2, 1, c6, true, , Offset
2675955822, 526047, 65537, 363, 65535, 32771, 2, 1, ffffffffffffffff, true, , Offset
1616558542, 848649, 1, 362, 65535, 288, 2, 1, c6, true, , Offset
1616558542, 848649, 65537, 362, 65535, 32771, 2, 1, c6, true, , Offset
677343739, 361984, 1, 359, 2605, 16416, 0, c8, 0, true, 12-13&13-14&14-15&15-16, Offset
762865291, 848649, 7, 359, 65535, 40, 2, 1, c6, true, , Offset
2288608249, 848649, 3, 364, 2606, 40, 0, 1, 1, false, 12-13&13-14&14-15&15-16, OffsetAllEnd
3709731689, 848649, 1, 360, 65535, 32, 2, fa, 0, true, , Offset
677343739, 190200, 1, 363, 2606, 16416, 0, 8, 0, true, 12-13&13-14&14-15&15-16, Offset
762865291, 848649, 9, 362, 65535, 40, 2, 1, c6, true, , Offset
2288608249, 848649, 5, 365, 2606, 40, 0, 1, 1, false, 12-13&13-14&14-15&15-16, OffsetAllEnd
1616543659, 848649, 1, 363, 65535, 32, 2, fa, 0, true, , Offset
3709772015, 848649, 1, 364, 2606, 36, 0, 1, 1, false, 12-13&13-14&14-15&15-16, OffsetAllEnd
1616583985, 848649, 1, 365, 2605, 36, 0, 1, 1, false, 12-13&13-14&14-15&15-16, OffsetAllEnd
75260415, 736531, 1, 925, 2606, 34, 0, 8, d8, false, 44-45&45-46, OffsetAllEnd
1803757130, 736531, 1, 925, 2605, 288, 0, 561994707378, 0, false, 44-45&45-46, OffsetAllEnd
785349762, 917712, 1, 925, 2606, 288, 0, 561994707378, 0, false, 44-45&45-46, OffsetAllEnd
130030376, 636837, 1, 925, 2606, 288, 0, 561994707378, 0, false, 44-45&45-46, OffsetAllEnd
2391477654, 319689, 1, 925, 2605, 288, 0, 561994707378, 0, false, 44-45&45-46, OffsetAllEnd
2391497388, 319689, 1, 925, 2606, 288, 0, 73, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 319689, 1, 925, 2605, 288, 0, 68, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 319689, 2, 925, 2605, 288, 0, 6c, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 319689, 3, 925, 2605, 288, 0, 69, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 319689, 4, 925, 2606, 288, 0, 62, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 319689, 5, 925, 2606, 288, 0, 31, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 183696, 1, 925, 2606, 34, 1, e0, d0, false, 44-45&45-46, OffsetAllEnd
1452827488, 130523, 1, 925, 2606, 34, 1, e0, d0, false, 44-45&45-46, OffsetAllEnd
3240498649, 113065, 1, 371, 65535, 32, 2, 0, 0, false, , Deterministic
3709739411, 908858, 1, 372, 65535, 255, 2, 7a35, 14c, true, , Offset
3709739411, 908858, 65537, 372, 65535, 255, 2, 7a35, 154, true, , Offset
3709739411, 908858, 131073, 372, 65535, 255, 2, 7a35, 175, true, , Offset
3709739411, 908858, 196609, 372, 65535, 255, 2, 7a35, 10d, true, , Offset
3709739411, 908858, 262145, 372, 65535, 255, 2, 7a35, 4708, true, , Offset
3709739411, 908858, 327681, 372, 65535, 255, 2, 7a35, ac88, true, , Offset
3709739411, 908858, 393217, 372, 65535, 255, 2, 7a35, 7a35, true, 132-134, Offset
3709739411, 908858, 458753, 372, 65535, 255, 2, 7a35, 18df, true, , Offset
3447527033, 538869, 1, 372, 2606, 288, 1, 0, 0, false, 134-135&135-136, OffsetAllEnd
3394262177, 807134, 1, 372, 65535, 32, 2, 0, 0, true, , Offset
3394262276, 807134, 1, 372, 65535, 32, 2, 0, 0, true, , Offset
3394262375, 807134, 1, 372, 65535, 32, 2, 0, 0, true, , Offset
3394262474, 807134, 1, 372, 2605, 32, 0, 8, 0, false, 150-151&151-152, OffsetAllEnd
3394262573, 807134, 1, 372, 65535, 32, 2, 0, 0, true, , Offset
3394262672, 807134, 1, 372, 65535, 40, 2, 8, 0, true, , Offset
3394262771, 807134, 1, 372, 65535, 288, 2, 100, 0, true, , Offset
3394262870, 807134, 1, 372, 65535, 288, 2, 200, 0, true, , Offset
3394262969, 807134, 1, 372, 65535, 288, 2, 1000, 0, true, , Offset
3394263068, 807134, 1, 372, 65535, 288, 2, 2000, 0, true, , Offset
1592854910, 807134, 1, 372, 65535, 40, 2, ff08, 0, true, , Offset
677343739, 689115, 1, 373, 2606, 16416, 0, 28, 0, true, 134-135&135-136, Offset
3783180595, 848649, 1, 439, 65535, 16416, 0, 30, 0, true, 6-7, Unsolvable
3983854287, 848649, 1, 383, 65535, 32, 2, 63, 63, true, , OneByte
1494950219, 848649, 1, 439, 65535, 16416, 0, 30, 0, true, 7-8, Unsolvable
569650087, 848649, 1, 385, 65535, 32, 2, 63, 63, false, , OneByte
831883491, 848649, 1, 439, 65535, 16416, 0, 30, 0, true, 8-9, Unsolvable
3191984127, 848649, 1, 386, 65535, 32, 2, 63, 63, true, , OneByte
75260415, 709709, 1, 387, 2605, 34, 0, 10, d8, false, 44-45&45-46, OffsetAllEnd
1803757130, 709709, 1, 387, 2605, 288, 0, 55c9da849378, 0, false, 44-45&45-46, OffsetAllEnd
785349762, 1042830, 1, 387, 2606, 288, 0, 55c9da849378, 0, false, 44-45&45-46, OffsetAllEnd
130030376, 548603, 1, 387, 2606, 288, 0, 55c9da849378, 0, false, 44-45&45-46, OffsetAllEnd
2391477654, 330135, 1, 387, 2605, 288, 0, 55c9da849378, 0, false, 44-45&45-46, OffsetAllEnd
2391497388, 330135, 1, 387, 2606, 288, 0, 65, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 330135, 1, 387, 2606, 288, 0, 68, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 330135, 2, 387, 2606, 288, 0, 5f, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 330135, 3, 387, 2606, 288, 0, 66, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 330135, 5, 387, 2605, 288, 0, 61, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 330135, 6, 387, 2605, 288, 0, 6d, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 330135, 7, 387, 2606, 288, 0, 65, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 330135, 10, 387, 2606, 288, 0, 64, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 330135, 12, 387, 2606, 288, 0, 31, 0, false, 44-45&45-46, OffsetAllEnd
2391490722, 330135, 1, 387, 2606, 288, 0, 55c9da8494f8, 0, false, 44-45&45-46, OffsetAllEnd
2391500622, 330135, 1, 387, 2606, 288, 0, 298a84c, 9a461bf, false, 44-45&45-46, OffsetAllEnd
2879504871, 330135, 1, 387, 2606, 288, 1, 0, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 206030, 1, 387, 2606, 34, 1, e0, c8, false, 44-45&45-46, OffsetAllEnd
1452827488, 5253, 1, 387, 2606, 34, 1, e0, c8, false, 44-45&45-46, OffsetAllEnd
2356101559, 1042830, 1, 443, 2605, 32, 0, 1, 0, false, 41-49&49-50&50-51&51-52&52-53, OffsetAllEnd
1693460073, 1042830, 1, 387, 65535, 34, 2, 2, 99c91e46, true, , Offset
3240486505, 20727, 1, 387, 65535, 36, 2, 2, 2, true, , Offset
3240498649, 20727, 1, 387, 65535, 32, 2, 0, 0, false, , Offset
1693451460, 1042830, 1, 443, 2606, 32, 0, 6474e550, 1, false, 33-34&34-35&35-36&36-37, OffsetAllEnd
1693455189, 1042830, 1, 392, 65535, 32, 2, 2, 0, true, , Offset
2435279493, 848649, 1, 388, 65535, 34, 2, 0, 5, true, , Offset
2676007764, 482777, 65537, 388, 65535, 32771, 2, 0, 9, true, , Offset
2675955822, 3520, 65537, 388, 65535, 32771, 2, 1, ffffffffffffffff, true, , Offset
2435306784, 848649, 65537, 388, 65535, 32771, 2, 1, 1, true, , Offset
2435272002, 848649, 1, 439, 65535, 32, 0, 3a, d, false, 0-1, Unsolvable
2435277513, 848649, 1, 439, 65535, 32, 0, 3a, a, false, 0-1, Unsolvable
2435277678, 848649, 1, 439, 65535, 32, 1, 3a, 3a, false, 0-1, Unsolvable
2675955822, 642562, 65537, 388, 65535, 32771, 2, 8, ffffffffffffffff, true, , Offset
2435312097, 848649, 65537, 388, 65535, 32771, 2, 8, 8, true, , Offset
1327892542, 848649, 1, 439, 65535, 32, 0, 0, 63, false, 1-2, Unsolvable
185113542, 848649, 1, 439, 65535, 32, 0, 0, 63, false, 2-3, Unsolvable
2109295054, 848649, 1, 439, 65535, 32, 0, 0, 63, false, 3-4, Unsolvable
3349174870, 848649, 1, 439, 65535, 32, 0, 0, 63, false, 4-5, Unsolvable
700224862, 848649, 1, 439, 65535, 32, 0, 0, 63, false, 5-6, Unsolvable
883639014, 848649, 1, 439, 65535, 32, 0, 0, 63, false, 6-7, Unsolvable
2855283438, 848649, 1, 439, 65535, 32, 0, 0, 63, false, 7-8, Unsolvable
3644691830, 848649, 1, 439, 65535, 32, 0, 0, 63, false, 8-9, Unsolvable
2435274576, 848649, 1, 439, 2606, 34, 0, 0, 2, false, 1-2&2-3, OffsetAllEnd
3240464593, 334862, 1, 439, 2605, 40, 0, 2, 0, false, 1-2&2-3, OffsetAllEnd
3240460435, 334862, 1, 439, 2605, 16438, 0, 2, 0, true, 1-2&2-3, Offset
2675955822, 497583, 65537, 397, 65535, 32771, 2, 2, ffffffffffffffff, true, , Offset
2435317311, 848649, 1, 388, 65535, 288, 2, 38, 1c2, true, , Offset
2435317311, 848649, 65537, 388, 65535, 32771, 2, 38, 1c2, true, , Offset
3240498649, 20727, 2, 393, 65535, 32, 2, 7, 0, false, , Deterministic
3240498649, 20727, 3, 393, 65535, 32, 2, 3, 0, false, , Offset
3240498649, 20727, 4, 393, 65535, 32, 2, 1, 0, false, , Offset
3240498649, 20727, 5, 393, 65535, 32, 2, 0, 0, false, , Deterministic
2356101559, 437069, 1, 540, 2606, 32, 0, 4, 0, false, 41-49&49-50&50-51&51-52&52-53, OffsetAllEnd
1693460073, 437069, 1, 394, 65535, 34, 2, 1, 99c91e46, true, , Offset
3240486505, 594484, 1, 398, 65535, 36, 2, 1, 2, true, , Offset
1693451460, 437069, 1, 404, 2606, 32, 0, 6474e551, 1, false, 33-34&34-35&35-36&36-37, OffsetAllEnd
1693455189, 437069, 1, 398, 65535, 32, 2, 2, 0, true, , Offset
442638569, 848649, 1, 439, 65535, 16416, 0, 30, 0, true, 9-10, Unsolvable
3983747125, 848649, 1, 397, 65535, 32, 2, 63, 63, false, , OneByte
2435265897, 290286, 1, 419, 65535, 288, 0, 55, ffffffff, true, 13-14, Unsolvable
442598474, 290286, 1, 397, 65535, 32, 2, 10, 0, true, , OneByte
3240498649, 594484, 1, 399, 65535, 32, 2, f, 0, true, , Offset
3240498649, 594484, 2, 399, 65535, 32, 2, 7, 0, false, , Offset
3240498649, 594484, 3, 399, 65535, 32, 2, 3, 0, false, , Offset
3240498649, 594484, 4, 399, 65535, 32, 2, 1, 0, false, , Deterministic
3240498649, 594484, 5, 399, 65535, 32, 2, 0, 0, false, , Deterministic
75260415, 235150, 1, 401, 2606, 34, 0, 8, d8, false, 44-45&45-46, OffsetAllEnd
1803757130, 235150, 1, 401, 2606, 288, 0, 55ef0e68e378, 0, false, 44-45&45-46, OffsetAllEnd
785349762, 437069, 1, 401, 2606, 288, 0, 55ef0e68e378, 0, false, 44-45&45-46, OffsetAllEnd
130030376, 72760, 1, 401, 2606, 288, 0, 55ef0e68e378, 0, false, 44-45&45-46, OffsetAllEnd
2391477654, 805716, 1, 401, 2606, 288, 0, 55ef0e68e378, 0, false, 44-45&45-46, OffsetAllEnd
2391497388, 805716, 1, 401, 2606, 288, 0, 73, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 805716, 1, 401, 2606, 288, 0, 74, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 805716, 2, 401, 2605, 288, 0, 61, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 805716, 4, 401, 2606, 288, 0, 6b, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 805716, 5, 401, 2606, 288, 0, 31, 0, false, 44-45&45-46, OffsetAllEnd
75260415, 681485, 1, 401, 2605, 34, 1, e0, d0, false, 44-45&45-46, OffsetAllEnd
1452827488, 611910, 1, 401, 2606, 34, 1, e0, d0, false, 44-45&45-46, OffsetAllEnd
2879524869, 812714, 6, 409, 2605, 288, 0, 61, 0, false, 44-45&45-46, OffsetAllEnd
2356101559, 657108, 1, 409, 2606, 32, 0, 1, 0, false, 41-49&49-50&50-51&51-52&52-53, OffsetAllEnd
1693460073, 657108, 1, 409, 65535, 34, 2, 1, 1, true, , Offset
3240486505, 376749, 1, 409, 2606, 36, 1, 1, 2, false, 41-49&49-50&50-51&51-52&52-53, OffsetAllEnd
1693451460, 657108, 1, 409, 2606, 32, 0, 6474e552, 1, false, 33-34&34-35&35-36&36-37, OffsetAllEnd
1693455189, 657108, 1, 402, 65535, 32, 2, 2, 0, true, , Offset
2435279295, 848649, 1, 439, 2606, 36, 1, 1, 2, false, 1-2&2-3, OffsetAllEnd
442638569, 848649, 2, 439, 65535, 16416, 0, 30, 0, true, 10-11, Unsolvable
3983747125, 848649, 2, 406, 65535, 32, 2, d, 63, true, , OneByte
2435279295, 848649, 2, 406, 65535, 36, 2, 2, 2, true, , Offset
2435279658, 848649, 1, 406, 65535, 288, 2, 0, 0, false, , Offset
442955468, 848649, 1, 439, 2606, 16416, 0, 30, 0, true, 1-2&2-3&9-10, Offset
3369863057, 848649, 1, 439, 2606, 16416, 0, 30, 0, true, 1-2&2-3&10-11, Offset
2435290614, 848649, 1, 406, 65535, 32, 2, 0, d, true, , Offset
442638569, 848649, 3, 419, 65535, 16416, 0, 30, 0, true, 11-12, Unsolvable
3983747125, 848649, 3, 407, 65535, 32, 2, 63, 63, false, , OneByte
75260415, 998167, 1, 411, 2606, 34, 0, 8, d8, false, 44-45&45-46, OffsetAllEnd
1803757130, 998167, 1, 411, 2606, 288, 0, 55edecfe5378, 0, false, 44-45&45-46, OffsetAllEnd
785349762, 657108, 1, 411, 2606, 288, 0, 55edecfe5378, 0, false, 44-45&45-46, OffsetAllEnd
130030376, 897441, 1, 411, 2605, 288, 0, 55edecfe5378, 0, false, 44-45&45-46, OffsetAllEnd
2391477654, 59085, 1, 411, 2605, 288, 0, 55edecfe5378, 0, false, 44-45&45-46, OffsetAllEnd
2391497388, 59085, 1, 411, 2606, 288, 0, 72, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 59085, 1, 411, 2606, 288, 0, 65, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 59085, 2, 411, 2606, 288, 0, 6c, 0, false, 44-45&45-46, OffsetAllEnd
2879524869, 59085, 5, 411, 2606, 288, 0, 31, 0, false, 44-45&45-46, OffsetAllEnd
